market_key,symbol,company,category,recommendation_label,current_price,price_as_of,model_portfolio_size,risk_budget,downside_or_stop_distance,liquidity_cap,hedge_posture,add_rule,trim_rule,exit_rule,max_loss_posture,monitoring_cadence,risk_plan
tw,2454,聯發科,inventory_holding,Watch only,,,0%; watch only until thesis and risk evidence improve,0.0,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",近期賣點、價格預警或 PEI 證據缺口仍在，盤前先以降風險優先。,"PEI：官方營收、毛利、估值或 thesis 證據轉弱需重估；APEX：warn 4,375；break 4,280。",0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-29-inventory/companies/tw-2454/risk_plan.html
tw,2618,長榮航,inventory_holding,Watch only,,,0%; watch only until thesis and risk evidence improve,0.0,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",近期賣點、價格預警或 PEI 證據缺口仍在，盤前先以降風險優先。,PEI：官方營收、毛利、估值或 thesis 證據轉弱需重估；APEX：warn 42.25；break 40.85。,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-29-inventory/companies/tw-2618/risk_plan.html
tw,3019,亞光,inventory_holding,Watch only,,,0%; watch only until thesis and risk evidence improve,0.0,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",近期賣點、價格預警或 PEI 證據缺口仍在，盤前先以降風險優先。,PEI：官方營收、毛利、估值或 thesis 證據轉弱需重估；APEX：warn 158；break 148。,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-29-inventory/companies/tw-3019/risk_plan.html
tw,3231,緯創,inventory_holding,Watch only,,,0%; watch only until thesis and risk evidence improve,0.0,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",近期賣點、價格預警或 PEI 證據缺口仍在，盤前先以降風險優先。,PEI：官方營收、毛利、估值或 thesis 證據轉弱需重估；APEX：warn 160.5；break 150.5。,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-29-inventory/companies/tw-3231/risk_plan.html
tw,3443,創意,inventory_holding,Watch only,,,0%; watch only until thesis and risk evidence improve,0.0,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",近期賣點、價格預警或 PEI 證據缺口仍在，盤前先以降風險優先。,PEI：官方營收、毛利、估值或 thesis 證據轉弱需重估；APEX：來源未提供，需後續查證。,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-29-inventory/companies/tw-3443/risk_plan.html
tw,6285,啟碁,inventory_holding,Watch only,,,0%; watch only until thesis and risk evidence improve,0.0,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",近期賣點、價格預警或 PEI 證據缺口仍在，盤前先以降風險優先。,PEI：官方營收、毛利、估值或 thesis 證據轉弱需重估；APEX：warn 268.5；break 258。,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-29-inventory/companies/tw-6285/risk_plan.html
tw,8016,矽創,inventory_holding,Watch only,,,0%; watch only until thesis and risk evidence improve,0.0,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",近期賣點、價格預警或 PEI 證據缺口仍在，盤前先以降風險優先。,PEI：官方營收、毛利、估值或 thesis 證據轉弱需重估；APEX：warn 298；break 277.5。,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-29-inventory/companies/tw-8016/risk_plan.html
tw,8926,台汽電,inventory_holding,Watch only,,,0%; watch only until thesis and risk evidence improve,0.0,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",近期賣點、價格預警或 PEI 證據缺口仍在，盤前先以降風險優先。,PEI：官方營收、毛利、估值或 thesis 證據轉弱需重估；APEX：warn 78.4；break 75.6。,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-29-inventory/companies/tw-8926/risk_plan.html
us,AAPL,Apple Inc,inventory_holding,Not decision-ready,277.61,2026-06-29,0%; watch only until thesis and risk evidence improve,0.0,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",近期賣點、價格預警或 PEI 證據缺口仍在，盤前先以降風險優先。,PEI：官方營收、毛利、估值或 thesis 證據轉弱需重估；APEX：warn 295.62；break 293.97。,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-29-inventory/companies/us-AAPL/risk_plan.html
us,ABT,亞培,inventory_holding,Watch only,93.65,2026-06-29,"0%; inventory-holding context only, no model position opened",0.0,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",未見明確 PEI thesis break，但證據未達加碼標準。,PEI：官方營收、毛利、估值或 thesis 證據轉弱需重估；APEX：warn 88.73；break 87.07。,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-29-inventory/companies/us-ABT/risk_plan.html
us,AXTI,AXT Inc,inventory_holding,Watch only,65.84,2026-06-29,0%; watch only until thesis and risk evidence improve,0.0,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",近期賣點、價格預警或 PEI 證據缺口仍在，盤前先以降風險優先。,PEI：官方營收、毛利、估值或 thesis 證據轉弱需重估；APEX：warn 77.91；break 67.01。,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-29-inventory/companies/us-AXTI/risk_plan.html
us,BRK.B,Berkshire Hathaway I,inventory_holding,Watch only,489.9,2026-06-29,0%; watch only until thesis and risk evidence improve,0.0,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",近期賣點、價格預警或 PEI 證據缺口仍在，盤前先以降風險優先。,PEI：官方營收、毛利、估值或 thesis 證據轉弱需重估；APEX：warn 485.77；break 484.51。,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-29-inventory/companies/us-BRK.B/risk_plan.html
us,CRCL,Circle Internet Group,inventory_holding,Not decision-ready,67.8,2026-06-29,0%; not decision-ready for model portfolio,0.0,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",PEI 仍為 Not decision-ready / exit 風控，題材與估值證據不足。,PEI：官方營收、毛利、估值或 thesis 證據轉弱需重估；APEX：warn 76.84；break 72。,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-29-inventory/companies/us-CRCL/risk_plan.html
us,DASH,DoorDash Inc,inventory_holding,Watch only,175.2,2026-06-29,0%; watch only until thesis and risk evidence improve,0.0,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",近期賣點、價格預警或 PEI 證據缺口仍在，盤前先以降風險優先。,PEI：官方營收、毛利、估值或 thesis 證據轉弱需重估；APEX：warn 164.43；break 151.95。,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-29-inventory/companies/us-DASH/risk_plan.html
us,DHR,Danaher Corp,inventory_holding,Watch only,191.01,2026-06-29,"0%; inventory-holding context only, no model position opened",0.0,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",未見明確 PEI thesis break，但證據未達加碼標準。,PEI：官方營收、毛利、估值或 thesis 證據轉弱需重估；APEX：warn 185.97；break 183.46。,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-29-inventory/companies/us-DHR/risk_plan.html
us,GLW,康寧公司,inventory_holding,Not decision-ready,220.5,2026-06-29,0%; watch only until thesis and risk evidence improve,0.0,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",近期賣點、價格預警或 PEI 證據缺口仍在，盤前先以降風險優先。,PEI：官方營收、毛利、估值或 thesis 證據轉弱需重估；APEX：warn 181.2；break 175.4。,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-29-inventory/companies/us-GLW/risk_plan.html
us,GOOGL,Alphabet 公司,inventory_holding,Not decision-ready,342.5,2026-06-29,0%; watch only until thesis and risk evidence improve,0.0,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",近期賣點、價格預警或 PEI 證據缺口仍在，盤前先以降風險優先。,PEI：官方營收、毛利、估值或 thesis 證據轉弱需重估；APEX：warn 358.67；break 352。,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-29-inventory/companies/us-GOOGL/risk_plan.html
us,IBM,國際商業機器公司,inventory_holding,Watch only,258.51,2026-06-29,0%; watch only until thesis and risk evidence improve,0.0,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",近期賣點、價格預警或 PEI 證據缺口仍在，盤前先以降風險優先。,PEI：官方營收、毛利、估值或 thesis 證據轉弱需重估；APEX：warn 262.96；break 243.68。,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-29-inventory/companies/us-IBM/risk_plan.html
us,MSFT,Microsoft Corp,inventory_holding,Not decision-ready,357.01,2026-06-29,0%; watch only until thesis and risk evidence improve,0.0,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",近期賣點、價格預警或 PEI 證據缺口仍在，盤前先以降風險優先。,PEI：官方營收、毛利、估值或 thesis 證據轉弱需重估；APEX：warn 373.28；break 372。,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-29-inventory/companies/us-MSFT/risk_plan.html
us,MU,Micron Technology,inventory_holding,Watch only,1137.0,2026-06-29,0%; watch only until thesis and risk evidence improve,0.0,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",近期賣點、價格預警或 PEI 證據缺口仍在，盤前先以降風險優先。,"PEI：官方營收、毛利、估值或 thesis 證據轉弱需重估；APEX：warn 1,056.86；break 1,016.79。",0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-29-inventory/companies/us-MU/risk_plan.html
us,NFLX,Netflix Inc,inventory_holding,Watch only,71.66,2026-06-29,0%; watch only until thesis and risk evidence improve,0.0,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",近期賣點、價格預警或 PEI 證據缺口仍在，盤前先以降風險優先。,PEI：官方營收、毛利、估值或 thesis 證據轉弱需重估；APEX：warn 77.38；break 76.12。,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-29-inventory/companies/us-NFLX/risk_plan.html
us,OKLO,Oklo Inc,inventory_holding,Watch only,49.72,2026-06-29,0%; watch only until thesis and risk evidence improve,0.0,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",近期賣點、價格預警或 PEI 證據缺口仍在，盤前先以降風險優先。,PEI：官方營收、毛利、估值或 thesis 證據轉弱需重估；APEX：warn 58.56；break 55。,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-29-inventory/companies/us-OKLO/risk_plan.html
us,ORCL,Oracle Corp,inventory_holding,Watch only,150.15,2026-06-29,0%; watch only until thesis and risk evidence improve,0.0,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",近期賣點、價格預警或 PEI 證據缺口仍在，盤前先以降風險優先。,PEI：官方營收、毛利、估值或 thesis 證據轉弱需重估；APEX：warn 144.14；break 138.14。,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-29-inventory/companies/us-ORCL/risk_plan.html
us,PLTR,Palantir,inventory_holding,Watch only,108.74,2026-06-29,0%; watch only until thesis and risk evidence improve,0.0,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",近期賣點、價格預警或 PEI 證據缺口仍在，盤前先以降風險優先。,PEI：官方營收、毛利、估值或 thesis 證據轉弱需重估；APEX：warn 125.01；break 120。,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-29-inventory/companies/us-PLTR/risk_plan.html
us,RKLB,Rocket Lab Corp,inventory_holding,Watch only,80.93,2026-06-29,0%; watch only until thesis and risk evidence improve,0.0,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",近期賣點、價格預警或 PEI 證據缺口仍在，盤前先以降風險優先。,PEI：官方營收、毛利、估值或 thesis 證據轉弱需重估；APEX：warn 100.96；break 99。,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-29-inventory/companies/us-RKLB/risk_plan.html
us,SATS,EchoStar Corp,inventory_holding,Watch only,103.92,2026-06-29,0%; watch only until thesis and risk evidence improve,0.0,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",近期賣點、價格預警或 PEI 證據缺口仍在，盤前先以降風險優先。,PEI：官方營收、毛利、估值或 thesis 證據轉弱需重估；APEX：warn 104.14；break 100。,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-29-inventory/companies/us-SATS/risk_plan.html
us,SOFI,SoFi Technologies Inc,inventory_holding,Watch only,17.12,2026-06-29,0%; watch only until thesis and risk evidence improve,0.0,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",近期賣點、價格預警或 PEI 證據缺口仍在，盤前先以降風險優先。,PEI：官方營收、毛利、估值或 thesis 證據轉弱需重估；APEX：warn 17.26；break 17.01。,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-29-inventory/companies/us-SOFI/risk_plan.html
us,SPCX,太空探索科技公司,inventory_holding,Not decision-ready,150.31,2026-06-29,0%; not decision-ready for model portfolio,0.0,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",PEI 仍為 Not decision-ready / exit 風控，題材與估值證據不足。,PEI：官方營收、毛利、估值或 thesis 證據轉弱需重估；APEX：warn 172.11；break 149.34。,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-29-inventory/companies/us-SPCX/risk_plan.html
us,TSLA,特斯拉 / Tesla,inventory_holding,Watch only,370.45,2026-06-29,0%; watch only until thesis and risk evidence improve,0.0,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",近期賣點、價格預警或 PEI 證據缺口仍在，盤前先以降風險優先。,PEI：官方營收、毛利、估值或 thesis 證據轉弱需重估；APEX：warn 384.7；break 380.66。,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-29-inventory/companies/us-TSLA/risk_plan.html
us,TSM,Taiwan Semiconductor,inventory_holding,Not decision-ready,424.29,2026-06-29,0%; watch only until thesis and risk evidence improve,0.0,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",近期賣點、價格預警或 PEI 證據缺口仍在，盤前先以降風險優先。,PEI：官方營收、毛利、估值或 thesis 證據轉弱需重估；APEX：warn 438.39；break 431.93。,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-29-inventory/companies/us-TSM/risk_plan.html
us,UBER,Uber Technologies,inventory_holding,Not decision-ready,72.45,2026-06-29,0%; watch only until thesis and risk evidence improve,0.0,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",近期賣點、價格預警或 PEI 證據缺口仍在，盤前先以降風險優先。,PEI：官方營收、毛利、估值或 thesis 證據轉弱需重估；APEX：warn 70.78；break 70.46。,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-29-inventory/companies/us-UBER/risk_plan.html
us,VST,Vistra Energy Corp,inventory_holding,Watch only,166.0,2026-06-29,0%; watch only until thesis and risk evidence improve,0.0,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",近期賣點、價格預警或 PEI 證據缺口仍在，盤前先以降風險優先。,PEI：官方營收、毛利、估值或 thesis 證據轉弱需重估；APEX：warn 160.03；break 155。,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-29-inventory/companies/us-VST/risk_plan.html
