market_key,symbol,company,category,recommendation_label,current_price,price_currency,price_as_of,research_status,valuation_status,risk_status,horizon_status,decision_ready,readiness_blockers,next_required_workflow,near_term_3m,base_12m,long_term_3y,key_missing_evidence,summary,tearsheet,initiation,risk_plan
tw,0052,富邦科技,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-0052/summary.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-0052/tearsheet.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-0052/initiation.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-0052/risk_plan.html
tw,1517,利奇,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-1517/summary.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-1517/tearsheet.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-1517/initiation.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-1517/risk_plan.html
tw,1541,錩泰,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-1541/summary.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-1541/tearsheet.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-1541/initiation.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-1541/risk_plan.html
tw,1615,大山,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-1615/summary.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-1615/tearsheet.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-1615/initiation.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-1615/risk_plan.html
tw,1623,大東電,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-1623/summary.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-1623/tearsheet.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-1623/initiation.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-1623/risk_plan.html
tw,1773,勝一,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-1773/summary.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-1773/tearsheet.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-1773/initiation.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-1773/risk_plan.html
tw,1903,士紙,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-1903/summary.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-1903/tearsheet.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-1903/initiation.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-1903/risk_plan.html
tw,1909,榮成,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-1909/summary.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-1909/tearsheet.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-1909/initiation.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-1909/risk_plan.html
tw,2049,上銀,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-2049/summary.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-2049/tearsheet.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-2049/initiation.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-2049/risk_plan.html
tw,2062,橋椿,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-2062/summary.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-2062/tearsheet.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-2062/initiation.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-2062/risk_plan.html
tw,2103,台橡,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-2103/summary.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-2103/tearsheet.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-2103/initiation.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-2103/risk_plan.html
tw,2109,華豐,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-2109/summary.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-2109/tearsheet.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-2109/initiation.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-2109/risk_plan.html
tw,2330,台積電,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-2330/summary.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-2330/tearsheet.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-2330/initiation.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-2330/risk_plan.html
tw,2340,台亞,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-2340/summary.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-2340/tearsheet.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-2340/initiation.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-2340/risk_plan.html
tw,2357,華碩,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-2357/summary.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-2357/tearsheet.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-2357/initiation.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-2357/risk_plan.html
tw,2406,國碩,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-2406/summary.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-2406/tearsheet.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-2406/initiation.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-2406/risk_plan.html
tw,2426,鼎元,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-2426/summary.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-2426/tearsheet.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-2426/initiation.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-2426/risk_plan.html
tw,2431,聯昌,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-2431/summary.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-2431/tearsheet.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-2431/initiation.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-2431/risk_plan.html
tw,2460,建通,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-2460/summary.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-2460/tearsheet.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-2460/initiation.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-2460/risk_plan.html
tw,2467,志聖,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-2467/summary.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-2467/tearsheet.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-2467/initiation.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-2467/risk_plan.html
tw,2705,六福,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-2705/summary.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-2705/tearsheet.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-2705/initiation.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-2705/risk_plan.html
tw,2880,華南金,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-2880/summary.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-2880/tearsheet.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-2880/initiation.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-2880/risk_plan.html
tw,2897,王道銀行,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-2897/summary.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-2897/tearsheet.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-2897/initiation.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-2897/risk_plan.html
tw,2904,匯僑,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-2904/summary.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-2904/tearsheet.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-2904/initiation.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-2904/risk_plan.html
tw,2912,統一超,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-2912/summary.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-2912/tearsheet.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-2912/initiation.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-2912/risk_plan.html
tw,3031,佰鴻,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-3031/summary.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-3031/tearsheet.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-3031/initiation.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-3031/risk_plan.html
tw,3040,遠見,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-3040/summary.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-3040/tearsheet.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-3040/initiation.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-3040/risk_plan.html
tw,3041,揚智,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-3041/summary.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-3041/tearsheet.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-3041/initiation.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-3041/risk_plan.html
tw,3047,訊舟,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-3047/summary.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-3047/tearsheet.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-3047/initiation.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-3047/risk_plan.html
tw,3257,虹冠電,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-3257/summary.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-3257/tearsheet.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-3257/initiation.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-3257/risk_plan.html
tw,3450,聯鈞,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-3450/summary.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-3450/tearsheet.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-3450/initiation.html,reports/public-equity-batch/2026-07-13-1250-tw-intraday-kline/companies/tw-3450/risk_plan.html
