market_key,symbol,company,category,recommendation_label,current_price,price_as_of,model_portfolio_size,risk_budget,downside_or_stop_distance,liquidity_cap,hedge_posture,add_rule,trim_rule,exit_rule,max_loss_posture,monitoring_cadence,risk_plan
tw,2408,南亞科,buy_now,Wait for trigger,443.5,2026-06-24,0% pre-trigger; reassess after trigger and evidence review,0.0075,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",Trim only if independent evidence confirms deterioration,Exit/watch-only if thesis evidence or price trigger fails,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-25/companies/tw-2408/risk_plan.html
tw,2454,聯發科,buy_now,Wait for trigger,4285.0,2026-06-24,0% pre-trigger; reassess after trigger and evidence review,0.0075,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",Trim only if independent evidence confirms deterioration,Exit/watch-only if thesis evidence or price trigger fails,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-25/companies/tw-2454/risk_plan.html
tw,3008,大立光,buy_now,Wait for trigger,4900.0,2026-06-24,0% pre-trigger; reassess after trigger and evidence review,0.0075,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",Trim only if independent evidence confirms deterioration,Exit/watch-only if thesis evidence or price trigger fails,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-25/companies/tw-3008/risk_plan.html
tw,3289,宜特,buy_now,Wait for trigger,169.5,2026-06-24,0% pre-trigger; reassess after trigger and evidence review,0.0075,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",Trim only if independent evidence confirms deterioration,Exit/watch-only if thesis evidence or price trigger fails,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-25/companies/tw-3289/risk_plan.html
tw,3443,創意電子,buy_now,Wait for trigger,4880.0,2026-06-24,0% pre-trigger; reassess after trigger and evidence review,0.0075,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",Trim only if independent evidence confirms deterioration,Exit/watch-only if thesis evidence or price trigger fails,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-25/companies/tw-3443/risk_plan.html
tw,3481,群創光電,buy_now,Not decision-ready,69.4000015258789,2026-06-24,0% pre-trigger; reassess after trigger and evidence review,0.0075,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",Trim only if independent evidence confirms deterioration,Exit/watch-only if thesis evidence or price trigger fails,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-25/companies/tw-3481/risk_plan.html
tw,3556,禾瑞亞,buy_now,Wait for trigger,72.5,2026-06-24,0% pre-trigger; reassess after trigger and evidence review,0.0075,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",Trim only if independent evidence confirms deterioration,Exit/watch-only if thesis evidence or price trigger fails,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-25/companies/tw-3556/risk_plan.html
tw,5285,界霖,buy_now,Not decision-ready,110.0,2026-06-24,0% pre-trigger; reassess after trigger and evidence review,0.0075,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",Trim only if independent evidence confirms deterioration,Exit/watch-only if thesis evidence or price trigger fails,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-25/companies/tw-5285/risk_plan.html
tw,5392,能率,buy_now,Wait for trigger,42.400001525878906,2026-06-24,0% pre-trigger; reassess after trigger and evidence review,0.0075,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",Trim only if independent evidence confirms deterioration,Exit/watch-only if thesis evidence or price trigger fails,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-25/companies/tw-5392/risk_plan.html
tw,6274,台燿,buy_now,Wait for trigger,1765.0,2026-06-24,0% pre-trigger; reassess after trigger and evidence review,0.0075,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",Trim only if independent evidence confirms deterioration,Exit/watch-only if thesis evidence or price trigger fails,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-25/companies/tw-6274/risk_plan.html
tw,8040,九暘,buy_now,Not decision-ready,125.0,2026-06-24,0% pre-trigger; reassess after trigger and evidence review,0.0075,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",Trim only if independent evidence confirms deterioration,Exit/watch-only if thesis evidence or price trigger fails,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-25/companies/tw-8040/risk_plan.html
tw,8046,南電,buy_now,Wait for trigger,955.0,2026-06-24,0% pre-trigger; reassess after trigger and evidence review,0.0075,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",Trim only if independent evidence confirms deterioration,Exit/watch-only if thesis evidence or price trigger fails,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-25/companies/tw-8046/risk_plan.html
tw,TSM,台積電,buy_now,Not decision-ready,440.8299865722656,2026-06-24,0% pre-trigger; reassess after trigger and evidence review,0.0075,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",Trim only if independent evidence confirms deterioration,Exit/watch-only if thesis evidence or price trigger fails,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-25/companies/tw-TSM/risk_plan.html
us,MSFT,微軟,buy_now,Not decision-ready,365.4599914550781,2026-06-24,0% pre-trigger; reassess after trigger and evidence review,0.0075,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",Trim only if independent evidence confirms deterioration,Exit/watch-only if thesis evidence or price trigger fails,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-25/companies/us-MSFT/risk_plan.html
us,MU,美光科技,buy_now,Not decision-ready,1048.510009765625,2026-06-24,0% pre-trigger; reassess after trigger and evidence review,0.0075,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",Trim only if independent evidence confirms deterioration,Exit/watch-only if thesis evidence or price trigger fails,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-25/companies/us-MU/risk_plan.html
us,ORCL,甲骨文,buy_now,Wait for trigger,157.52999877929688,2026-06-24,0% pre-trigger; reassess after trigger and evidence review,0.0075,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",Trim only if independent evidence confirms deterioration,Exit/watch-only if thesis evidence or price trigger fails,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-25/companies/us-ORCL/risk_plan.html
tw,000660,SK 海力士,wait_entry,Wait for trigger,2621000.0,2026-06-24,0% pre-trigger; reassess after trigger and evidence review,0.0,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",Trim only if independent evidence confirms deterioration,Exit/watch-only if thesis evidence or price trigger fails,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-25/companies/tw-000660/risk_plan.html
tw,005930,三星,wait_entry,Wait for trigger,340500.0,2026-06-24,0% pre-trigger; reassess after trigger and evidence review,0.0,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",Trim only if independent evidence confirms deterioration,Exit/watch-only if thesis evidence or price trigger fails,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-25/companies/tw-005930/risk_plan.html
tw,2313,華通,wait_entry,Wait for trigger,240.0,2026-06-24,0% pre-trigger; reassess after trigger and evidence review,0.0,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",Trim only if independent evidence confirms deterioration,Exit/watch-only if thesis evidence or price trigger fails,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-25/companies/tw-2313/risk_plan.html
tw,2351,順德,wait_entry,Wait for trigger,217.5,2026-06-24,0% pre-trigger; reassess after trigger and evidence review,0.0,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",Trim only if independent evidence confirms deterioration,Exit/watch-only if thesis evidence or price trigger fails,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-25/companies/tw-2351/risk_plan.html
tw,2485,兆赫,wait_entry,Wait for trigger,58.79999923706055,2026-06-24,0% pre-trigger; reassess after trigger and evidence review,0.0,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",Trim only if independent evidence confirms deterioration,Exit/watch-only if thesis evidence or price trigger fails,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-25/companies/tw-2485/risk_plan.html
tw,3374,精材,wait_entry,Wait for trigger,312.0,2026-06-24,0% pre-trigger; reassess after trigger and evidence review,0.0,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",Trim only if independent evidence confirms deterioration,Exit/watch-only if thesis evidence or price trigger fails,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-25/companies/tw-3374/risk_plan.html
tw,3479,安勤,wait_entry,Wait for trigger,135.5,2026-06-24,0% pre-trigger; reassess after trigger and evidence review,0.0,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",Trim only if independent evidence confirms deterioration,Exit/watch-only if thesis evidence or price trigger fails,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-25/companies/tw-3479/risk_plan.html
tw,6213,聯茂,wait_entry,Wait for trigger,309.0,2026-06-24,0% pre-trigger; reassess after trigger and evidence review,0.0,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",Trim only if independent evidence confirms deterioration,Exit/watch-only if thesis evidence or price trigger fails,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-25/companies/tw-6213/risk_plan.html
tw,6285,啟碁,wait_entry,Wait for trigger,255.0,2026-06-24,0% pre-trigger; reassess after trigger and evidence review,0.0,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",Trim only if independent evidence confirms deterioration,Exit/watch-only if thesis evidence or price trigger fails,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-25/companies/tw-6285/risk_plan.html
us,AAL,美航,wait_entry,Wait for trigger,17.440000534057617,2026-06-24,0% pre-trigger; reassess after trigger and evidence review,0.0,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",Trim only if independent evidence confirms deterioration,Exit/watch-only if thesis evidence or price trigger fails,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-25/companies/us-AAL/risk_plan.html
us,ALK,阿拉斯加航空,wait_entry,Wait for trigger,51.560001373291016,2026-06-24,0% pre-trigger; reassess after trigger and evidence review,0.0,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",Trim only if independent evidence confirms deterioration,Exit/watch-only if thesis evidence or price trigger fails,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-25/companies/us-ALK/risk_plan.html
us,AMD,超微半導體,wait_entry,Wait for trigger,519.739990234375,2026-06-24,0% pre-trigger; reassess after trigger and evidence review,0.0,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",Trim only if independent evidence confirms deterioration,Exit/watch-only if thesis evidence or price trigger fails,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-25/companies/us-AMD/risk_plan.html
us,AVGO,博通,wait_entry,Wait for trigger,382.07000732421875,2026-06-24,0% pre-trigger; reassess after trigger and evidence review,0.0,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",Trim only if independent evidence confirms deterioration,Exit/watch-only if thesis evidence or price trigger fails,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-25/companies/us-AVGO/risk_plan.html
us,BTC,比特幣,wait_entry,Wait for trigger,26.469999313354492,2026-06-24,0% pre-trigger; reassess after trigger and evidence review,0.0,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",Trim only if independent evidence confirms deterioration,Exit/watch-only if thesis evidence or price trigger fails,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-25/companies/us-BTC/risk_plan.html
us,CBRS,Cerebras,wait_entry,Wait for trigger,182.25999450683594,2026-06-24,0% pre-trigger; reassess after trigger and evidence review,0.0,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",Trim only if independent evidence confirms deterioration,Exit/watch-only if thesis evidence or price trigger fails,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-25/companies/us-CBRS/risk_plan.html
us,DAL,達美航空,wait_entry,Wait for trigger,90.6500015258789,2026-06-24,0% pre-trigger; reassess after trigger and evidence review,0.0,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",Trim only if independent evidence confirms deterioration,Exit/watch-only if thesis evidence or price trigger fails,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-25/companies/us-DAL/risk_plan.html
us,LITETF,LIT 鋰電池與太陽能 ETF,wait_entry,Wait for trigger,78.91000366210938,2026-06-24,0% pre-trigger; reassess after trigger and evidence review,0.0,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",Trim only if independent evidence confirms deterioration,Exit/watch-only if thesis evidence or price trigger fails,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-25/companies/us-LITETF/risk_plan.html
us,NFLX,網飛,wait_entry,Wait for trigger,71.83999633789062,2026-06-24,0% pre-trigger; reassess after trigger and evidence review,0.0,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",Trim only if independent evidence confirms deterioration,Exit/watch-only if thesis evidence or price trigger fails,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-25/companies/us-NFLX/risk_plan.html
us,RCL,皇家加勒比,wait_entry,Wait for trigger,320.95001220703125,2026-06-24,0% pre-trigger; reassess after trigger and evidence review,0.0,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",Trim only if independent evidence confirms deterioration,Exit/watch-only if thesis evidence or price trigger fails,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-25/companies/us-RCL/risk_plan.html
us,UAL,美聯航,wait_entry,Wait for trigger,130.5399932861328,2026-06-24,0% pre-trigger; reassess after trigger and evidence review,0.0,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",Trim only if independent evidence confirms deterioration,Exit/watch-only if thesis evidence or price trigger fails,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-06-25/companies/us-UAL/risk_plan.html
