market_key,symbol,company,category,recommendation_label,current_price,price_as_of,model_portfolio_size,risk_budget,downside_or_stop_distance,liquidity_cap,hedge_posture,add_rule,trim_rule,exit_rule,max_loss_posture,monitoring_cadence,risk_plan
tw,6770,力積電,inventory_holding,Wait for trigger,70.0,2026-08-28,0% pre-trigger; reassess after trigger and evidence review,0.0,20d_low distance 23%; 20D low 53.9 (input only; PM must verify),"20D avg trade value 16,389,191,312.25; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",漲幅大且 20K 破位，低權重維持觀察,正常化 EPS、稼動率、毛利、FCF 與稀釋改善，且站回 77.71 後重評,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-08-31-inventory/companies/tw-6770/risk_plan.html
us,AAPL,Apple Inc,inventory_holding,Watch only,319.7,2026-08-28T20:00:01Z,"0%; inventory-holding context only, no model position opened",0.0,20d_low distance 5.98%; 20D low 300.57 (input only; PM must verify),"20D avg trade value 13,330,323,277.4; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",趨勢修復且低權重可保留，估值限制新增曝險,iPhone、服務毛利、正常化總毛利或 FCF 惡化，或跌破 290.13 時重評,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-08-31-inventory/companies/us-AAPL/risk_plan.html
us,CRCL,Circle Internet Group,inventory_holding,Wait for trigger,87.14,2026-08-28T20:00:02Z,0% pre-trigger; reassess after trigger and evidence review,0.0,20d_low distance 33.62%; 20D low 57.84 (input only; PM must verify),"20D avg trade value 1,138,187,036.95; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",高波動、觀察評級與利率敏感限制新增風險,USDC 流通、RLDC margin、非儲備收入與稀釋改善，且站回 91.43 後重評,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-08-31-inventory/companies/us-CRCL/risk_plan.html
us,GOOGL,Alphabet 公司,inventory_holding,Watch only,346.59,2026-08-28T20:00:01Z,"0%; inventory-holding context only, no model position opened",0.0,20d_low distance 2.33%; 20D low 338.52 (input only; PM must verify),"20D avg trade value 8,599,844,080.45; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",正式評級支持保留，高權重與臨界價格限制加碼,Search、Cloud、CapEx 與正常化 FCF 惡化，或跌破 346.03 時重評,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-08-31-inventory/companies/us-GOOGL/risk_plan.html
us,IBM,國際商業機器公司,inventory_holding,Watch only,235.59,2026-08-28T20:00:02Z,"0%; inventory-holding context only, no model position opened",0.0,20d_low distance 5.22%; 20D low 223.3 (input only; PM must verify),"20D avg trade value 1,232,735,149.25; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",低權重可保留，訊號反覆不支持加碼,軟體成長、RPO、FCF 或淨債務惡化，或跌破 217.62 時重評,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-08-31-inventory/companies/us-IBM/risk_plan.html
us,LVS,Las Vegas Sands Corp,inventory_holding,Watch only,45.04,2026-08-28T20:00:02Z,"0%; inventory-holding context only, no model position opened",0.0,20d_low distance 2.49%; 20D low 43.92 (input only; PM must verify),"20D avg trade value 212,159,092.4; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",低權重可保留，但技術偏空禁止加碼,澳門 GGR、MBS EBITDA、CapEx 或淨債務惡化，或跌破 44.15 時重評,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-08-31-inventory/companies/us-LVS/risk_plan.html
us,MRVL,Marvell Technology Inc,inventory_holding,Watch only,216.62,2026-08-28T20:00:01Z,0%; watch only until thesis and risk evidence improve,0.0,20d_low distance 18.03%; 20D low 177.57 (input only; PM must verify),"20D avg trade value 5,597,114,723.55; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",急跌、雙賣點與 20K 破位構成技術否決，先降低風險,資料中心收入、毛利、FCF 與賣點修復且站回 241.87 後重評,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-08-31-inventory/companies/us-MRVL/risk_plan.html
us,MU,Micron Technology,inventory_holding,Watch only,932.86,2026-08-28T20:00:01Z,"0%; inventory-holding context only, no model position opened",0.0,20d_low distance 17.45%; 20D low 770.1 (input only; PM must verify),"20D avg trade value 27,873,775,647.6; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",基本面支持保留，高權重與臨界價格禁止加碼,ASP、HBM4、毛利、庫存與 CapEx 惡化，或跌破 932.52 時重評,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-08-31-inventory/companies/us-MU/risk_plan.html
us,NFLX,Netflix Inc,inventory_holding,Watch only,81.72,2026-08-28T20:00:00Z,"0%; inventory-holding context only, no model position opened",0.0,not independently verified in inventory-scope batch,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",趨勢偏多，但近 10% 權重與本機 K 線缺口限制加碼,收入、營益率、FCF、觀看時數或廣告惡化，或跌破 74.21 時重評,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-08-31-inventory/companies/us-NFLX/risk_plan.html
us,SOFI,SoFi Technologies Inc,inventory_holding,Watch only,18.06,2026-08-28T20:00:00Z,"0%; inventory-holding context only, no model position opened",0.0,20d_low distance 8.91%; 20D low 16.45 (input only; PM must verify),"20D avg trade value 877,053,760.25; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",正式評級偏正面，但雙賣點與深度虧損否決加碼,NIM、charge-off、Tech Platform、ROE 與稀釋改善；跌破 17.54 時重評,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-08-31-inventory/companies/us-SOFI/risk_plan.html
us,SPCX,太空探索科技公司,inventory_holding,Not decision-ready,141.5,2026-08-28T20:00:00Z,0%; not decision-ready for model portfolio,0.0,20d_low distance 25.92%; 20D low 104.83 (input only; PM must verify),"20D avg trade value 15,479,379,192.3; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",不可驗證與高權重流動性風險優先處理,只有上市身分、可驗證財報、估值、日 K 與流動性完整後才重評,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-08-31-inventory/companies/us-SPCX/risk_plan.html
us,TSLA,特斯拉 / Tesla,inventory_holding,Watch only,348.75,2026-08-28T20:00:00Z,0%; watch only until thesis and risk evidence improve,0.0,20d_low distance 10.99%; 20D low 310.43 (input only; PM must verify),"20D avg trade value 11,284,005,864.25; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",正式評級與最大美股權重共同支持降低集中,汽車毛利、FCF、交付與受監管 Robotaxi 付費 KPI 改善後重評；跌破 329.85 提高警戒,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-08-31-inventory/companies/us-TSLA/risk_plan.html
us,TSM,Taiwan Semiconductor,inventory_holding,Watch only,417.52,2026-08-28T20:00:02Z,"0%; inventory-holding context only, no model position opened",0.0,20d_low distance 4.63%; 20D low 398.2 (input only; PM must verify),"20D avg trade value 4,245,239,642.4; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",基本面支持保留，重複曝險與雙賣點限制加碼,N2、毛利、HPC、CapEx 轉 FCF 或技術結構惡化，或跌破 392.44 時重評,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-08-31-inventory/companies/us-TSM/risk_plan.html
us,TXN,德州儀器,inventory_holding,Watch only,258.64,2026-08-28T20:00:00Z,"0%; inventory-holding context only, no model position opened",0.0,20d_low distance 1.34%; 20D low 255.18 (input only; PM must verify),"20D avg trade value 1,597,139,850.15; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",基本面支持保留，但技術明確偏空，禁止加碼,工業車用需求、庫存、FCF、12吋廠利用率或併購惡化時下調；站回 275.14 才解除警戒,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-08-31-inventory/companies/us-TXN/risk_plan.html
us,UMC,United Microelectronics,inventory_holding,Watch only,19.79,2026-08-28T20:00:02Z,"0%; inventory-holding context only, no model position opened",0.0,20d_low distance 11.62%; 20D low 17.49 (input only; PM must verify),"20D avg trade value 221,466,583.4; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",爆量且訊號反覆，續抱但不追高,稼動率、22/28nm 組合、ASP、毛利與 FCF 改善，且站回 19.81 後重評,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-08-31-inventory/companies/us-UMC/risk_plan.html
us,WDC,威騰電子,inventory_holding,Watch only,459.45,2026-08-28T20:00:00Z,"0%; inventory-holding context only, no model position opened",0.0,20d_low distance 11.31%; 20D low 407.48 (input only; PM must verify),"20D avg trade value 3,734,520,273.85; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, price context, liquidity, and risk/reward",買點未扭轉 20K 破位，續抱但不追反彈,Cloud exabytes／ASP、毛利、庫存與 FCF 改善，且站回 536.43 後重評,0 units at risk because inventory-scope model size is 0%,Daily price and weekly fundamentals while held in inventory watch universe,reports/public-equity-batch/2026-08-31-inventory/companies/us-WDC/risk_plan.html
