symbol,company,result_status,handoff_statuses,required_objects,next_workflows,packet_json,expected_result_path,template_md,validate_results_report_json
1605,華新,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""input_ready"", ""valuation"": ""input_ready"", ""risk"": ""input_ready""}",research_underwrite; investment_horizon; valuation; risk_assessment,company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/input_packets/tw-1605.packet.json,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/tw-1605.result.json,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/result_templates/tw-1605.result.template.md,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/validate_results_report.json
1608,華榮,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""input_ready"", ""valuation"": ""input_ready"", ""risk"": ""input_ready""}",research_underwrite; investment_horizon; valuation; risk_assessment,company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/input_packets/tw-1608.packet.json,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/tw-1608.result.json,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/result_templates/tw-1608.result.template.md,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/validate_results_report.json
1773,勝一,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""input_ready"", ""valuation"": ""input_ready"", ""risk"": ""input_ready""}",research_underwrite; investment_horizon; valuation; risk_assessment,company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/input_packets/tw-1773.packet.json,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/tw-1773.result.json,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/result_templates/tw-1773.result.template.md,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/validate_results_report.json
1795,美時,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""input_ready"", ""valuation"": ""input_ready"", ""risk"": ""input_ready""}",research_underwrite; investment_horizon; valuation; risk_assessment,company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/input_packets/tw-1795.packet.json,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/tw-1795.result.json,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/result_templates/tw-1795.result.template.md,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/validate_results_report.json
2009,第一銅,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""input_ready"", ""valuation"": ""input_ready"", ""risk"": ""input_ready""}",research_underwrite; investment_horizon; valuation; risk_assessment,company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/input_packets/tw-2009.packet.json,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/tw-2009.result.json,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/result_templates/tw-2009.result.template.md,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/validate_results_report.json
2014,中鴻,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""input_ready"", ""valuation"": ""input_ready"", ""risk"": ""input_ready""}",research_underwrite; investment_horizon; valuation; risk_assessment,company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/input_packets/tw-2014.packet.json,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/tw-2014.result.json,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/result_templates/tw-2014.result.template.md,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/validate_results_report.json
2308,台達電,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""input_ready"", ""valuation"": ""input_ready"", ""risk"": ""input_ready""}",research_underwrite; investment_horizon; valuation; risk_assessment,company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/input_packets/tw-2308.packet.json,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/tw-2308.result.json,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/result_templates/tw-2308.result.template.md,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/validate_results_report.json
2348,海悅,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""input_ready"", ""valuation"": ""input_ready"", ""risk"": ""input_ready""}",research_underwrite; investment_horizon; valuation; risk_assessment,company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/input_packets/tw-2348.packet.json,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/tw-2348.result.json,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/result_templates/tw-2348.result.template.md,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/validate_results_report.json
2353,宏碁,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""input_ready"", ""valuation"": ""input_ready"", ""risk"": ""input_ready""}",research_underwrite; investment_horizon; valuation; risk_assessment,company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/input_packets/tw-2353.packet.json,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/tw-2353.result.json,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/result_templates/tw-2353.result.template.md,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/validate_results_report.json
2371,大同,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""input_ready"", ""valuation"": ""input_ready"", ""risk"": ""input_ready""}",research_underwrite; investment_horizon; valuation; risk_assessment,company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/input_packets/tw-2371.packet.json,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/tw-2371.result.json,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/result_templates/tw-2371.result.template.md,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/validate_results_report.json
2392,正崴,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""input_ready"", ""valuation"": ""input_ready"", ""risk"": ""input_ready""}",research_underwrite; investment_horizon; valuation; risk_assessment,company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/input_packets/tw-2392.packet.json,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/tw-2392.result.json,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/result_templates/tw-2392.result.template.md,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/validate_results_report.json
2393,億光,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""input_ready"", ""valuation"": ""input_ready"", ""risk"": ""input_ready""}",research_underwrite; investment_horizon; valuation; risk_assessment,company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/input_packets/tw-2393.packet.json,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/tw-2393.result.json,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/result_templates/tw-2393.result.template.md,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/validate_results_report.json
2419,仲琦,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""input_ready"", ""valuation"": ""input_ready"", ""risk"": ""input_ready""}",research_underwrite; investment_horizon; valuation; risk_assessment,company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/input_packets/tw-2419.packet.json,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/tw-2419.result.json,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/result_templates/tw-2419.result.template.md,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/validate_results_report.json
2428,興勤,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""input_ready"", ""valuation"": ""input_ready"", ""risk"": ""input_ready""}",research_underwrite; investment_horizon; valuation; risk_assessment,company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/input_packets/tw-2428.packet.json,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/tw-2428.result.json,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/result_templates/tw-2428.result.template.md,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/validate_results_report.json
2429,銘旺科,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""input_ready"", ""valuation"": ""input_ready"", ""risk"": ""input_ready""}",research_underwrite; investment_horizon; valuation; risk_assessment,company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/input_packets/tw-2429.packet.json,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/tw-2429.result.json,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/result_templates/tw-2429.result.template.md,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/validate_results_report.json
2439,美律,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""input_ready"", ""valuation"": ""input_ready"", ""risk"": ""input_ready""}",research_underwrite; investment_horizon; valuation; risk_assessment,company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/input_packets/tw-2439.packet.json,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/tw-2439.result.json,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/result_templates/tw-2439.result.template.md,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/validate_results_report.json
2455,全新,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""input_ready"", ""valuation"": ""input_ready"", ""risk"": ""input_ready""}",research_underwrite; investment_horizon; valuation; risk_assessment,company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/input_packets/tw-2455.packet.json,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/tw-2455.result.json,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/result_templates/tw-2455.result.template.md,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/validate_results_report.json
2474,可成,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""input_ready"", ""valuation"": ""input_ready"", ""risk"": ""input_ready""}",research_underwrite; investment_horizon; valuation; risk_assessment,company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/input_packets/tw-2474.packet.json,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/tw-2474.result.json,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/result_templates/tw-2474.result.template.md,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/validate_results_report.json
2498,宏達電,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""input_ready"", ""valuation"": ""input_ready"", ""risk"": ""input_ready""}",research_underwrite; investment_horizon; valuation; risk_assessment,company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/input_packets/tw-2498.packet.json,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/tw-2498.result.json,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/result_templates/tw-2498.result.template.md,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/validate_results_report.json
2542,興富發,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""input_ready"", ""valuation"": ""input_ready"", ""risk"": ""input_ready""}",research_underwrite; investment_horizon; valuation; risk_assessment,company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/input_packets/tw-2542.packet.json,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/tw-2542.result.json,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/result_templates/tw-2542.result.template.md,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/validate_results_report.json
2609,陽明,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""input_ready"", ""valuation"": ""input_ready"", ""risk"": ""input_ready""}",research_underwrite; investment_horizon; valuation; risk_assessment,company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/input_packets/tw-2609.packet.json,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/tw-2609.result.json,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/result_templates/tw-2609.result.template.md,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/validate_results_report.json
2637,慧洋-KY,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""input_ready"", ""valuation"": ""input_ready"", ""risk"": ""input_ready""}",research_underwrite; investment_horizon; valuation; risk_assessment,company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/input_packets/tw-2637.packet.json,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/tw-2637.result.json,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/result_templates/tw-2637.result.template.md,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/validate_results_report.json
2889,國票金,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""input_ready"", ""valuation"": ""input_ready"", ""risk"": ""input_ready""}",research_underwrite; investment_horizon; valuation; risk_assessment,company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/input_packets/tw-2889.packet.json,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/tw-2889.result.json,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/result_templates/tw-2889.result.template.md,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/validate_results_report.json
3013,晟銘電,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""input_ready"", ""valuation"": ""input_ready"", ""risk"": ""input_ready""}",research_underwrite; investment_horizon; valuation; risk_assessment,company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/input_packets/tw-3013.packet.json,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/tw-3013.result.json,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/result_templates/tw-3013.result.template.md,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/validate_results_report.json
3209,全科,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""input_ready"", ""valuation"": ""input_ready"", ""risk"": ""input_ready""}",research_underwrite; investment_horizon; valuation; risk_assessment,company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/input_packets/tw-3209.packet.json,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/tw-3209.result.json,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/result_templates/tw-3209.result.template.md,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/validate_results_report.json
3376,新日興,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""input_ready"", ""valuation"": ""input_ready"", ""risk"": ""input_ready""}",research_underwrite; investment_horizon; valuation; risk_assessment,company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/input_packets/tw-3376.packet.json,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/tw-3376.result.json,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/result_templates/tw-3376.result.template.md,reports/public-equity-batch/2026-07-03-tw-kline/specialist_workorders/validate_results_report.json
