market_key,symbol,company,category,recommendation_label,current_price,price_currency,price_as_of,research_status,valuation_status,key_missing_evidence,tearsheet,initiation,risk_plan
tw,2302,麗正,wait_entry,Wait for trigger,45.45,TWD,2026-06-23 00:00:00+08:00,complete,not_run,最新申報財務與現金流資料尚未完整匯入; 資本結構、流動性與成交量資料尚未由公開文件完整驗證; 管理層指引、市場共識與技術觸發條件尚未完成交叉驗證; 本流程未執行估值模型，需另以公開資料補證據,reports/public-equity-batch/2026-06-23/companies/tw-2302/tearsheet.html,reports/public-equity-batch/2026-06-23/companies/tw-2302/initiation.html,reports/public-equity-batch/2026-06-23/companies/tw-2302/risk_plan.html
tw,2313,華通,wait_entry,Wait for trigger,243.0,TWD,2026-06-23 00:00:00+08:00,complete,not_run,最新申報財務與現金流資料尚未完整匯入; 資本結構、流動性與成交量資料尚未由公開文件完整驗證; 管理層指引、市場共識與技術觸發條件尚未完成交叉驗證; 本流程未執行估值模型，需另以公開資料補證據,reports/public-equity-batch/2026-06-23/companies/tw-2313/tearsheet.html,reports/public-equity-batch/2026-06-23/companies/tw-2313/initiation.html,reports/public-equity-batch/2026-06-23/companies/tw-2313/risk_plan.html
tw,2342,茂矽,wait_entry,Wait for trigger,57.0,TWD,2026-06-23 00:00:00+08:00,complete,not_run,最新申報財務與現金流資料尚未完整匯入; 資本結構、流動性與成交量資料尚未由公開文件完整驗證; 管理層指引、市場共識與技術觸發條件尚未完成交叉驗證; 本流程未執行估值模型，需另以公開資料補證據,reports/public-equity-batch/2026-06-23/companies/tw-2342/tearsheet.html,reports/public-equity-batch/2026-06-23/companies/tw-2342/initiation.html,reports/public-equity-batch/2026-06-23/companies/tw-2342/risk_plan.html
tw,2344,華邦電,wait_entry,Wait for trigger,211.5,TWD,2026-06-23 00:00:00+08:00,complete,not_run,最新申報財務與現金流資料尚未完整匯入; 資本結構、流動性與成交量資料尚未由公開文件完整驗證; 管理層指引、市場共識與技術觸發條件尚未完成交叉驗證; 本流程未執行估值模型，需另以公開資料補證據,reports/public-equity-batch/2026-06-23/companies/tw-2344/tearsheet.html,reports/public-equity-batch/2026-06-23/companies/tw-2344/initiation.html,reports/public-equity-batch/2026-06-23/companies/tw-2344/risk_plan.html
tw,2351,順德,wait_entry,Wait for trigger,195.5,TWD,2026-06-23 00:00:00+08:00,complete,not_run,最新申報財務與現金流資料尚未完整匯入; 資本結構、流動性與成交量資料尚未由公開文件完整驗證; 管理層指引、市場共識與技術觸發條件尚未完成交叉驗證; 本流程未執行估值模型，需另以公開資料補證據,reports/public-equity-batch/2026-06-23/companies/tw-2351/tearsheet.html,reports/public-equity-batch/2026-06-23/companies/tw-2351/initiation.html,reports/public-equity-batch/2026-06-23/companies/tw-2351/risk_plan.html
tw,2375,凱美,wait_entry,Wait for trigger,200.5,TWD,2026-06-23 00:00:00+08:00,complete,not_run,最新申報財務與現金流資料尚未完整匯入; 資本結構、流動性與成交量資料尚未由公開文件完整驗證; 管理層指引、市場共識與技術觸發條件尚未完成交叉驗證; 本流程未執行估值模型，需另以公開資料補證據,reports/public-equity-batch/2026-06-23/companies/tw-2375/tearsheet.html,reports/public-equity-batch/2026-06-23/companies/tw-2375/initiation.html,reports/public-equity-batch/2026-06-23/companies/tw-2375/risk_plan.html
tw,2408,南亞科,wait_entry,Wait for trigger,454.5,TWD,2026-06-23 00:00:00+08:00,complete,not_run,最新申報財務與現金流資料尚未完整匯入; 資本結構、流動性與成交量資料尚未由公開文件完整驗證; 管理層指引、市場共識與技術觸發條件尚未完成交叉驗證; 本流程未執行估值模型，需另以公開資料補證據,reports/public-equity-batch/2026-06-23/companies/tw-2408/tearsheet.html,reports/public-equity-batch/2026-06-23/companies/tw-2408/initiation.html,reports/public-equity-batch/2026-06-23/companies/tw-2408/risk_plan.html
tw,2449,京元電,wait_entry,Wait for trigger,329.5,TWD,2026-06-23 00:00:00+08:00,complete,not_run,最新申報財務與現金流資料尚未完整匯入; 資本結構、流動性與成交量資料尚未由公開文件完整驗證; 管理層指引、市場共識與技術觸發條件尚未完成交叉驗證; 本流程未執行估值模型，需另以公開資料補證據,reports/public-equity-batch/2026-06-23/companies/tw-2449/tearsheet.html,reports/public-equity-batch/2026-06-23/companies/tw-2449/initiation.html,reports/public-equity-batch/2026-06-23/companies/tw-2449/risk_plan.html
tw,2481,強茂,wait_entry,Wait for trigger,193.5,TWD,2026-06-23 00:00:00+08:00,complete,not_run,最新申報財務與現金流資料尚未完整匯入; 資本結構、流動性與成交量資料尚未由公開文件完整驗證; 管理層指引、市場共識與技術觸發條件尚未完成交叉驗證; 本流程未執行估值模型，需另以公開資料補證據,reports/public-equity-batch/2026-06-23/companies/tw-2481/tearsheet.html,reports/public-equity-batch/2026-06-23/companies/tw-2481/initiation.html,reports/public-equity-batch/2026-06-23/companies/tw-2481/risk_plan.html
tw,2492,華新科,wait_entry,Wait for trigger,577.0,TWD,2026-06-23 00:00:00+08:00,complete,not_run,最新申報財務與現金流資料尚未完整匯入; 資本結構、流動性與成交量資料尚未由公開文件完整驗證; 管理層指引、市場共識與技術觸發條件尚未完成交叉驗證; 本流程未執行估值模型，需另以公開資料補證據,reports/public-equity-batch/2026-06-23/companies/tw-2492/tearsheet.html,reports/public-equity-batch/2026-06-23/companies/tw-2492/initiation.html,reports/public-equity-batch/2026-06-23/companies/tw-2492/risk_plan.html
tw,3016,嘉晶,wait_entry,Wait for trigger,152.5,TWD,2026-06-23 00:00:00+08:00,complete,not_run,最新申報財務與現金流資料尚未完整匯入; 資本結構、流動性與成交量資料尚未由公開文件完整驗證; 管理層指引、市場共識與技術觸發條件尚未完成交叉驗證; 本流程未執行估值模型，需另以公開資料補證據,reports/public-equity-batch/2026-06-23/companies/tw-3016/tearsheet.html,reports/public-equity-batch/2026-06-23/companies/tw-3016/initiation.html,reports/public-equity-batch/2026-06-23/companies/tw-3016/risk_plan.html
tw,3026,禾伸堂,wait_entry,Wait for trigger,808.0,TWD,2026-06-23 00:00:00+08:00,complete,not_run,最新申報財務與現金流資料尚未完整匯入; 資本結構、流動性與成交量資料尚未由公開文件完整驗證; 管理層指引、市場共識與技術觸發條件尚未完成交叉驗證; 本流程未執行估值模型，需另以公開資料補證據,reports/public-equity-batch/2026-06-23/companies/tw-3026/tearsheet.html,reports/public-equity-batch/2026-06-23/companies/tw-3026/initiation.html,reports/public-equity-batch/2026-06-23/companies/tw-3026/risk_plan.html
tw,3034,聯詠,wait_entry,Wait for trigger,544.0,TWD,2026-06-23 00:00:00+08:00,complete,not_run,最新申報財務與現金流資料尚未完整匯入; 資本結構、流動性與成交量資料尚未由公開文件完整驗證; 管理層指引、市場共識與技術觸發條件尚未完成交叉驗證; 本流程未執行估值模型，需另以公開資料補證據,reports/public-equity-batch/2026-06-23/companies/tw-3034/tearsheet.html,reports/public-equity-batch/2026-06-23/companies/tw-3034/initiation.html,reports/public-equity-batch/2026-06-23/companies/tw-3034/risk_plan.html
tw,3090,日電貿,wait_entry,Wait for trigger,302.5,TWD,2026-06-23 00:00:00+08:00,complete,not_run,最新申報財務與現金流資料尚未完整匯入; 資本結構、流動性與成交量資料尚未由公開文件完整驗證; 管理層指引、市場共識與技術觸發條件尚未完成交叉驗證; 本流程未執行估值模型，需另以公開資料補證據,reports/public-equity-batch/2026-06-23/companies/tw-3090/tearsheet.html,reports/public-equity-batch/2026-06-23/companies/tw-3090/initiation.html,reports/public-equity-batch/2026-06-23/companies/tw-3090/risk_plan.html
tw,3149,正達,wait_entry,Wait for trigger,94.1,TWD,2026-06-23 00:00:00+08:00,complete,not_run,最新申報財務與現金流資料尚未完整匯入; 資本結構、流動性與成交量資料尚未由公開文件完整驗證; 管理層指引、市場共識與技術觸發條件尚未完成交叉驗證; 本流程未執行估值模型，需另以公開資料補證據,reports/public-equity-batch/2026-06-23/companies/tw-3149/tearsheet.html,reports/public-equity-batch/2026-06-23/companies/tw-3149/initiation.html,reports/public-equity-batch/2026-06-23/companies/tw-3149/risk_plan.html
tw,3257,虹冠電,wait_entry,Wait for trigger,73.9,TWD,2026-06-23 00:00:00+08:00,complete,not_run,最新申報財務與現金流資料尚未完整匯入; 資本結構、流動性與成交量資料尚未由公開文件完整驗證; 管理層指引、市場共識與技術觸發條件尚未完成交叉驗證; 本流程未執行估值模型，需另以公開資料補證據,reports/public-equity-batch/2026-06-23/companies/tw-3257/tearsheet.html,reports/public-equity-batch/2026-06-23/companies/tw-3257/initiation.html,reports/public-equity-batch/2026-06-23/companies/tw-3257/risk_plan.html
tw,3338,泰碩,wait_entry,Wait for trigger,74.7,TWD,2026-06-23 00:00:00+08:00,complete,not_run,最新申報財務與現金流資料尚未完整匯入; 資本結構、流動性與成交量資料尚未由公開文件完整驗證; 管理層指引、市場共識與技術觸發條件尚未完成交叉驗證; 本流程未執行估值模型，需另以公開資料補證據,reports/public-equity-batch/2026-06-23/companies/tw-3338/tearsheet.html,reports/public-equity-batch/2026-06-23/companies/tw-3338/initiation.html,reports/public-equity-batch/2026-06-23/companies/tw-3338/risk_plan.html
tw,3362,先進光,wait_entry,Wait for trigger,186.0,TWD,2026-06-23 00:00:00+08:00,complete,not_run,最新申報財務與現金流資料尚未完整匯入; 資本結構、流動性與成交量資料尚未由公開文件完整驗證; 管理層指引、市場共識與技術觸發條件尚未完成交叉驗證; 本流程未執行估值模型，需另以公開資料補證據,reports/public-equity-batch/2026-06-23/companies/tw-3362/tearsheet.html,reports/public-equity-batch/2026-06-23/companies/tw-3362/initiation.html,reports/public-equity-batch/2026-06-23/companies/tw-3362/risk_plan.html
tw,3374,精材,wait_entry,Wait for trigger,303.5,TWD,2026-06-23 00:00:00+08:00,complete,not_run,最新申報財務與現金流資料尚未完整匯入; 資本結構、流動性與成交量資料尚未由公開文件完整驗證; 管理層指引、市場共識與技術觸發條件尚未完成交叉驗證; 本流程未執行估值模型，需另以公開資料補證據,reports/public-equity-batch/2026-06-23/companies/tw-3374/tearsheet.html,reports/public-equity-batch/2026-06-23/companies/tw-3374/initiation.html,reports/public-equity-batch/2026-06-23/companies/tw-3374/risk_plan.html
tw,3537,堡達,wait_entry,Wait for trigger,81.2,TWD,2026-06-23 00:00:00+08:00,complete,not_run,最新申報財務與現金流資料尚未完整匯入; 資本結構、流動性與成交量資料尚未由公開文件完整驗證; 管理層指引、市場共識與技術觸發條件尚未完成交叉驗證; 本流程未執行估值模型，需另以公開資料補證據,reports/public-equity-batch/2026-06-23/companies/tw-3537/tearsheet.html,reports/public-equity-batch/2026-06-23/companies/tw-3537/initiation.html,reports/public-equity-batch/2026-06-23/companies/tw-3537/risk_plan.html
tw,3675,德微,wait_entry,Wait for trigger,445.5,TWD,2026-06-23 00:00:00+08:00,complete,not_run,最新申報財務與現金流資料尚未完整匯入; 資本結構、流動性與成交量資料尚未由公開文件完整驗證; 管理層指引、市場共識與技術觸發條件尚未完成交叉驗證; 本流程未執行估值模型，需另以公開資料補證據,reports/public-equity-batch/2026-06-23/companies/tw-3675/tearsheet.html,reports/public-equity-batch/2026-06-23/companies/tw-3675/initiation.html,reports/public-equity-batch/2026-06-23/companies/tw-3675/risk_plan.html
tw,3711,日月光投控,wait_entry,Wait for trigger,662.0,TWD,2026-06-23 00:00:00+08:00,complete,not_run,最新申報財務與現金流資料尚未完整匯入; 資本結構、流動性與成交量資料尚未由公開文件完整驗證; 管理層指引、市場共識與技術觸發條件尚未完成交叉驗證; 本流程未執行估值模型，需另以公開資料補證據,reports/public-equity-batch/2026-06-23/companies/tw-3711/tearsheet.html,reports/public-equity-batch/2026-06-23/companies/tw-3711/initiation.html,reports/public-equity-batch/2026-06-23/companies/tw-3711/risk_plan.html
tw,4923,力士,wait_entry,Wait for trigger,64.0,TWD,2026-06-23 00:00:00+08:00,complete,not_run,最新申報財務與現金流資料尚未完整匯入; 資本結構、流動性與成交量資料尚未由公開文件完整驗證; 管理層指引、市場共識與技術觸發條件尚未完成交叉驗證; 本流程未執行估值模型，需另以公開資料補證據,reports/public-equity-batch/2026-06-23/companies/tw-4923/tearsheet.html,reports/public-equity-batch/2026-06-23/companies/tw-4923/initiation.html,reports/public-equity-batch/2026-06-23/companies/tw-4923/risk_plan.html
tw,5285,界霖,wait_entry,Wait for trigger,100.0,TWD,2026-06-23 00:00:00+08:00,complete,not_run,最新申報財務與現金流資料尚未完整匯入; 資本結構、流動性與成交量資料尚未由公開文件完整驗證; 管理層指引、市場共識與技術觸發條件尚未完成交叉驗證; 本流程未執行估值模型，需另以公開資料補證據,reports/public-equity-batch/2026-06-23/companies/tw-5285/tearsheet.html,reports/public-equity-batch/2026-06-23/companies/tw-5285/initiation.html,reports/public-equity-batch/2026-06-23/companies/tw-5285/risk_plan.html
tw,5299,杰力,wait_entry,Wait for trigger,129.0,TWD,2026-06-23 00:00:00+08:00,complete,not_run,最新申報財務與現金流資料尚未完整匯入; 資本結構、流動性與成交量資料尚未由公開文件完整驗證; 管理層指引、市場共識與技術觸發條件尚未完成交叉驗證; 本流程未執行估值模型，需另以公開資料補證據,reports/public-equity-batch/2026-06-23/companies/tw-5299/tearsheet.html,reports/public-equity-batch/2026-06-23/companies/tw-5299/initiation.html,reports/public-equity-batch/2026-06-23/companies/tw-5299/risk_plan.html
tw,5425,台半,wait_entry,Wait for trigger,133.5,TWD,2026-06-23 00:00:00+08:00,complete,not_run,最新申報財務與現金流資料尚未完整匯入; 資本結構、流動性與成交量資料尚未由公開文件完整驗證; 管理層指引、市場共識與技術觸發條件尚未完成交叉驗證; 本流程未執行估值模型，需另以公開資料補證據,reports/public-equity-batch/2026-06-23/companies/tw-5425/tearsheet.html,reports/public-equity-batch/2026-06-23/companies/tw-5425/initiation.html,reports/public-equity-batch/2026-06-23/companies/tw-5425/risk_plan.html
tw,6147,頎邦,wait_entry,Wait for trigger,258.0,TWD,2026-06-23 00:00:00+08:00,complete,not_run,最新申報財務與現金流資料尚未完整匯入; 資本結構、流動性與成交量資料尚未由公開文件完整驗證; 管理層指引、市場共識與技術觸發條件尚未完成交叉驗證; 本流程未執行估值模型，需另以公開資料補證據,reports/public-equity-batch/2026-06-23/companies/tw-6147/tearsheet.html,reports/public-equity-batch/2026-06-23/companies/tw-6147/initiation.html,reports/public-equity-batch/2026-06-23/companies/tw-6147/risk_plan.html
tw,6182,合晶,wait_entry,Wait for trigger,113.5,TWD,2026-06-23 00:00:00+08:00,complete,not_run,最新申報財務與現金流資料尚未完整匯入; 資本結構、流動性與成交量資料尚未由公開文件完整驗證; 管理層指引、市場共識與技術觸發條件尚未完成交叉驗證; 本流程未執行估值模型，需另以公開資料補證據,reports/public-equity-batch/2026-06-23/companies/tw-6182/tearsheet.html,reports/public-equity-batch/2026-06-23/companies/tw-6182/initiation.html,reports/public-equity-batch/2026-06-23/companies/tw-6182/risk_plan.html
tw,6209,今國光,wait_entry,Wait for trigger,90.3,TWD,2026-06-23 00:00:00+08:00,complete,not_run,最新申報財務與現金流資料尚未完整匯入; 資本結構、流動性與成交量資料尚未由公開文件完整驗證; 管理層指引、市場共識與技術觸發條件尚未完成交叉驗證; 本流程未執行估值模型，需另以公開資料補證據,reports/public-equity-batch/2026-06-23/companies/tw-6209/tearsheet.html,reports/public-equity-batch/2026-06-23/companies/tw-6209/initiation.html,reports/public-equity-batch/2026-06-23/companies/tw-6209/risk_plan.html
tw,6213,聯茂,wait_entry,Wait for trigger,281.0,TWD,2026-06-23 00:00:00+08:00,complete,not_run,最新申報財務與現金流資料尚未完整匯入; 資本結構、流動性與成交量資料尚未由公開文件完整驗證; 管理層指引、市場共識與技術觸發條件尚未完成交叉驗證; 本流程未執行估值模型，需另以公開資料補證據,reports/public-equity-batch/2026-06-23/companies/tw-6213/tearsheet.html,reports/public-equity-batch/2026-06-23/companies/tw-6213/initiation.html,reports/public-equity-batch/2026-06-23/companies/tw-6213/risk_plan.html
tw,6435,大中,wait_entry,Wait for trigger,359.0,TWD,2026-06-23 00:00:00+08:00,complete,not_run,最新申報財務與現金流資料尚未完整匯入; 資本結構、流動性與成交量資料尚未由公開文件完整驗證; 管理層指引、市場共識與技術觸發條件尚未完成交叉驗證; 本流程未執行估值模型，需另以公開資料補證據,reports/public-equity-batch/2026-06-23/companies/tw-6435/tearsheet.html,reports/public-equity-batch/2026-06-23/companies/tw-6435/initiation.html,reports/public-equity-batch/2026-06-23/companies/tw-6435/risk_plan.html
tw,6525,捷敏-KY,wait_entry,Wait for trigger,170.5,TWD,2026-06-23 00:00:00+08:00,complete,not_run,最新申報財務與現金流資料尚未完整匯入; 資本結構、流動性與成交量資料尚未由公開文件完整驗證; 管理層指引、市場共識與技術觸發條件尚未完成交叉驗證; 本流程未執行估值模型，需另以公開資料補證據,reports/public-equity-batch/2026-06-23/companies/tw-6525/tearsheet.html,reports/public-equity-batch/2026-06-23/companies/tw-6525/initiation.html,reports/public-equity-batch/2026-06-23/companies/tw-6525/risk_plan.html
tw,6573,虹揚-KY,wait_entry,Wait for trigger,19.55,TWD,2026-06-23 00:00:00+08:00,complete,not_run,最新申報財務與現金流資料尚未完整匯入; 資本結構、流動性與成交量資料尚未由公開文件完整驗證; 管理層指引、市場共識與技術觸發條件尚未完成交叉驗證; 本流程未執行估值模型，需另以公開資料補證據,reports/public-equity-batch/2026-06-23/companies/tw-6573/tearsheet.html,reports/public-equity-batch/2026-06-23/companies/tw-6573/initiation.html,reports/public-equity-batch/2026-06-23/companies/tw-6573/risk_plan.html
tw,6651,全宇昕,wait_entry,Wait for trigger,153.5,TWD,2026-06-23 00:00:00+08:00,complete,not_run,最新申報財務與現金流資料尚未完整匯入; 資本結構、流動性與成交量資料尚未由公開文件完整驗證; 管理層指引、市場共識與技術觸發條件尚未完成交叉驗證; 本流程未執行估值模型，需另以公開資料補證據,reports/public-equity-batch/2026-06-23/companies/tw-6651/tearsheet.html,reports/public-equity-batch/2026-06-23/companies/tw-6651/initiation.html,reports/public-equity-batch/2026-06-23/companies/tw-6651/risk_plan.html
tw,6693,廣閎科,wait_entry,Wait for trigger,238.0,TWD,2026-06-23 00:00:00+08:00,complete,not_run,最新申報財務與現金流資料尚未完整匯入; 資本結構、流動性與成交量資料尚未由公開文件完整驗證; 管理層指引、市場共識與技術觸發條件尚未完成交叉驗證; 本流程未執行估值模型，需另以公開資料補證據,reports/public-equity-batch/2026-06-23/companies/tw-6693/tearsheet.html,reports/public-equity-batch/2026-06-23/companies/tw-6693/initiation.html,reports/public-equity-batch/2026-06-23/companies/tw-6693/risk_plan.html
tw,7712,博盛半導體,wait_entry,Wait for trigger,199.0,TWD,2026-06-23 00:00:00+08:00,complete,not_run,最新申報財務與現金流資料尚未完整匯入; 資本結構、流動性與成交量資料尚未由公開文件完整驗證; 管理層指引、市場共識與技術觸發條件尚未完成交叉驗證; 本流程未執行估值模型，需另以公開資料補證據,reports/public-equity-batch/2026-06-23/companies/tw-7712/tearsheet.html,reports/public-equity-batch/2026-06-23/companies/tw-7712/initiation.html,reports/public-equity-batch/2026-06-23/companies/tw-7712/risk_plan.html
