symbol,company,result_status,handoff_statuses,required_objects,next_workflows,packet_json,expected_result_path,template_md,validate_results_report_json
HON,Honeywell International Inc. - Common Stock,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-HON.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-HON.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-HON.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
MCD,McDonald's Corporation Common Stock,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-MCD.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-MCD.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-MCD.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
MDLZ,Mondelez International,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-MDLZ.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-MDLZ.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-MDLZ.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
MDT,Medtronic plc. Ordinary Shares,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-MDT.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-MDT.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-MDT.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
MSFT,Microsoft Corporation - Common Stock,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-MSFT.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-MSFT.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-MSFT.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
NDAQ,Nasdaq,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-NDAQ.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-NDAQ.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-NDAQ.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
NEE,NextEra Energy,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-NEE.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-NEE.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-NEE.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
NI,NiSource Inc Common Stock,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-NI.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-NI.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-NI.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
OKE,ONEOK,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-OKE.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-OKE.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-OKE.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
PEG,Public Service Enterprise Group Incorporated Common Stock,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-PEG.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-PEG.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-PEG.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
PEP,PepsiCo,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-PEP.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-PEP.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-PEP.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
PPL,PPL Corporation Common Stock,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-PPL.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-PPL.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-PPL.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
PTC,PTC Inc. - Common Stock,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-PTC.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-PTC.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-PTC.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
QSR,Restaurant Brands International Inc. Common Shares,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-QSR.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-QSR.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-QSR.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
SAP,SAP SE ADS,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-SAP.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-SAP.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-SAP.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
VICI,VICI Properties Inc. Common Stock,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-VICI.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-VICI.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-VICI.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
XEL,Xcel Energy Inc. - Common Stock,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-XEL.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-XEL.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-XEL.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
ABT,Abbott Laboratories Common Stock,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-ABT.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-ABT.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-ABT.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
AG,First Majestic Silver Corp. Ordinary Shares,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-AG.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-AG.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-AG.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
AMZN,Amazon.com,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-AMZN.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-AMZN.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-AMZN.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
AR,Antero Resources Corporation Common Stock,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-AR.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-AR.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-AR.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
AS,Amer Sports,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-AS.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-AS.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-AS.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
AZN,AstraZeneca PLC Ordinary Shares,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-AZN.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-AZN.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-AZN.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
BF.B,Brown Forman Inc Class B Common Stock,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-BF.B.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-BF.B.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-BF.B.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
BHP,BHP Group Limited American Depositary Shares,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-BHP.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-BHP.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-BHP.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
BSX,Boston Scientific Corporation Common Stock,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-BSX.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-BSX.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-BSX.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
BTI,British American Tobacco Industries,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-BTI.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-BTI.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-BTI.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
CAVA,CAVA Group,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""item_missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-CAVA.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-CAVA.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-CAVA.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
CDE,Coeur Mining,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-CDE.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-CDE.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-CDE.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
CNX,CNX Resources Corporation Common Stock,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""item_missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-CNX.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-CNX.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-CNX.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
COIN,Coinbase Global,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-COIN.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-COIN.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-COIN.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
CP,Canadian Pacific Kansas City Limited Common Shares,unknown,"{""quote"": ""resolved"", ""official_evidence"": ""missing"", ""valuation"": ""input_partial"", ""risk"": ""input_ready""}",official_validation; research_underwrite; investment_horizon; valuation; risk_assessment,official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/input_packets/us-CP.packet.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/us-CP.result.json,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/result_templates/us-CP.result.template.md,reports/public-equity-batch/2026-07-02-us-kline/specialist_workorders/validate_results_report.json
