market_key,symbol,company,category,recommendation_label,current_price,price_as_of,model_portfolio_size,risk_budget,downside_or_stop_distance,liquidity_cap,hedge_posture,add_rule,trim_rule,exit_rule,max_loss_posture,monitoring_cadence,risk_plan
tw,6271,同欣電,buy_now,Watch only,247.0,2026-07-07,0%; watch-only until full PEI specialist workflow clears evidence gates,0.0075,20d_low distance 16.4%; 20D low 206.5 (input only; PM must verify),"20D avg trade value 4,588,395,997.6; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-08-tw-kline/companies/tw-6271/risk_plan.html
tw,6282,康舒,buy_now,Watch only,56.2,2026-07-07,0%; watch-only until full PEI specialist workflow clears evidence gates,0.0075,20d_low distance 4.45%; 20D low 53.7 (input only; PM must verify),"20D avg trade value 2,008,661,225.65; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-08-tw-kline/companies/tw-6282/risk_plan.html
tw,6456,GIS-KY,buy_now,Watch only,66.6,2026-07-07,0%; watch-only until full PEI specialist workflow clears evidence gates,0.0075,20d_low distance 5.41%; 20D low 63 (input only; PM must verify),"20D avg trade value 429,284,131.45; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-08-tw-kline/companies/tw-6456/risk_plan.html
tw,6831,邁科,buy_now,Watch only,775.0,2026-07-07,0%; watch-only until full PEI specialist workflow clears evidence gates,0.0075,20d_low distance 13.55%; 20D low 670 (input only; PM must verify),"20D avg trade value 1,171,974,455.85; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-08-tw-kline/companies/tw-6831/risk_plan.html
tw,2353,宏碁,wait_entry,Wait for trigger,32.0,2026-07-07,0% pre-trigger; reassess only after trigger and full PEI evidence,0.0,20d_low distance 1.09%; 20D low 31.65 (input only; PM must verify),"20D avg trade value 1,496,840,714.95; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-08-tw-kline/companies/tw-2353/risk_plan.html
tw,2377,微星,wait_entry,Wait for trigger,137.0,2026-07-07,0% pre-trigger; reassess only after trigger and full PEI evidence,0.0,20d_low distance 5.47%; 20D low 129.5 (input only; PM must verify),"20D avg trade value 2,389,860,958.9; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-08-tw-kline/companies/tw-2377/risk_plan.html
tw,2395,研華,wait_entry,Wait for trigger,496.5,2026-07-07,0% pre-trigger; reassess only after trigger and full PEI evidence,0.0,20d_low distance 9.57%; 20D low 449 (input only; PM must verify),"20D avg trade value 1,382,944,807.5; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-08-tw-kline/companies/tw-2395/risk_plan.html
tw,2401,凌陽,wait_entry,Wait for trigger,31.25,2026-07-07,0% pre-trigger; reassess only after trigger and full PEI evidence,0.0,20d_low distance 19.04%; 20D low 25.3 (input only; PM must verify),"20D avg trade value 546,925,941.55; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-08-tw-kline/companies/tw-2401/risk_plan.html
tw,2427,三商電,wait_entry,Not decision-ready,24.9,2026-07-07,0%; not decision-ready,0.0,20d_low distance 12.65%; 20D low 21.75 (input only; PM must verify),"20D avg trade value 65,020,283.35; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-08-tw-kline/companies/tw-2427/risk_plan.html
tw,2465,麗臺,wait_entry,Wait for trigger,74.0,2026-07-07,0% pre-trigger; reassess only after trigger and full PEI evidence,0.0,20d_low distance 5.81%; 20D low 69.7 (input only; PM must verify),"20D avg trade value 90,725,504.8; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-08-tw-kline/companies/tw-2465/risk_plan.html
tw,2498,宏達電,wait_entry,Wait for trigger,44.25,2026-07-07,0% pre-trigger; reassess only after trigger and full PEI evidence,0.0,20d_low distance 6.67%; 20D low 41.3 (input only; PM must verify),"20D avg trade value 405,497,916.25; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-08-tw-kline/companies/tw-2498/risk_plan.html
tw,2605,新興,wait_entry,Wait for trigger,29.85,2026-07-07,0% pre-trigger; reassess only after trigger and full PEI evidence,0.0,20d_low distance 4.02%; 20D low 28.65 (input only; PM must verify),"20D avg trade value 198,512,920.65; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-08-tw-kline/companies/tw-2605/risk_plan.html
tw,2606,裕民,wait_entry,Wait for trigger,62.2,2026-07-07,0% pre-trigger; reassess only after trigger and full PEI evidence,0.0,20d_low distance 4.98%; 20D low 59.1 (input only; PM must verify),"20D avg trade value 379,622,721.5; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-08-tw-kline/companies/tw-2606/risk_plan.html
tw,3016,嘉晶,wait_entry,Wait for trigger,118.0,2026-07-07,0% pre-trigger; reassess only after trigger and full PEI evidence,0.0,20d_low distance 16.69%; 20D low 98.3 (input only; PM must verify),"20D avg trade value 1,927,305,298.55; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-08-tw-kline/companies/tw-3016/risk_plan.html
tw,3033,威健,wait_entry,Wait for trigger,49.4,2026-07-07,0% pre-trigger; reassess only after trigger and full PEI evidence,0.0,20d_low distance 3.24%; 20D low 47.8 (input only; PM must verify),"20D avg trade value 367,162,882.15; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-08-tw-kline/companies/tw-3033/risk_plan.html
tw,3257,虹冠電,wait_entry,Wait for trigger,65.9,2026-07-07,0% pre-trigger; reassess only after trigger and full PEI evidence,0.0,20d_low distance 20.79%; 20D low 52.2 (input only; PM must verify),"20D avg trade value 178,981,251.35; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-08-tw-kline/companies/tw-3257/risk_plan.html
tw,3406,玉晶光,wait_entry,Wait for trigger,609.0,2026-07-07,0% pre-trigger; reassess only after trigger and full PEI evidence,0.0,20d_low distance 1.81%; 20D low 598 (input only; PM must verify),"20D avg trade value 3,187,086,687.15; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-08-tw-kline/companies/tw-3406/risk_plan.html
tw,3416,融程電,wait_entry,Wait for trigger,182.0,2026-07-07,0% pre-trigger; reassess only after trigger and full PEI evidence,0.0,20d_low distance 11.26%; 20D low 161.5 (input only; PM must verify),"20D avg trade value 88,495,977.6; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-08-tw-kline/companies/tw-3416/risk_plan.html
tw,3596,智易,wait_entry,Wait for trigger,193.5,2026-07-07,0% pre-trigger; reassess only after trigger and full PEI evidence,0.0,20d_low distance 8.27%; 20D low 177.5 (input only; PM must verify),"20D avg trade value 461,368,305.35; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-08-tw-kline/companies/tw-3596/risk_plan.html
tw,3706,神達,wait_entry,Wait for trigger,88.0,2026-07-07,0% pre-trigger; reassess only after trigger and full PEI evidence,0.0,20d_low distance 5.11%; 20D low 83.5 (input only; PM must verify),"20D avg trade value 1,884,220,943.95; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-08-tw-kline/companies/tw-3706/risk_plan.html
tw,4938,和碩,wait_entry,Wait for trigger,82.3,2026-07-07,0% pre-trigger; reassess only after trigger and full PEI evidence,0.0,20d_low distance 2.67%; 20D low 80.1 (input only; PM must verify),"20D avg trade value 2,000,533,248.05; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-08-tw-kline/companies/tw-4938/risk_plan.html
tw,4952,凌通,wait_entry,Wait for trigger,56.0,2026-07-07,0% pre-trigger; reassess only after trigger and full PEI evidence,0.0,20d_low distance 16.07%; 20D low 47 (input only; PM must verify),"20D avg trade value 127,285,783.5; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-08-tw-kline/companies/tw-4952/risk_plan.html
tw,5871,中租-KY,wait_entry,Wait for trigger,114.0,2026-07-07,0% pre-trigger; reassess only after trigger and full PEI evidence,0.0,20d_low distance 0.88%; 20D low 113 (input only; PM must verify),"20D avg trade value 1,149,739,463.85; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-08-tw-kline/companies/tw-5871/risk_plan.html
tw,6168,宏齊,wait_entry,Wait for trigger,28.4,2026-07-07,0% pre-trigger; reassess only after trigger and full PEI evidence,0.0,20d_low distance 18.13%; 20D low 23.25 (input only; PM must verify),"20D avg trade value 291,278,648.6; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-08-tw-kline/companies/tw-6168/risk_plan.html
tw,6209,今國光,wait_entry,Wait for trigger,75.1,2026-07-07,0% pre-trigger; reassess only after trigger and full PEI evidence,0.0,not independently verified in report-scope PEI artifact,"20D avg trade value 1,856,824,576.6; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-08-tw-kline/companies/tw-6209/risk_plan.html
tw,6214,精誠,wait_entry,Wait for trigger,133.0,2026-07-07,0% pre-trigger; reassess only after trigger and full PEI evidence,0.0,20d_low distance 4.14%; 20D low 127.5 (input only; PM must verify),"20D avg trade value 276,640,676.6; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-08-tw-kline/companies/tw-6214/risk_plan.html
tw,6451,訊芯-KY,wait_entry,Wait for trigger,496.5,2026-07-07,0% pre-trigger; reassess only after trigger and full PEI evidence,0.0,20d_low distance 3.12%; 20D low 481 (input only; PM must verify),"20D avg trade value 3,425,062,070.3; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-08-tw-kline/companies/tw-6451/risk_plan.html
tw,6531,愛普*,wait_entry,Wait for trigger,895.0,2026-07-07,0% pre-trigger; reassess only after trigger and full PEI evidence,0.0,20d_low distance 5.47%; 20D low 846 (input only; PM must verify),"20D avg trade value 4,470,027,758.2; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-08-tw-kline/companies/tw-6531/risk_plan.html
tw,9938,百和,wait_entry,Wait for trigger,45.05,2026-07-07,0% pre-trigger; reassess only after trigger and full PEI evidence,0.0,20d_low distance 4.11%; 20D low 43.2 (input only; PM must verify),"20D avg trade value 70,440,952.6; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-08-tw-kline/companies/tw-9938/risk_plan.html
