market_key,symbol,company,category,recommendation_label,current_price,price_as_of,model_portfolio_size,risk_budget,downside_or_stop_distance,liquidity_cap,hedge_posture,add_rule,trim_rule,exit_rule,max_loss_posture,monitoring_cadence,risk_plan
us,XBI,SPDR 生技 ETF,buy_now,Not decision-ready,160.46,2026-07-02T20:00:00Z,0%; not decision-ready,0.0075,not independently verified in report-scope PEI artifact,not independently verified,No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-03/companies/us-XBI/risk_plan.html
tw,2329,華泰,wait_entry,Wait for trigger,53.1,2026-07-02,0% pre-trigger; reassess only after trigger and full PEI evidence,0.0,20d_low distance 5.46%; 20D low 50.2 (input only; PM must verify),"20D avg trade value 470,106,616.15; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-03/companies/tw-2329/risk_plan.html
tw,2330,台積電,wait_entry,Wait for trigger,2465.0,2026-07-02,0% pre-trigger; reassess only after trigger and full PEI evidence,0.0,"20d_low distance 10.34%; 20D low 2,210 (input only; PM must verify)","20D avg trade value 97,294,301,008.65; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-03/companies/tw-2330/risk_plan.html
tw,2409,友達,wait_entry,Wait for trigger,30.5,2026-07-02,0% pre-trigger; reassess only after trigger and full PEI evidence,0.0,20d_low distance 27.21%; 20D low 22.2 (input only; PM must verify),"20D avg trade value 15,107,990,077.5; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-03/companies/tw-2409/risk_plan.html
tw,3008,大立光,wait_entry,Wait for trigger,4295.0,2026-07-02,0% pre-trigger; reassess only after trigger and full PEI evidence,0.0,"20d_low distance 22.58%; 20D low 3,325 (input only; PM must verify)","20D avg trade value 14,384,487,546; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-03/companies/tw-3008/risk_plan.html
tw,3221,台嘉碩,wait_entry,Wait for trigger,64.0,2026-07-02,0% pre-trigger; reassess only after trigger and full PEI evidence,0.0,20d_low distance 13.91%; 20D low 55.1 (input only; PM must verify),"20D avg trade value 1,067,124,184.07; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-03/companies/tw-3221/risk_plan.html
tw,3443,創意,wait_entry,Wait for trigger,5330.0,2026-07-02,0% pre-trigger; reassess only after trigger and full PEI evidence,0.0,"20d_low distance 26.17%; 20D low 3,935 (input only; PM must verify)","20D avg trade value 11,195,804,581.25; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-03/companies/tw-3443/risk_plan.html
tw,3481,群創,wait_entry,Wait for trigger,67.6,2026-07-02,0% pre-trigger; reassess only after trigger and full PEI evidence,0.0,20d_low distance 40.46%; 20D low 40.25 (input only; PM must verify),"20D avg trade value 28,120,547,834.75; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-03/companies/tw-3481/risk_plan.html
tw,3661,世芯-KY,wait_entry,Wait for trigger,4895.0,2026-07-02,0% pre-trigger; reassess only after trigger and full PEI evidence,0.0,"20d_low distance 21.35%; 20D low 3,850 (input only; PM must verify)","20D avg trade value 7,925,733,239.5; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-03/companies/tw-3661/risk_plan.html
tw,6127,九豪,wait_entry,Wait for trigger,90.6,2026-07-02,0% pre-trigger; reassess only after trigger and full PEI evidence,0.0,20d_low distance 16.34%; 20D low 75.8 (input only; PM must verify),"20D avg trade value 1,878,648,037.8; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-03/companies/tw-6127/risk_plan.html
tw,6174,安碁,wait_entry,Wait for trigger,56.2,2026-07-02,0% pre-trigger; reassess only after trigger and full PEI evidence,0.0,20d_low distance 17.08%; 20D low 46.6 (input only; PM must verify),"20D avg trade value 295,642,566.13; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-03/companies/tw-6174/risk_plan.html
tw,7795,長廣,wait_entry,Wait for trigger,611.0,2026-07-02,0% pre-trigger; reassess only after trigger and full PEI evidence,0.0,20d_low distance 44.19%; 20D low 341 (input only; PM must verify),"20D avg trade value 377,943,698.25; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-03/companies/tw-7795/risk_plan.html
tw,8033,雷虎,wait_entry,Wait for trigger,186.0,2026-07-02,0% pre-trigger; reassess only after trigger and full PEI evidence,0.0,20d_low distance 33.87%; 20D low 123 (input only; PM must verify),"20D avg trade value 1,505,098,635.3; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-03/companies/tw-8033/risk_plan.html
tw,8182,加高,wait_entry,Wait for trigger,55.3,2026-07-02,0% pre-trigger; reassess only after trigger and full PEI evidence,0.0,20d_low distance 16.09%; 20D low 46.4 (input only; PM must verify),"20D avg trade value 564,514,035.2; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-03/companies/tw-8182/risk_plan.html
us,AAPL,Apple,wait_entry,Wait for trigger,308.63,2026-07-02T20:00:01Z,0% pre-trigger; reassess only after trigger and full PEI evidence,0.0,20d_low distance 11.3%; 20D low 273.75 (input only; PM must verify),"20D avg trade value 20,168,108,186.05; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-03/companies/us-AAPL/risk_plan.html
us,AMD,AMD,wait_entry,Wait for trigger,517.82,2026-07-02T20:00:01Z,0% pre-trigger; reassess only after trigger and full PEI evidence,0.0,20d_low distance 15.56%; 20D low 437.23 (input only; PM must verify),"20D avg trade value 16,537,068,758.85; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-03/companies/us-AMD/risk_plan.html
us,AVGO,Broadcom,wait_entry,Wait for trigger,360.45,2026-07-02T20:00:00Z,0% pre-trigger; reassess only after trigger and full PEI evidence,0.0,20d_low distance 1.12%; 20D low 356.43 (input only; PM must verify),"20D avg trade value 13,708,765,029.3; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-03/companies/us-AVGO/risk_plan.html
us,BIIB,Biogen,wait_entry,Wait for trigger,216.12,2026-07-02T20:00:01Z,0% pre-trigger; reassess only after trigger and full PEI evidence,0.0,20d_low distance 11.08%; 20D low 192.18 (input only; PM must verify),"20D avg trade value 239,932,681; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-03/companies/us-BIIB/risk_plan.html
us,GLW,康寧,wait_entry,Wait for trigger,196.79,2026-07-02T20:04:14Z,0% pre-trigger; reassess only after trigger and full PEI evidence,0.0,20d_low distance 15.65%; 20D low 166 (input only; PM must verify),"20D avg trade value 3,700,526,272.45; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-03/companies/us-GLW/risk_plan.html
us,LLY,Eli Lilly,wait_entry,Wait for trigger,1213.91,2026-07-02T20:03:34Z,0% pre-trigger; reassess only after trigger and full PEI evidence,0.0,"20d_low distance 11.1%; 20D low 1,079.22 (input only; PM must verify)","20D avg trade value 3,957,796,606.15; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-03/companies/us-LLY/risk_plan.html
us,META,Meta,wait_entry,Wait for trigger,582.9,2026-07-02T20:00:00Z,0% pre-trigger; reassess only after trigger and full PEI evidence,0.0,20d_low distance 7.33%; 20D low 540.18 (input only; PM must verify),"20D avg trade value 11,412,171,903.25; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-03/companies/us-META/risk_plan.html
us,MSFT,Microsoft,wait_entry,Wait for trigger,390.49,2026-07-02T20:00:01Z,0% pre-trigger; reassess only after trigger and full PEI evidence,0.0,20d_low distance 10.57%; 20D low 349.2 (input only; PM must verify),"20D avg trade value 18,660,185,964.4; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-03/companies/us-MSFT/risk_plan.html
us,NVDA,NVIDIA,wait_entry,Wait for trigger,194.83,2026-07-02T20:00:01Z,0% pre-trigger; reassess only after trigger and full PEI evidence,0.0,20d_low distance 2.58%; 20D low 189.8 (input only; PM must verify),"20D avg trade value 31,908,795,186.3; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-03/companies/us-NVDA/risk_plan.html
us,ORCL,Oracle,wait_entry,Wait for trigger,140.27,2026-07-02T20:05:02Z,0% pre-trigger; reassess only after trigger and full PEI evidence,0.0,20d_low distance 1.03%; 20D low 138.83 (input only; PM must verify),"20D avg trade value 5,551,337,473.95; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-03/companies/us-ORCL/risk_plan.html
us,PLTR,Palantir,wait_entry,Wait for trigger,129.3,2026-07-02T20:00:00Z,0% pre-trigger; reassess only after trigger and full PEI evidence,0.0,20d_low distance 17.73%; 20D low 106.37 (input only; PM must verify),"20D avg trade value 5,428,199,529; PM must define liquidity cap",No hedge; model portfolio remains cash for this name until evidence clears,"Open or add only after full PEI specialist workflow confirms thesis, trigger, current price context, liquidity, and risk/reward","Trim or keep watch-only if source thesis, price trigger, or company-level evidence weakens","Exit/watch-only if thesis evidence fails, price trigger fails, or official evidence contradicts KOL/news setup",0 units at risk because model size is 0% in this partial artifact,Daily price and weekly fundamentals while in report-scope watch universe,reports/public-equity-batch/2026-07-03/companies/us-PLTR/risk_plan.html
