market_key,symbol,company,category,recommendation_label,current_price,price_currency,price_as_of,research_status,valuation_status,key_missing_evidence,tearsheet,initiation,risk_plan
us,SMCI,Super Micro Computer,buy_now,Watch only,35.459999084472656,USD,2026-06-22 market close America/New_York,partial,not_run,"latest SEC filings / 10-K / 10-Q and earnings call evidence not reviewed in this scoped K-line PEI pass; valuation and peer multiple support not run; sell-side consensus, ownership, short interest, and positioning context missing; business quality, balance sheet, segment, and catalyst underwriting not complete",reports/public-equity-batch/2026-06-22-us-kline/companies/us-SMCI/tearsheet.html,reports/public-equity-batch/2026-06-22-us-kline/companies/us-SMCI/initiation.html,reports/public-equity-batch/2026-06-22-us-kline/companies/us-SMCI/risk_plan.html
us,VIAV,Viavi Solutions Inc. - Common Stock,buy_now,Watch only,52.939998626708984,USD,2026-06-22 market close America/New_York,partial,not_run,"latest SEC filings / 10-K / 10-Q and earnings call evidence not reviewed in this scoped K-line PEI pass; valuation and peer multiple support not run; sell-side consensus, ownership, short interest, and positioning context missing; business quality, balance sheet, segment, and catalyst underwriting not complete",reports/public-equity-batch/2026-06-22-us-kline/companies/us-VIAV/tearsheet.html,reports/public-equity-batch/2026-06-22-us-kline/companies/us-VIAV/initiation.html,reports/public-equity-batch/2026-06-22-us-kline/companies/us-VIAV/risk_plan.html
us,WBD,Warner Bros. Discovery,buy_now,Watch only,26.950000762939453,USD,2026-06-22 market close America/New_York,partial,not_run,"latest SEC filings / 10-K / 10-Q and earnings call evidence not reviewed in this scoped K-line PEI pass; valuation and peer multiple support not run; sell-side consensus, ownership, short interest, and positioning context missing; business quality, balance sheet, segment, and catalyst underwriting not complete",reports/public-equity-batch/2026-06-22-us-kline/companies/us-WBD/tearsheet.html,reports/public-equity-batch/2026-06-22-us-kline/companies/us-WBD/initiation.html,reports/public-equity-batch/2026-06-22-us-kline/companies/us-WBD/risk_plan.html
us,WELL,Welltower Inc. Common Stock,buy_now,Watch only,211.4499969482422,USD,2026-06-22 market close America/New_York,partial,not_run,"latest SEC filings / 10-K / 10-Q and earnings call evidence not reviewed in this scoped K-line PEI pass; valuation and peer multiple support not run; sell-side consensus, ownership, short interest, and positioning context missing; business quality, balance sheet, segment, and catalyst underwriting not complete",reports/public-equity-batch/2026-06-22-us-kline/companies/us-WELL/tearsheet.html,reports/public-equity-batch/2026-06-22-us-kline/companies/us-WELL/initiation.html,reports/public-equity-batch/2026-06-22-us-kline/companies/us-WELL/risk_plan.html
us,XEL,Xcel Energy Inc. - Common Stock,buy_now,Watch only,78.80999755859375,USD,2026-06-22 market close America/New_York,partial,not_run,"latest SEC filings / 10-K / 10-Q and earnings call evidence not reviewed in this scoped K-line PEI pass; valuation and peer multiple support not run; sell-side consensus, ownership, short interest, and positioning context missing; business quality, balance sheet, segment, and catalyst underwriting not complete",reports/public-equity-batch/2026-06-22-us-kline/companies/us-XEL/tearsheet.html,reports/public-equity-batch/2026-06-22-us-kline/companies/us-XEL/initiation.html,reports/public-equity-batch/2026-06-22-us-kline/companies/us-XEL/risk_plan.html
us,ACGL,Arch Capital Group Ltd. - Common Stock,wait_entry,Wait for trigger,92.04000091552734,USD,2026-06-22 market close America/New_York,partial,not_run,"latest SEC filings / 10-K / 10-Q and earnings call evidence not reviewed in this scoped K-line PEI pass; valuation and peer multiple support not run; sell-side consensus, ownership, short interest, and positioning context missing; business quality, balance sheet, segment, and catalyst underwriting not complete; technical follow-through / entry trigger still pending for wait-entry candidate",reports/public-equity-batch/2026-06-22-us-kline/companies/us-ACGL/tearsheet.html,reports/public-equity-batch/2026-06-22-us-kline/companies/us-ACGL/initiation.html,reports/public-equity-batch/2026-06-22-us-kline/companies/us-ACGL/risk_plan.html
us,ADM,Archer-Daniels-Midland Company Common Stock,wait_entry,Wait for trigger,76.29000091552734,USD,2026-06-22 market close America/New_York,partial,not_run,"latest SEC filings / 10-K / 10-Q and earnings call evidence not reviewed in this scoped K-line PEI pass; valuation and peer multiple support not run; sell-side consensus, ownership, short interest, and positioning context missing; business quality, balance sheet, segment, and catalyst underwriting not complete; technical follow-through / entry trigger still pending for wait-entry candidate",reports/public-equity-batch/2026-06-22-us-kline/companies/us-ADM/tearsheet.html,reports/public-equity-batch/2026-06-22-us-kline/companies/us-ADM/initiation.html,reports/public-equity-batch/2026-06-22-us-kline/companies/us-ADM/risk_plan.html
us,AEE,Ameren Corporation Common Stock,wait_entry,Wait for trigger,109.69999694824219,USD,2026-06-22 market close America/New_York,partial,not_run,"latest SEC filings / 10-K / 10-Q and earnings call evidence not reviewed in this scoped K-line PEI pass; valuation and peer multiple support not run; sell-side consensus, ownership, short interest, and positioning context missing; business quality, balance sheet, segment, and catalyst underwriting not complete; technical follow-through / entry trigger still pending for wait-entry candidate",reports/public-equity-batch/2026-06-22-us-kline/companies/us-AEE/tearsheet.html,reports/public-equity-batch/2026-06-22-us-kline/companies/us-AEE/initiation.html,reports/public-equity-batch/2026-06-22-us-kline/companies/us-AEE/risk_plan.html
us,AES,The AES Corporation Common Stock,wait_entry,Wait for trigger,14.649999618530273,USD,2026-06-22 market close America/New_York,partial,not_run,"latest SEC filings / 10-K / 10-Q and earnings call evidence not reviewed in this scoped K-line PEI pass; valuation and peer multiple support not run; sell-side consensus, ownership, short interest, and positioning context missing; business quality, balance sheet, segment, and catalyst underwriting not complete; technical follow-through / entry trigger still pending for wait-entry candidate",reports/public-equity-batch/2026-06-22-us-kline/companies/us-AES/tearsheet.html,reports/public-equity-batch/2026-06-22-us-kline/companies/us-AES/initiation.html,reports/public-equity-batch/2026-06-22-us-kline/companies/us-AES/risk_plan.html
us,AFL,AFLAC Incorporated Common Stock,wait_entry,Wait for trigger,116.55000305175781,USD,2026-06-22 market close America/New_York,partial,not_run,"latest SEC filings / 10-K / 10-Q and earnings call evidence not reviewed in this scoped K-line PEI pass; valuation and peer multiple support not run; sell-side consensus, ownership, short interest, and positioning context missing; business quality, balance sheet, segment, and catalyst underwriting not complete; technical follow-through / entry trigger still pending for wait-entry candidate",reports/public-equity-batch/2026-06-22-us-kline/companies/us-AFL/tearsheet.html,reports/public-equity-batch/2026-06-22-us-kline/companies/us-AFL/initiation.html,reports/public-equity-batch/2026-06-22-us-kline/companies/us-AFL/risk_plan.html
us,AIG,American International Group,wait_entry,Wait for trigger,76.37000274658203,USD,2026-06-22 market close America/New_York,partial,not_run,"latest SEC filings / 10-K / 10-Q and earnings call evidence not reviewed in this scoped K-line PEI pass; valuation and peer multiple support not run; sell-side consensus, ownership, short interest, and positioning context missing; business quality, balance sheet, segment, and catalyst underwriting not complete; technical follow-through / entry trigger still pending for wait-entry candidate",reports/public-equity-batch/2026-06-22-us-kline/companies/us-AIG/tearsheet.html,reports/public-equity-batch/2026-06-22-us-kline/companies/us-AIG/initiation.html,reports/public-equity-batch/2026-06-22-us-kline/companies/us-AIG/risk_plan.html
us,AMH,American Homes 4 Rent Common Shares of Beneficial Interest,wait_entry,Wait for trigger,31.639999389648438,USD,2026-06-22 market close America/New_York,partial,not_run,"latest SEC filings / 10-K / 10-Q and earnings call evidence not reviewed in this scoped K-line PEI pass; valuation and peer multiple support not run; sell-side consensus, ownership, short interest, and positioning context missing; business quality, balance sheet, segment, and catalyst underwriting not complete; technical follow-through / entry trigger still pending for wait-entry candidate",reports/public-equity-batch/2026-06-22-us-kline/companies/us-AMH/tearsheet.html,reports/public-equity-batch/2026-06-22-us-kline/companies/us-AMH/initiation.html,reports/public-equity-batch/2026-06-22-us-kline/companies/us-AMH/risk_plan.html
us,AOS,A.O. Smith Corporation Common Stock,wait_entry,Wait for trigger,58.689998626708984,USD,2026-06-22 market close America/New_York,partial,not_run,"latest SEC filings / 10-K / 10-Q and earnings call evidence not reviewed in this scoped K-line PEI pass; valuation and peer multiple support not run; sell-side consensus, ownership, short interest, and positioning context missing; business quality, balance sheet, segment, and catalyst underwriting not complete; technical follow-through / entry trigger still pending for wait-entry candidate",reports/public-equity-batch/2026-06-22-us-kline/companies/us-AOS/tearsheet.html,reports/public-equity-batch/2026-06-22-us-kline/companies/us-AOS/initiation.html,reports/public-equity-batch/2026-06-22-us-kline/companies/us-AOS/risk_plan.html
us,AUR,Aurora Innovation,wait_entry,Wait for trigger,6.559999942779541,USD,2026-06-22 market close America/New_York,partial,not_run,"latest SEC filings / 10-K / 10-Q and earnings call evidence not reviewed in this scoped K-line PEI pass; valuation and peer multiple support not run; sell-side consensus, ownership, short interest, and positioning context missing; business quality, balance sheet, segment, and catalyst underwriting not complete; technical follow-through / entry trigger still pending for wait-entry candidate",reports/public-equity-batch/2026-06-22-us-kline/companies/us-AUR/tearsheet.html,reports/public-equity-batch/2026-06-22-us-kline/companies/us-AUR/initiation.html,reports/public-equity-batch/2026-06-22-us-kline/companies/us-AUR/risk_plan.html
us,AXTI,AXT Inc - Common Stock,wait_entry,Wait for trigger,92.44000244140625,USD,2026-06-22 market close America/New_York,partial,not_run,"latest SEC filings / 10-K / 10-Q and earnings call evidence not reviewed in this scoped K-line PEI pass; valuation and peer multiple support not run; sell-side consensus, ownership, short interest, and positioning context missing; business quality, balance sheet, segment, and catalyst underwriting not complete; technical follow-through / entry trigger still pending for wait-entry candidate",reports/public-equity-batch/2026-06-22-us-kline/companies/us-AXTI/tearsheet.html,reports/public-equity-batch/2026-06-22-us-kline/companies/us-AXTI/initiation.html,reports/public-equity-batch/2026-06-22-us-kline/companies/us-AXTI/risk_plan.html
us,BB,BlackBerry Limited Common Stock,wait_entry,Wait for trigger,8.789999961853027,USD,2026-06-22 market close America/New_York,partial,not_run,"latest SEC filings / 10-K / 10-Q and earnings call evidence not reviewed in this scoped K-line PEI pass; valuation and peer multiple support not run; sell-side consensus, ownership, short interest, and positioning context missing; business quality, balance sheet, segment, and catalyst underwriting not complete; technical follow-through / entry trigger still pending for wait-entry candidate",reports/public-equity-batch/2026-06-22-us-kline/companies/us-BB/tearsheet.html,reports/public-equity-batch/2026-06-22-us-kline/companies/us-BB/initiation.html,reports/public-equity-batch/2026-06-22-us-kline/companies/us-BB/risk_plan.html
us,BBIO,BridgeBio Pharma,wait_entry,Wait for trigger,68.91999816894531,USD,2026-06-22 market close America/New_York,partial,not_run,"latest SEC filings / 10-K / 10-Q and earnings call evidence not reviewed in this scoped K-line PEI pass; valuation and peer multiple support not run; sell-side consensus, ownership, short interest, and positioning context missing; business quality, balance sheet, segment, and catalyst underwriting not complete; technical follow-through / entry trigger still pending for wait-entry candidate",reports/public-equity-batch/2026-06-22-us-kline/companies/us-BBIO/tearsheet.html,reports/public-equity-batch/2026-06-22-us-kline/companies/us-BBIO/initiation.html,reports/public-equity-batch/2026-06-22-us-kline/companies/us-BBIO/risk_plan.html
us,BCRX,BioCryst Pharmaceuticals,wait_entry,Wait for trigger,9.140000343322754,USD,2026-06-22 market close America/New_York,partial,not_run,"latest SEC filings / 10-K / 10-Q and earnings call evidence not reviewed in this scoped K-line PEI pass; valuation and peer multiple support not run; sell-side consensus, ownership, short interest, and positioning context missing; business quality, balance sheet, segment, and catalyst underwriting not complete; technical follow-through / entry trigger still pending for wait-entry candidate",reports/public-equity-batch/2026-06-22-us-kline/companies/us-BCRX/tearsheet.html,reports/public-equity-batch/2026-06-22-us-kline/companies/us-BCRX/initiation.html,reports/public-equity-batch/2026-06-22-us-kline/companies/us-BCRX/risk_plan.html
us,BMRN,BioMarin Pharmaceutical Inc. - Common Stock,wait_entry,Wait for trigger,55.900001525878906,USD,2026-06-22 market close America/New_York,partial,not_run,"latest SEC filings / 10-K / 10-Q and earnings call evidence not reviewed in this scoped K-line PEI pass; valuation and peer multiple support not run; sell-side consensus, ownership, short interest, and positioning context missing; business quality, balance sheet, segment, and catalyst underwriting not complete; technical follow-through / entry trigger still pending for wait-entry candidate",reports/public-equity-batch/2026-06-22-us-kline/companies/us-BMRN/tearsheet.html,reports/public-equity-batch/2026-06-22-us-kline/companies/us-BMRN/initiation.html,reports/public-equity-batch/2026-06-22-us-kline/companies/us-BMRN/risk_plan.html
us,BRX,Brixmor Property Group Inc. Common Stock,wait_entry,Wait for trigger,31.18000030517578,USD,2026-06-22 market close America/New_York,partial,not_run,"latest SEC filings / 10-K / 10-Q and earnings call evidence not reviewed in this scoped K-line PEI pass; valuation and peer multiple support not run; sell-side consensus, ownership, short interest, and positioning context missing; business quality, balance sheet, segment, and catalyst underwriting not complete; technical follow-through / entry trigger still pending for wait-entry candidate",reports/public-equity-batch/2026-06-22-us-kline/companies/us-BRX/tearsheet.html,reports/public-equity-batch/2026-06-22-us-kline/companies/us-BRX/initiation.html,reports/public-equity-batch/2026-06-22-us-kline/companies/us-BRX/risk_plan.html
us,BULL,Webull Corporation - Class A Ordinary Shares,wait_entry,Wait for trigger,6.860000133514404,USD,2026-06-22 market close America/New_York,partial,not_run,"latest SEC filings / 10-K / 10-Q and earnings call evidence not reviewed in this scoped K-line PEI pass; valuation and peer multiple support not run; sell-side consensus, ownership, short interest, and positioning context missing; business quality, balance sheet, segment, and catalyst underwriting not complete; technical follow-through / entry trigger still pending for wait-entry candidate",reports/public-equity-batch/2026-06-22-us-kline/companies/us-BULL/tearsheet.html,reports/public-equity-batch/2026-06-22-us-kline/companies/us-BULL/initiation.html,reports/public-equity-batch/2026-06-22-us-kline/companies/us-BULL/risk_plan.html
us,CCJ,Cameco Corporation Common Stock,wait_entry,Wait for trigger,107.06999969482422,USD,2026-06-22 market close America/New_York,partial,not_run,"latest SEC filings / 10-K / 10-Q and earnings call evidence not reviewed in this scoped K-line PEI pass; valuation and peer multiple support not run; sell-side consensus, ownership, short interest, and positioning context missing; business quality, balance sheet, segment, and catalyst underwriting not complete; technical follow-through / entry trigger still pending for wait-entry candidate",reports/public-equity-batch/2026-06-22-us-kline/companies/us-CCJ/tearsheet.html,reports/public-equity-batch/2026-06-22-us-kline/companies/us-CCJ/initiation.html,reports/public-equity-batch/2026-06-22-us-kline/companies/us-CCJ/risk_plan.html
us,CDE,Coeur Mining,wait_entry,Wait for trigger,17.469999313354492,USD,2026-06-22 market close America/New_York,partial,not_run,"latest SEC filings / 10-K / 10-Q and earnings call evidence not reviewed in this scoped K-line PEI pass; valuation and peer multiple support not run; sell-side consensus, ownership, short interest, and positioning context missing; business quality, balance sheet, segment, and catalyst underwriting not complete; technical follow-through / entry trigger still pending for wait-entry candidate",reports/public-equity-batch/2026-06-22-us-kline/companies/us-CDE/tearsheet.html,reports/public-equity-batch/2026-06-22-us-kline/companies/us-CDE/initiation.html,reports/public-equity-batch/2026-06-22-us-kline/companies/us-CDE/risk_plan.html
us,CNH,CNH Industrial N.V. Common Shares,wait_entry,Wait for trigger,10.380000114440918,USD,2026-06-22 market close America/New_York,partial,not_run,"latest SEC filings / 10-K / 10-Q and earnings call evidence not reviewed in this scoped K-line PEI pass; valuation and peer multiple support not run; sell-side consensus, ownership, short interest, and positioning context missing; business quality, balance sheet, segment, and catalyst underwriting not complete; technical follow-through / entry trigger still pending for wait-entry candidate",reports/public-equity-batch/2026-06-22-us-kline/companies/us-CNH/tearsheet.html,reports/public-equity-batch/2026-06-22-us-kline/companies/us-CNH/initiation.html,reports/public-equity-batch/2026-06-22-us-kline/companies/us-CNH/risk_plan.html
us,CRML,Critical Metals Corp. - Ordinary Shares,wait_entry,Wait for trigger,10.449999809265137,USD,2026-06-22 market close America/New_York,partial,not_run,"latest SEC filings / 10-K / 10-Q and earnings call evidence not reviewed in this scoped K-line PEI pass; valuation and peer multiple support not run; sell-side consensus, ownership, short interest, and positioning context missing; business quality, balance sheet, segment, and catalyst underwriting not complete; technical follow-through / entry trigger still pending for wait-entry candidate",reports/public-equity-batch/2026-06-22-us-kline/companies/us-CRML/tearsheet.html,reports/public-equity-batch/2026-06-22-us-kline/companies/us-CRML/initiation.html,reports/public-equity-batch/2026-06-22-us-kline/companies/us-CRML/risk_plan.html
us,DNOW,DNOW Inc. Common Stock,wait_entry,Wait for trigger,13.710000038146973,USD,2026-06-22 market close America/New_York,partial,not_run,"latest SEC filings / 10-K / 10-Q and earnings call evidence not reviewed in this scoped K-line PEI pass; valuation and peer multiple support not run; sell-side consensus, ownership, short interest, and positioning context missing; business quality, balance sheet, segment, and catalyst underwriting not complete; technical follow-through / entry trigger still pending for wait-entry candidate",reports/public-equity-batch/2026-06-22-us-kline/companies/us-DNOW/tearsheet.html,reports/public-equity-batch/2026-06-22-us-kline/companies/us-DNOW/initiation.html,reports/public-equity-batch/2026-06-22-us-kline/companies/us-DNOW/risk_plan.html
us,DOC,Healthpeak Properties,wait_entry,Wait for trigger,19.979999542236328,USD,2026-06-22 market close America/New_York,partial,not_run,"latest SEC filings / 10-K / 10-Q and earnings call evidence not reviewed in this scoped K-line PEI pass; valuation and peer multiple support not run; sell-side consensus, ownership, short interest, and positioning context missing; business quality, balance sheet, segment, and catalyst underwriting not complete; technical follow-through / entry trigger still pending for wait-entry candidate",reports/public-equity-batch/2026-06-22-us-kline/companies/us-DOC/tearsheet.html,reports/public-equity-batch/2026-06-22-us-kline/companies/us-DOC/initiation.html,reports/public-equity-batch/2026-06-22-us-kline/companies/us-DOC/risk_plan.html
us,ED,Consolidated Edison,wait_entry,Wait for trigger,106.91999816894531,USD,2026-06-22 market close America/New_York,partial,not_run,"latest SEC filings / 10-K / 10-Q and earnings call evidence not reviewed in this scoped K-line PEI pass; valuation and peer multiple support not run; sell-side consensus, ownership, short interest, and positioning context missing; business quality, balance sheet, segment, and catalyst underwriting not complete; technical follow-through / entry trigger still pending for wait-entry candidate",reports/public-equity-batch/2026-06-22-us-kline/companies/us-ED/tearsheet.html,reports/public-equity-batch/2026-06-22-us-kline/companies/us-ED/initiation.html,reports/public-equity-batch/2026-06-22-us-kline/companies/us-ED/risk_plan.html
us,ENB,Enbridge Inc Common Stock,wait_entry,Wait for trigger,54.79999923706055,USD,2026-06-22 market close America/New_York,partial,not_run,"latest SEC filings / 10-K / 10-Q and earnings call evidence not reviewed in this scoped K-line PEI pass; valuation and peer multiple support not run; sell-side consensus, ownership, short interest, and positioning context missing; business quality, balance sheet, segment, and catalyst underwriting not complete; technical follow-through / entry trigger still pending for wait-entry candidate",reports/public-equity-batch/2026-06-22-us-kline/companies/us-ENB/tearsheet.html,reports/public-equity-batch/2026-06-22-us-kline/companies/us-ENB/initiation.html,reports/public-equity-batch/2026-06-22-us-kline/companies/us-ENB/risk_plan.html
us,EVRG,Evergy,wait_entry,Wait for trigger,83.25,USD,2026-06-22 market close America/New_York,partial,not_run,"latest SEC filings / 10-K / 10-Q and earnings call evidence not reviewed in this scoped K-line PEI pass; valuation and peer multiple support not run; sell-side consensus, ownership, short interest, and positioning context missing; business quality, balance sheet, segment, and catalyst underwriting not complete; technical follow-through / entry trigger still pending for wait-entry candidate",reports/public-equity-batch/2026-06-22-us-kline/companies/us-EVRG/tearsheet.html,reports/public-equity-batch/2026-06-22-us-kline/companies/us-EVRG/initiation.html,reports/public-equity-batch/2026-06-22-us-kline/companies/us-EVRG/risk_plan.html
us,HBM,Hudbay Minerals Inc. Ordinary Shares,wait_entry,Wait for trigger,27.90999984741211,USD,2026-06-22 market close America/New_York,partial,not_run,"latest SEC filings / 10-K / 10-Q and earnings call evidence not reviewed in this scoped K-line PEI pass; valuation and peer multiple support not run; sell-side consensus, ownership, short interest, and positioning context missing; business quality, balance sheet, segment, and catalyst underwriting not complete; technical follow-through / entry trigger still pending for wait-entry candidate",reports/public-equity-batch/2026-06-22-us-kline/companies/us-HBM/tearsheet.html,reports/public-equity-batch/2026-06-22-us-kline/companies/us-HBM/initiation.html,reports/public-equity-batch/2026-06-22-us-kline/companies/us-HBM/risk_plan.html
us,HR,Healthcare Realty Trust Incorporated Common Stock,wait_entry,Wait for trigger,20.15999984741211,USD,2026-06-22 market close America/New_York,partial,not_run,"latest SEC filings / 10-K / 10-Q and earnings call evidence not reviewed in this scoped K-line PEI pass; valuation and peer multiple support not run; sell-side consensus, ownership, short interest, and positioning context missing; business quality, balance sheet, segment, and catalyst underwriting not complete; technical follow-through / entry trigger still pending for wait-entry candidate",reports/public-equity-batch/2026-06-22-us-kline/companies/us-HR/tearsheet.html,reports/public-equity-batch/2026-06-22-us-kline/companies/us-HR/initiation.html,reports/public-equity-batch/2026-06-22-us-kline/companies/us-HR/risk_plan.html
us,HUT,Hut 8 Corp. - Common Stock,wait_entry,Wait for trigger,121.04000091552734,USD,2026-06-22 market close America/New_York,partial,not_run,"latest SEC filings / 10-K / 10-Q and earnings call evidence not reviewed in this scoped K-line PEI pass; valuation and peer multiple support not run; sell-side consensus, ownership, short interest, and positioning context missing; business quality, balance sheet, segment, and catalyst underwriting not complete; technical follow-through / entry trigger still pending for wait-entry candidate",reports/public-equity-batch/2026-06-22-us-kline/companies/us-HUT/tearsheet.html,reports/public-equity-batch/2026-06-22-us-kline/companies/us-HUT/initiation.html,reports/public-equity-batch/2026-06-22-us-kline/companies/us-HUT/risk_plan.html
us,IAG,Iamgold Corporation Ordinary Shares,wait_entry,Wait for trigger,16.90999984741211,USD,2026-06-22 market close America/New_York,partial,not_run,"latest SEC filings / 10-K / 10-Q and earnings call evidence not reviewed in this scoped K-line PEI pass; valuation and peer multiple support not run; sell-side consensus, ownership, short interest, and positioning context missing; business quality, balance sheet, segment, and catalyst underwriting not complete; technical follow-through / entry trigger still pending for wait-entry candidate",reports/public-equity-batch/2026-06-22-us-kline/companies/us-IAG/tearsheet.html,reports/public-equity-batch/2026-06-22-us-kline/companies/us-IAG/initiation.html,reports/public-equity-batch/2026-06-22-us-kline/companies/us-IAG/risk_plan.html
