market_key,symbol,company,category,recommendation_label,current_price,price_as_of,model_portfolio_size,risk_budget,downside_or_stop_distance,liquidity_cap,dcf_status,dcf_base_value,hedge_posture,add_rule,trim_rule,exit_rule,max_loss_posture,monitoring_cadence,risk_plan
tw,8033,雷虎,buy_now,Watch only,142.0,2026-06-22 00:00:00+08:00,0% until valuation and fundamental evidence are decision-ready; 5% single-name cap after clearance,0.75% conditional initial risk budget after valuation/fundamental clearance,numeric downside not source-backed; source report references signal-day low or short moving average where applicable,requires ADV/participation analysis before sizing; source-report turnover and Yahoo volume are included as preliminary liquidity context,not-decision-ready,not_computed_due_missing_inputs,no hedge recommended at screen stage; use size-down/no-position until valuation and trigger evidence improve,"add only after source-backed valuation, fundamentals, and technical confirmation are all upgraded",trim or keep at zero if price extends without volume/valuation support or DCF remains not-decision-ready,remove from active candidate list if technical trigger fails or missing valuation evidence cannot be resolved,no model capital at risk before decision-ready valuation; conditional risk budget follows StockLoop batch defaults,daily price/volume review until trigger resolves; refresh valuation evidence before any model allocation,reports/public-equity-batch/2026-06-22/companies/tw-8033/risk_plan.html
tw,8070,長華*,buy_now,Watch only,56.9,2026-06-22 00:00:00+08:00,0% until valuation and fundamental evidence are decision-ready; 5% single-name cap after clearance,0.75% conditional initial risk budget after valuation/fundamental clearance,numeric downside not source-backed; source report references signal-day low or short moving average where applicable,requires ADV/participation analysis before sizing; source-report turnover and Yahoo volume are included as preliminary liquidity context,not-decision-ready,not_computed_due_missing_inputs,no hedge recommended at screen stage; use size-down/no-position until valuation and trigger evidence improve,"add only after source-backed valuation, fundamentals, and technical confirmation are all upgraded",trim or keep at zero if price extends without volume/valuation support or DCF remains not-decision-ready,remove from active candidate list if technical trigger fails or missing valuation evidence cannot be resolved,no model capital at risk before decision-ready valuation; conditional risk budget follows StockLoop batch defaults,daily price/volume review until trigger resolves; refresh valuation evidence before any model allocation,reports/public-equity-batch/2026-06-22/companies/tw-8070/risk_plan.html
us,ABBV,AbbVie Inc. Common Stock,buy_now,Watch only,230.01,2026-06-22 00:00:00-04:00,0% until valuation and fundamental evidence are decision-ready; 5% single-name cap after clearance,0.75% conditional initial risk budget after valuation/fundamental clearance,numeric downside not source-backed; source report references signal-day low or short moving average where applicable,requires ADV/participation analysis before sizing; source-report turnover and Yahoo volume are included as preliminary liquidity context,not-decision-ready,not_computed_due_missing_inputs,no hedge recommended at screen stage; use size-down/no-position until valuation and trigger evidence improve,"add only after source-backed valuation, fundamentals, and technical confirmation are all upgraded",trim or keep at zero if price extends without volume/valuation support or DCF remains not-decision-ready,remove from active candidate list if technical trigger fails or missing valuation evidence cannot be resolved,no model capital at risk before decision-ready valuation; conditional risk budget follows StockLoop batch defaults,daily price/volume review until trigger resolves; refresh valuation evidence before any model allocation,reports/public-equity-batch/2026-06-22/companies/us-ABBV/risk_plan.html
us,AEP,American Electric Power Company,buy_now,Watch only,130.3,2026-06-22 00:00:00-04:00,0% until valuation and fundamental evidence are decision-ready; 5% single-name cap after clearance,0.75% conditional initial risk budget after valuation/fundamental clearance,numeric downside not source-backed; source report references signal-day low or short moving average where applicable,requires ADV/participation analysis before sizing; source-report turnover and Yahoo volume are included as preliminary liquidity context,not-decision-ready,not_computed_due_missing_inputs,no hedge recommended at screen stage; use size-down/no-position until valuation and trigger evidence improve,"add only after source-backed valuation, fundamentals, and technical confirmation are all upgraded",trim or keep at zero if price extends without volume/valuation support or DCF remains not-decision-ready,remove from active candidate list if technical trigger fails or missing valuation evidence cannot be resolved,no model capital at risk before decision-ready valuation; conditional risk budget follows StockLoop batch defaults,daily price/volume review until trigger resolves; refresh valuation evidence before any model allocation,reports/public-equity-batch/2026-06-22/companies/us-AEP/risk_plan.html
us,AMGN,Amgen Inc. - Common Stock,buy_now,Watch only,344.72,2026-06-22 00:00:00-04:00,0% until valuation and fundamental evidence are decision-ready; 5% single-name cap after clearance,0.75% conditional initial risk budget after valuation/fundamental clearance,numeric downside not source-backed; source report references signal-day low or short moving average where applicable,requires ADV/participation analysis before sizing; source-report turnover and Yahoo volume are included as preliminary liquidity context,not-decision-ready,not_computed_due_missing_inputs,no hedge recommended at screen stage; use size-down/no-position until valuation and trigger evidence improve,"add only after source-backed valuation, fundamentals, and technical confirmation are all upgraded",trim or keep at zero if price extends without volume/valuation support or DCF remains not-decision-ready,remove from active candidate list if technical trigger fails or missing valuation evidence cannot be resolved,no model capital at risk before decision-ready valuation; conditional risk budget follows StockLoop batch defaults,daily price/volume review until trigger resolves; refresh valuation evidence before any model allocation,reports/public-equity-batch/2026-06-22/companies/us-AMGN/risk_plan.html
us,CWAN,Clearwater Analytics Holdings,buy_now,Watch only,24.53,2026-06-22 00:00:00-04:00,0% until valuation and fundamental evidence are decision-ready; 5% single-name cap after clearance,0.75% conditional initial risk budget after valuation/fundamental clearance,numeric downside not source-backed; source report references signal-day low or short moving average where applicable,requires ADV/participation analysis before sizing; source-report turnover and Yahoo volume are included as preliminary liquidity context,not-decision-ready,not_computed_due_missing_inputs,no hedge recommended at screen stage; use size-down/no-position until valuation and trigger evidence improve,"add only after source-backed valuation, fundamentals, and technical confirmation are all upgraded",trim or keep at zero if price extends without volume/valuation support or DCF remains not-decision-ready,remove from active candidate list if technical trigger fails or missing valuation evidence cannot be resolved,no model capital at risk before decision-ready valuation; conditional risk budget follows StockLoop batch defaults,daily price/volume review until trigger resolves; refresh valuation evidence before any model allocation,reports/public-equity-batch/2026-06-22/companies/us-CWAN/risk_plan.html
us,EA,Electronic Arts Inc. - Common Stock,buy_now,Watch only,202.97,2026-06-22 00:00:00-04:00,0% until valuation and fundamental evidence are decision-ready; 5% single-name cap after clearance,0.75% conditional initial risk budget after valuation/fundamental clearance,numeric downside not source-backed; source report references signal-day low or short moving average where applicable,requires ADV/participation analysis before sizing; source-report turnover and Yahoo volume are included as preliminary liquidity context,not-decision-ready,not_computed_due_missing_inputs,no hedge recommended at screen stage; use size-down/no-position until valuation and trigger evidence improve,"add only after source-backed valuation, fundamentals, and technical confirmation are all upgraded",trim or keep at zero if price extends without volume/valuation support or DCF remains not-decision-ready,remove from active candidate list if technical trigger fails or missing valuation evidence cannot be resolved,no model capital at risk before decision-ready valuation; conditional risk budget follows StockLoop batch defaults,daily price/volume review until trigger resolves; refresh valuation evidence before any model allocation,reports/public-equity-batch/2026-06-22/companies/us-EA/risk_plan.html
us,KMI,Kinder Morgan,buy_now,Watch only,32.25,2026-06-22 00:00:00-04:00,0% until valuation and fundamental evidence are decision-ready; 5% single-name cap after clearance,0.75% conditional initial risk budget after valuation/fundamental clearance,numeric downside not source-backed; source report references signal-day low or short moving average where applicable,requires ADV/participation analysis before sizing; source-report turnover and Yahoo volume are included as preliminary liquidity context,not-decision-ready,not_computed_due_missing_inputs,no hedge recommended at screen stage; use size-down/no-position until valuation and trigger evidence improve,"add only after source-backed valuation, fundamentals, and technical confirmation are all upgraded",trim or keep at zero if price extends without volume/valuation support or DCF remains not-decision-ready,remove from active candidate list if technical trigger fails or missing valuation evidence cannot be resolved,no model capital at risk before decision-ready valuation; conditional risk budget follows StockLoop batch defaults,daily price/volume review until trigger resolves; refresh valuation evidence before any model allocation,reports/public-equity-batch/2026-06-22/companies/us-KMI/risk_plan.html
us,NOK,Nokia Corporation Sponsored American Depositary Shares,buy_now,Watch only,14.43,2026-06-22 00:00:00-04:00,0% until valuation and fundamental evidence are decision-ready; 5% single-name cap after clearance,0.75% conditional initial risk budget after valuation/fundamental clearance,numeric downside not source-backed; source report references signal-day low or short moving average where applicable,requires ADV/participation analysis before sizing; source-report turnover and Yahoo volume are included as preliminary liquidity context,not-decision-ready,not_computed_due_missing_inputs,no hedge recommended at screen stage; use size-down/no-position until valuation and trigger evidence improve,"add only after source-backed valuation, fundamentals, and technical confirmation are all upgraded",trim or keep at zero if price extends without volume/valuation support or DCF remains not-decision-ready,remove from active candidate list if technical trigger fails or missing valuation evidence cannot be resolved,no model capital at risk before decision-ready valuation; conditional risk budget follows StockLoop batch defaults,daily price/volume review until trigger resolves; refresh valuation evidence before any model allocation,reports/public-equity-batch/2026-06-22/companies/us-NOK/risk_plan.html
us,NVO,Novo Nordisk A,buy_now,Watch only,45.88,2026-06-22 00:00:00-04:00,0% until valuation and fundamental evidence are decision-ready; 5% single-name cap after clearance,0.75% conditional initial risk budget after valuation/fundamental clearance,numeric downside not source-backed; source report references signal-day low or short moving average where applicable,requires ADV/participation analysis before sizing; source-report turnover and Yahoo volume are included as preliminary liquidity context,not-decision-ready,not_computed_due_missing_inputs,no hedge recommended at screen stage; use size-down/no-position until valuation and trigger evidence improve,"add only after source-backed valuation, fundamentals, and technical confirmation are all upgraded",trim or keep at zero if price extends without volume/valuation support or DCF remains not-decision-ready,remove from active candidate list if technical trigger fails or missing valuation evidence cannot be resolved,no model capital at risk before decision-ready valuation; conditional risk budget follows StockLoop batch defaults,daily price/volume review until trigger resolves; refresh valuation evidence before any model allocation,reports/public-equity-batch/2026-06-22/companies/us-NVO/risk_plan.html
us,PLD,Prologis,buy_now,Watch only,143.83,2026-06-22 00:00:00-04:00,0% until valuation and fundamental evidence are decision-ready; 5% single-name cap after clearance,0.75% conditional initial risk budget after valuation/fundamental clearance,numeric downside not source-backed; source report references signal-day low or short moving average where applicable,requires ADV/participation analysis before sizing; source-report turnover and Yahoo volume are included as preliminary liquidity context,not-decision-ready,not_computed_due_missing_inputs,no hedge recommended at screen stage; use size-down/no-position until valuation and trigger evidence improve,"add only after source-backed valuation, fundamentals, and technical confirmation are all upgraded",trim or keep at zero if price extends without volume/valuation support or DCF remains not-decision-ready,remove from active candidate list if technical trigger fails or missing valuation evidence cannot be resolved,no model capital at risk before decision-ready valuation; conditional risk budget follows StockLoop batch defaults,daily price/volume review until trigger resolves; refresh valuation evidence before any model allocation,reports/public-equity-batch/2026-06-22/companies/us-PLD/risk_plan.html
us,SMCI,Super Micro Computer,buy_now,Watch only,35.46,2026-06-22 00:00:00-04:00,0% until valuation and fundamental evidence are decision-ready; 5% single-name cap after clearance,0.75% conditional initial risk budget after valuation/fundamental clearance,numeric downside not source-backed; source report references signal-day low or short moving average where applicable,requires ADV/participation analysis before sizing; source-report turnover and Yahoo volume are included as preliminary liquidity context,not-decision-ready,not_computed_due_missing_inputs,no hedge recommended at screen stage; use size-down/no-position until valuation and trigger evidence improve,"add only after source-backed valuation, fundamentals, and technical confirmation are all upgraded",trim or keep at zero if price extends without volume/valuation support or DCF remains not-decision-ready,remove from active candidate list if technical trigger fails or missing valuation evidence cannot be resolved,no model capital at risk before decision-ready valuation; conditional risk budget follows StockLoop batch defaults,daily price/volume review until trigger resolves; refresh valuation evidence before any model allocation,reports/public-equity-batch/2026-06-22/companies/us-SMCI/risk_plan.html
us,VIAV,Viavi Solutions Inc. - Common Stock,buy_now,Watch only,52.94,2026-06-22 00:00:00-04:00,0% until valuation and fundamental evidence are decision-ready; 5% single-name cap after clearance,0.75% conditional initial risk budget after valuation/fundamental clearance,numeric downside not source-backed; source report references signal-day low or short moving average where applicable,requires ADV/participation analysis before sizing; source-report turnover and Yahoo volume are included as preliminary liquidity context,not-decision-ready,not_computed_due_missing_inputs,no hedge recommended at screen stage; use size-down/no-position until valuation and trigger evidence improve,"add only after source-backed valuation, fundamentals, and technical confirmation are all upgraded",trim or keep at zero if price extends without volume/valuation support or DCF remains not-decision-ready,remove from active candidate list if technical trigger fails or missing valuation evidence cannot be resolved,no model capital at risk before decision-ready valuation; conditional risk budget follows StockLoop batch defaults,daily price/volume review until trigger resolves; refresh valuation evidence before any model allocation,reports/public-equity-batch/2026-06-22/companies/us-VIAV/risk_plan.html
us,WBD,Warner Bros. Discovery,buy_now,Watch only,26.95,2026-06-22 00:00:00-04:00,0% until valuation and fundamental evidence are decision-ready; 5% single-name cap after clearance,0.75% conditional initial risk budget after valuation/fundamental clearance,numeric downside not source-backed; source report references signal-day low or short moving average where applicable,requires ADV/participation analysis before sizing; source-report turnover and Yahoo volume are included as preliminary liquidity context,not-decision-ready,not_computed_due_missing_inputs,no hedge recommended at screen stage; use size-down/no-position until valuation and trigger evidence improve,"add only after source-backed valuation, fundamentals, and technical confirmation are all upgraded",trim or keep at zero if price extends without volume/valuation support or DCF remains not-decision-ready,remove from active candidate list if technical trigger fails or missing valuation evidence cannot be resolved,no model capital at risk before decision-ready valuation; conditional risk budget follows StockLoop batch defaults,daily price/volume review until trigger resolves; refresh valuation evidence before any model allocation,reports/public-equity-batch/2026-06-22/companies/us-WBD/risk_plan.html
us,WELL,Welltower Inc. Common Stock,buy_now,Watch only,211.45,2026-06-22 00:00:00-04:00,0% until valuation and fundamental evidence are decision-ready; 5% single-name cap after clearance,0.75% conditional initial risk budget after valuation/fundamental clearance,numeric downside not source-backed; source report references signal-day low or short moving average where applicable,requires ADV/participation analysis before sizing; source-report turnover and Yahoo volume are included as preliminary liquidity context,not-decision-ready,not_computed_due_missing_inputs,no hedge recommended at screen stage; use size-down/no-position until valuation and trigger evidence improve,"add only after source-backed valuation, fundamentals, and technical confirmation are all upgraded",trim or keep at zero if price extends without volume/valuation support or DCF remains not-decision-ready,remove from active candidate list if technical trigger fails or missing valuation evidence cannot be resolved,no model capital at risk before decision-ready valuation; conditional risk budget follows StockLoop batch defaults,daily price/volume review until trigger resolves; refresh valuation evidence before any model allocation,reports/public-equity-batch/2026-06-22/companies/us-WELL/risk_plan.html
us,XEL,Xcel Energy Inc. - Common Stock,buy_now,Watch only,78.81,2026-06-22 00:00:00-04:00,0% until valuation and fundamental evidence are decision-ready; 5% single-name cap after clearance,0.75% conditional initial risk budget after valuation/fundamental clearance,numeric downside not source-backed; source report references signal-day low or short moving average where applicable,requires ADV/participation analysis before sizing; source-report turnover and Yahoo volume are included as preliminary liquidity context,not-decision-ready,not_computed_due_missing_inputs,no hedge recommended at screen stage; use size-down/no-position until valuation and trigger evidence improve,"add only after source-backed valuation, fundamentals, and technical confirmation are all upgraded",trim or keep at zero if price extends without volume/valuation support or DCF remains not-decision-ready,remove from active candidate list if technical trigger fails or missing valuation evidence cannot be resolved,no model capital at risk before decision-ready valuation; conditional risk budget follows StockLoop batch defaults,daily price/volume review until trigger resolves; refresh valuation evidence before any model allocation,reports/public-equity-batch/2026-06-22/companies/us-XEL/risk_plan.html
tw,1504,東元,wait_entry,Wait for trigger,72.2,2026-06-22 00:00:00+08:00,0% pre-trigger; reassess after trigger and valuation evidence,0.50% post-trigger risk budget; 0% before trigger confirmation,numeric downside not source-backed; source report references signal-day low or short moving average where applicable,requires ADV/participation analysis before sizing; source-report turnover and Yahoo volume are included as preliminary liquidity context,not-decision-ready,not_computed_due_missing_inputs,no hedge recommended at screen stage; use size-down/no-position until valuation and trigger evidence improve,"add only after source-backed valuation, fundamentals, and technical confirmation are all upgraded",trim or keep at zero if price extends without volume/valuation support or DCF remains not-decision-ready,remove from active candidate list if technical trigger fails or missing valuation evidence cannot be resolved,no model capital at risk before decision-ready valuation; conditional risk budget follows StockLoop batch defaults,daily price/volume review until trigger resolves; refresh valuation evidence before any model allocation,reports/public-equity-batch/2026-06-22/companies/tw-1504/risk_plan.html
tw,1536,和大,wait_entry,Wait for trigger,51.6,2026-06-22 00:00:00+08:00,0% pre-trigger; reassess after trigger and valuation evidence,0.50% post-trigger risk budget; 0% before trigger confirmation,numeric downside not source-backed; source report references signal-day low or short moving average where applicable,requires ADV/participation analysis before sizing; source-report turnover and Yahoo volume are included as preliminary liquidity context,not-decision-ready,not_computed_due_missing_inputs,no hedge recommended at screen stage; use size-down/no-position until valuation and trigger evidence improve,"add only after source-backed valuation, fundamentals, and technical confirmation are all upgraded",trim or keep at zero if price extends without volume/valuation support or DCF remains not-decision-ready,remove from active candidate list if technical trigger fails or missing valuation evidence cannot be resolved,no model capital at risk before decision-ready valuation; conditional risk budget follows StockLoop batch defaults,daily price/volume review until trigger resolves; refresh valuation evidence before any model allocation,reports/public-equity-batch/2026-06-22/companies/tw-1536/risk_plan.html
tw,1710,東聯,wait_entry,Wait for trigger,14.15,2026-06-22 00:00:00+08:00,0% pre-trigger; reassess after trigger and valuation evidence,0.50% post-trigger risk budget; 0% before trigger confirmation,numeric downside not source-backed; source report references signal-day low or short moving average where applicable,requires ADV/participation analysis before sizing; source-report turnover and Yahoo volume are included as preliminary liquidity context,not-decision-ready,not_computed_due_missing_inputs,no hedge recommended at screen stage; use size-down/no-position until valuation and trigger evidence improve,"add only after source-backed valuation, fundamentals, and technical confirmation are all upgraded",trim or keep at zero if price extends without volume/valuation support or DCF remains not-decision-ready,remove from active candidate list if technical trigger fails or missing valuation evidence cannot be resolved,no model capital at risk before decision-ready valuation; conditional risk budget follows StockLoop batch defaults,daily price/volume review until trigger resolves; refresh valuation evidence before any model allocation,reports/public-equity-batch/2026-06-22/companies/tw-1710/risk_plan.html
tw,1711,永光,wait_entry,Wait for trigger,49.55,2026-06-22 00:00:00+08:00,0% pre-trigger; reassess after trigger and valuation evidence,0.50% post-trigger risk budget; 0% before trigger confirmation,numeric downside not source-backed; source report references signal-day low or short moving average where applicable,requires ADV/participation analysis before sizing; source-report turnover and Yahoo volume are included as preliminary liquidity context,not-decision-ready,not_computed_due_missing_inputs,no hedge recommended at screen stage; use size-down/no-position until valuation and trigger evidence improve,"add only after source-backed valuation, fundamentals, and technical confirmation are all upgraded",trim or keep at zero if price extends without volume/valuation support or DCF remains not-decision-ready,remove from active candidate list if technical trigger fails or missing valuation evidence cannot be resolved,no model capital at risk before decision-ready valuation; conditional risk budget follows StockLoop batch defaults,daily price/volume review until trigger resolves; refresh valuation evidence before any model allocation,reports/public-equity-batch/2026-06-22/companies/tw-1711/risk_plan.html
tw,1721,三晃,wait_entry,Wait for trigger,26.15,2026-06-22 00:00:00+08:00,0% pre-trigger; reassess after trigger and valuation evidence,0.50% post-trigger risk budget; 0% before trigger confirmation,numeric downside not source-backed; source report references signal-day low or short moving average where applicable,requires ADV/participation analysis before sizing; source-report turnover and Yahoo volume are included as preliminary liquidity context,not-decision-ready,not_computed_due_missing_inputs,no hedge recommended at screen stage; use size-down/no-position until valuation and trigger evidence improve,"add only after source-backed valuation, fundamentals, and technical confirmation are all upgraded",trim or keep at zero if price extends without volume/valuation support or DCF remains not-decision-ready,remove from active candidate list if technical trigger fails or missing valuation evidence cannot be resolved,no model capital at risk before decision-ready valuation; conditional risk budget follows StockLoop batch defaults,daily price/volume review until trigger resolves; refresh valuation evidence before any model allocation,reports/public-equity-batch/2026-06-22/companies/tw-1721/risk_plan.html
