market_key,symbol,company,category,recommendation_label,current_price,price_currency,price_as_of,dcf_status,dcf_base_value,dcf_bear_value,dcf_bull_value,dcf_upside_downside_pct,dcf_workbook_path,key_missing_inputs,tearsheet,initiation,dcf,risk_plan
tw,8033,雷虎,buy_now,Watch only,142.0,TWD,2026-06-22 00:00:00+08:00,not-decision-ready,not_computed_due_missing_inputs,not_computed_due_missing_inputs,not_computed_due_missing_inputs,not_computed_due_missing_inputs,reports/public-equity-batch/2026-06-22/companies/tw-8033/dcf/banker_formula_workbook.xlsx,"latest filed income statement, balance sheet, and cash-flow statement not ingested for this batch run; normalized revenue, EBIT, tax, D&A, capex, working-capital, and FCF history not sourced; management guidance or consensus forecast path not sourced; filing-based diluted share count and net debt bridge not sourced; WACC build, terminal growth, and exit multiple assumptions not source-backed",reports/public-equity-batch/2026-06-22/companies/tw-8033/tearsheet.html,reports/public-equity-batch/2026-06-22/companies/tw-8033/initiation.html,reports/public-equity-batch/2026-06-22/companies/tw-8033/dcf/banker_formula_workbook.xlsx,reports/public-equity-batch/2026-06-22/companies/tw-8033/risk_plan.html
tw,8070,長華*,buy_now,Watch only,56.9,TWD,2026-06-22 00:00:00+08:00,not-decision-ready,not_computed_due_missing_inputs,not_computed_due_missing_inputs,not_computed_due_missing_inputs,not_computed_due_missing_inputs,reports/public-equity-batch/2026-06-22/companies/tw-8070/dcf/banker_formula_workbook.xlsx,"latest filed income statement, balance sheet, and cash-flow statement not ingested for this batch run; normalized revenue, EBIT, tax, D&A, capex, working-capital, and FCF history not sourced; management guidance or consensus forecast path not sourced; filing-based diluted share count and net debt bridge not sourced; WACC build, terminal growth, and exit multiple assumptions not source-backed",reports/public-equity-batch/2026-06-22/companies/tw-8070/tearsheet.html,reports/public-equity-batch/2026-06-22/companies/tw-8070/initiation.html,reports/public-equity-batch/2026-06-22/companies/tw-8070/dcf/banker_formula_workbook.xlsx,reports/public-equity-batch/2026-06-22/companies/tw-8070/risk_plan.html
us,ABBV,AbbVie Inc. Common Stock,buy_now,Watch only,230.01,USD,2026-06-22 00:00:00-04:00,not-decision-ready,not_computed_due_missing_inputs,not_computed_due_missing_inputs,not_computed_due_missing_inputs,not_computed_due_missing_inputs,reports/public-equity-batch/2026-06-22/companies/us-ABBV/dcf/banker_formula_workbook.xlsx,"latest filed income statement, balance sheet, and cash-flow statement not ingested for this batch run; normalized revenue, EBIT, tax, D&A, capex, working-capital, and FCF history not sourced; management guidance or consensus forecast path not sourced; filing-based diluted share count and net debt bridge not sourced; WACC build, terminal growth, and exit multiple assumptions not source-backed",reports/public-equity-batch/2026-06-22/companies/us-ABBV/tearsheet.html,reports/public-equity-batch/2026-06-22/companies/us-ABBV/initiation.html,reports/public-equity-batch/2026-06-22/companies/us-ABBV/dcf/banker_formula_workbook.xlsx,reports/public-equity-batch/2026-06-22/companies/us-ABBV/risk_plan.html
us,AEP,American Electric Power Company,buy_now,Watch only,130.3,USD,2026-06-22 00:00:00-04:00,not-decision-ready,not_computed_due_missing_inputs,not_computed_due_missing_inputs,not_computed_due_missing_inputs,not_computed_due_missing_inputs,reports/public-equity-batch/2026-06-22/companies/us-AEP/dcf/banker_formula_workbook.xlsx,"latest filed income statement, balance sheet, and cash-flow statement not ingested for this batch run; normalized revenue, EBIT, tax, D&A, capex, working-capital, and FCF history not sourced; management guidance or consensus forecast path not sourced; filing-based diluted share count and net debt bridge not sourced; WACC build, terminal growth, and exit multiple assumptions not source-backed",reports/public-equity-batch/2026-06-22/companies/us-AEP/tearsheet.html,reports/public-equity-batch/2026-06-22/companies/us-AEP/initiation.html,reports/public-equity-batch/2026-06-22/companies/us-AEP/dcf/banker_formula_workbook.xlsx,reports/public-equity-batch/2026-06-22/companies/us-AEP/risk_plan.html
us,AMGN,Amgen Inc. - Common Stock,buy_now,Watch only,344.72,USD,2026-06-22 00:00:00-04:00,not-decision-ready,not_computed_due_missing_inputs,not_computed_due_missing_inputs,not_computed_due_missing_inputs,not_computed_due_missing_inputs,reports/public-equity-batch/2026-06-22/companies/us-AMGN/dcf/banker_formula_workbook.xlsx,"latest filed income statement, balance sheet, and cash-flow statement not ingested for this batch run; normalized revenue, EBIT, tax, D&A, capex, working-capital, and FCF history not sourced; management guidance or consensus forecast path not sourced; filing-based diluted share count and net debt bridge not sourced; WACC build, terminal growth, and exit multiple assumptions not source-backed",reports/public-equity-batch/2026-06-22/companies/us-AMGN/tearsheet.html,reports/public-equity-batch/2026-06-22/companies/us-AMGN/initiation.html,reports/public-equity-batch/2026-06-22/companies/us-AMGN/dcf/banker_formula_workbook.xlsx,reports/public-equity-batch/2026-06-22/companies/us-AMGN/risk_plan.html
us,CWAN,Clearwater Analytics Holdings,buy_now,Watch only,24.53,USD,2026-06-22 00:00:00-04:00,not-decision-ready,not_computed_due_missing_inputs,not_computed_due_missing_inputs,not_computed_due_missing_inputs,not_computed_due_missing_inputs,reports/public-equity-batch/2026-06-22/companies/us-CWAN/dcf/banker_formula_workbook.xlsx,"latest filed income statement, balance sheet, and cash-flow statement not ingested for this batch run; normalized revenue, EBIT, tax, D&A, capex, working-capital, and FCF history not sourced; management guidance or consensus forecast path not sourced; filing-based diluted share count and net debt bridge not sourced; WACC build, terminal growth, and exit multiple assumptions not source-backed",reports/public-equity-batch/2026-06-22/companies/us-CWAN/tearsheet.html,reports/public-equity-batch/2026-06-22/companies/us-CWAN/initiation.html,reports/public-equity-batch/2026-06-22/companies/us-CWAN/dcf/banker_formula_workbook.xlsx,reports/public-equity-batch/2026-06-22/companies/us-CWAN/risk_plan.html
us,EA,Electronic Arts Inc. - Common Stock,buy_now,Watch only,202.97,USD,2026-06-22 00:00:00-04:00,not-decision-ready,not_computed_due_missing_inputs,not_computed_due_missing_inputs,not_computed_due_missing_inputs,not_computed_due_missing_inputs,reports/public-equity-batch/2026-06-22/companies/us-EA/dcf/banker_formula_workbook.xlsx,"latest filed income statement, balance sheet, and cash-flow statement not ingested for this batch run; normalized revenue, EBIT, tax, D&A, capex, working-capital, and FCF history not sourced; management guidance or consensus forecast path not sourced; filing-based diluted share count and net debt bridge not sourced; WACC build, terminal growth, and exit multiple assumptions not source-backed",reports/public-equity-batch/2026-06-22/companies/us-EA/tearsheet.html,reports/public-equity-batch/2026-06-22/companies/us-EA/initiation.html,reports/public-equity-batch/2026-06-22/companies/us-EA/dcf/banker_formula_workbook.xlsx,reports/public-equity-batch/2026-06-22/companies/us-EA/risk_plan.html
us,KMI,Kinder Morgan,buy_now,Watch only,32.25,USD,2026-06-22 00:00:00-04:00,not-decision-ready,not_computed_due_missing_inputs,not_computed_due_missing_inputs,not_computed_due_missing_inputs,not_computed_due_missing_inputs,reports/public-equity-batch/2026-06-22/companies/us-KMI/dcf/banker_formula_workbook.xlsx,"latest filed income statement, balance sheet, and cash-flow statement not ingested for this batch run; normalized revenue, EBIT, tax, D&A, capex, working-capital, and FCF history not sourced; management guidance or consensus forecast path not sourced; filing-based diluted share count and net debt bridge not sourced; WACC build, terminal growth, and exit multiple assumptions not source-backed",reports/public-equity-batch/2026-06-22/companies/us-KMI/tearsheet.html,reports/public-equity-batch/2026-06-22/companies/us-KMI/initiation.html,reports/public-equity-batch/2026-06-22/companies/us-KMI/dcf/banker_formula_workbook.xlsx,reports/public-equity-batch/2026-06-22/companies/us-KMI/risk_plan.html
us,NOK,Nokia Corporation Sponsored American Depositary Shares,buy_now,Watch only,14.43,USD,2026-06-22 00:00:00-04:00,not-decision-ready,not_computed_due_missing_inputs,not_computed_due_missing_inputs,not_computed_due_missing_inputs,not_computed_due_missing_inputs,reports/public-equity-batch/2026-06-22/companies/us-NOK/dcf/banker_formula_workbook.xlsx,"latest filed income statement, balance sheet, and cash-flow statement not ingested for this batch run; normalized revenue, EBIT, tax, D&A, capex, working-capital, and FCF history not sourced; management guidance or consensus forecast path not sourced; filing-based diluted share count and net debt bridge not sourced; WACC build, terminal growth, and exit multiple assumptions not source-backed",reports/public-equity-batch/2026-06-22/companies/us-NOK/tearsheet.html,reports/public-equity-batch/2026-06-22/companies/us-NOK/initiation.html,reports/public-equity-batch/2026-06-22/companies/us-NOK/dcf/banker_formula_workbook.xlsx,reports/public-equity-batch/2026-06-22/companies/us-NOK/risk_plan.html
us,NVO,Novo Nordisk A,buy_now,Watch only,45.88,USD,2026-06-22 00:00:00-04:00,not-decision-ready,not_computed_due_missing_inputs,not_computed_due_missing_inputs,not_computed_due_missing_inputs,not_computed_due_missing_inputs,reports/public-equity-batch/2026-06-22/companies/us-NVO/dcf/banker_formula_workbook.xlsx,"latest filed income statement, balance sheet, and cash-flow statement not ingested for this batch run; normalized revenue, EBIT, tax, D&A, capex, working-capital, and FCF history not sourced; management guidance or consensus forecast path not sourced; filing-based diluted share count and net debt bridge not sourced; WACC build, terminal growth, and exit multiple assumptions not source-backed",reports/public-equity-batch/2026-06-22/companies/us-NVO/tearsheet.html,reports/public-equity-batch/2026-06-22/companies/us-NVO/initiation.html,reports/public-equity-batch/2026-06-22/companies/us-NVO/dcf/banker_formula_workbook.xlsx,reports/public-equity-batch/2026-06-22/companies/us-NVO/risk_plan.html
us,PLD,Prologis,buy_now,Watch only,143.83,USD,2026-06-22 00:00:00-04:00,not-decision-ready,not_computed_due_missing_inputs,not_computed_due_missing_inputs,not_computed_due_missing_inputs,not_computed_due_missing_inputs,reports/public-equity-batch/2026-06-22/companies/us-PLD/dcf/banker_formula_workbook.xlsx,"latest filed income statement, balance sheet, and cash-flow statement not ingested for this batch run; normalized revenue, EBIT, tax, D&A, capex, working-capital, and FCF history not sourced; management guidance or consensus forecast path not sourced; filing-based diluted share count and net debt bridge not sourced; WACC build, terminal growth, and exit multiple assumptions not source-backed",reports/public-equity-batch/2026-06-22/companies/us-PLD/tearsheet.html,reports/public-equity-batch/2026-06-22/companies/us-PLD/initiation.html,reports/public-equity-batch/2026-06-22/companies/us-PLD/dcf/banker_formula_workbook.xlsx,reports/public-equity-batch/2026-06-22/companies/us-PLD/risk_plan.html
us,SMCI,Super Micro Computer,buy_now,Watch only,35.46,USD,2026-06-22 00:00:00-04:00,not-decision-ready,not_computed_due_missing_inputs,not_computed_due_missing_inputs,not_computed_due_missing_inputs,not_computed_due_missing_inputs,reports/public-equity-batch/2026-06-22/companies/us-SMCI/dcf/banker_formula_workbook.xlsx,"latest filed income statement, balance sheet, and cash-flow statement not ingested for this batch run; normalized revenue, EBIT, tax, D&A, capex, working-capital, and FCF history not sourced; management guidance or consensus forecast path not sourced; filing-based diluted share count and net debt bridge not sourced; WACC build, terminal growth, and exit multiple assumptions not source-backed",reports/public-equity-batch/2026-06-22/companies/us-SMCI/tearsheet.html,reports/public-equity-batch/2026-06-22/companies/us-SMCI/initiation.html,reports/public-equity-batch/2026-06-22/companies/us-SMCI/dcf/banker_formula_workbook.xlsx,reports/public-equity-batch/2026-06-22/companies/us-SMCI/risk_plan.html
us,VIAV,Viavi Solutions Inc. - Common Stock,buy_now,Watch only,52.94,USD,2026-06-22 00:00:00-04:00,not-decision-ready,not_computed_due_missing_inputs,not_computed_due_missing_inputs,not_computed_due_missing_inputs,not_computed_due_missing_inputs,reports/public-equity-batch/2026-06-22/companies/us-VIAV/dcf/banker_formula_workbook.xlsx,"latest filed income statement, balance sheet, and cash-flow statement not ingested for this batch run; normalized revenue, EBIT, tax, D&A, capex, working-capital, and FCF history not sourced; management guidance or consensus forecast path not sourced; filing-based diluted share count and net debt bridge not sourced; WACC build, terminal growth, and exit multiple assumptions not source-backed",reports/public-equity-batch/2026-06-22/companies/us-VIAV/tearsheet.html,reports/public-equity-batch/2026-06-22/companies/us-VIAV/initiation.html,reports/public-equity-batch/2026-06-22/companies/us-VIAV/dcf/banker_formula_workbook.xlsx,reports/public-equity-batch/2026-06-22/companies/us-VIAV/risk_plan.html
us,WBD,Warner Bros. Discovery,buy_now,Watch only,26.95,USD,2026-06-22 00:00:00-04:00,not-decision-ready,not_computed_due_missing_inputs,not_computed_due_missing_inputs,not_computed_due_missing_inputs,not_computed_due_missing_inputs,reports/public-equity-batch/2026-06-22/companies/us-WBD/dcf/banker_formula_workbook.xlsx,"latest filed income statement, balance sheet, and cash-flow statement not ingested for this batch run; normalized revenue, EBIT, tax, D&A, capex, working-capital, and FCF history not sourced; management guidance or consensus forecast path not sourced; filing-based diluted share count and net debt bridge not sourced; WACC build, terminal growth, and exit multiple assumptions not source-backed",reports/public-equity-batch/2026-06-22/companies/us-WBD/tearsheet.html,reports/public-equity-batch/2026-06-22/companies/us-WBD/initiation.html,reports/public-equity-batch/2026-06-22/companies/us-WBD/dcf/banker_formula_workbook.xlsx,reports/public-equity-batch/2026-06-22/companies/us-WBD/risk_plan.html
us,WELL,Welltower Inc. Common Stock,buy_now,Watch only,211.45,USD,2026-06-22 00:00:00-04:00,not-decision-ready,not_computed_due_missing_inputs,not_computed_due_missing_inputs,not_computed_due_missing_inputs,not_computed_due_missing_inputs,reports/public-equity-batch/2026-06-22/companies/us-WELL/dcf/banker_formula_workbook.xlsx,"latest filed income statement, balance sheet, and cash-flow statement not ingested for this batch run; normalized revenue, EBIT, tax, D&A, capex, working-capital, and FCF history not sourced; management guidance or consensus forecast path not sourced; filing-based diluted share count and net debt bridge not sourced; WACC build, terminal growth, and exit multiple assumptions not source-backed",reports/public-equity-batch/2026-06-22/companies/us-WELL/tearsheet.html,reports/public-equity-batch/2026-06-22/companies/us-WELL/initiation.html,reports/public-equity-batch/2026-06-22/companies/us-WELL/dcf/banker_formula_workbook.xlsx,reports/public-equity-batch/2026-06-22/companies/us-WELL/risk_plan.html
us,XEL,Xcel Energy Inc. - Common Stock,buy_now,Watch only,78.81,USD,2026-06-22 00:00:00-04:00,not-decision-ready,not_computed_due_missing_inputs,not_computed_due_missing_inputs,not_computed_due_missing_inputs,not_computed_due_missing_inputs,reports/public-equity-batch/2026-06-22/companies/us-XEL/dcf/banker_formula_workbook.xlsx,"latest filed income statement, balance sheet, and cash-flow statement not ingested for this batch run; normalized revenue, EBIT, tax, D&A, capex, working-capital, and FCF history not sourced; management guidance or consensus forecast path not sourced; filing-based diluted share count and net debt bridge not sourced; WACC build, terminal growth, and exit multiple assumptions not source-backed",reports/public-equity-batch/2026-06-22/companies/us-XEL/tearsheet.html,reports/public-equity-batch/2026-06-22/companies/us-XEL/initiation.html,reports/public-equity-batch/2026-06-22/companies/us-XEL/dcf/banker_formula_workbook.xlsx,reports/public-equity-batch/2026-06-22/companies/us-XEL/risk_plan.html
tw,1504,東元,wait_entry,Wait for trigger,72.2,TWD,2026-06-22 00:00:00+08:00,not-decision-ready,not_computed_due_missing_inputs,not_computed_due_missing_inputs,not_computed_due_missing_inputs,not_computed_due_missing_inputs,reports/public-equity-batch/2026-06-22/companies/tw-1504/dcf/banker_formula_workbook.xlsx,"latest filed income statement, balance sheet, and cash-flow statement not ingested for this batch run; normalized revenue, EBIT, tax, D&A, capex, working-capital, and FCF history not sourced; management guidance or consensus forecast path not sourced; filing-based diluted share count and net debt bridge not sourced; WACC build, terminal growth, and exit multiple assumptions not source-backed",reports/public-equity-batch/2026-06-22/companies/tw-1504/tearsheet.html,reports/public-equity-batch/2026-06-22/companies/tw-1504/initiation.html,reports/public-equity-batch/2026-06-22/companies/tw-1504/dcf/banker_formula_workbook.xlsx,reports/public-equity-batch/2026-06-22/companies/tw-1504/risk_plan.html
tw,1536,和大,wait_entry,Wait for trigger,51.6,TWD,2026-06-22 00:00:00+08:00,not-decision-ready,not_computed_due_missing_inputs,not_computed_due_missing_inputs,not_computed_due_missing_inputs,not_computed_due_missing_inputs,reports/public-equity-batch/2026-06-22/companies/tw-1536/dcf/banker_formula_workbook.xlsx,"latest filed income statement, balance sheet, and cash-flow statement not ingested for this batch run; normalized revenue, EBIT, tax, D&A, capex, working-capital, and FCF history not sourced; management guidance or consensus forecast path not sourced; filing-based diluted share count and net debt bridge not sourced; WACC build, terminal growth, and exit multiple assumptions not source-backed",reports/public-equity-batch/2026-06-22/companies/tw-1536/tearsheet.html,reports/public-equity-batch/2026-06-22/companies/tw-1536/initiation.html,reports/public-equity-batch/2026-06-22/companies/tw-1536/dcf/banker_formula_workbook.xlsx,reports/public-equity-batch/2026-06-22/companies/tw-1536/risk_plan.html
tw,1710,東聯,wait_entry,Wait for trigger,14.15,TWD,2026-06-22 00:00:00+08:00,not-decision-ready,not_computed_due_missing_inputs,not_computed_due_missing_inputs,not_computed_due_missing_inputs,not_computed_due_missing_inputs,reports/public-equity-batch/2026-06-22/companies/tw-1710/dcf/banker_formula_workbook.xlsx,"latest filed income statement, balance sheet, and cash-flow statement not ingested for this batch run; normalized revenue, EBIT, tax, D&A, capex, working-capital, and FCF history not sourced; management guidance or consensus forecast path not sourced; filing-based diluted share count and net debt bridge not sourced; WACC build, terminal growth, and exit multiple assumptions not source-backed",reports/public-equity-batch/2026-06-22/companies/tw-1710/tearsheet.html,reports/public-equity-batch/2026-06-22/companies/tw-1710/initiation.html,reports/public-equity-batch/2026-06-22/companies/tw-1710/dcf/banker_formula_workbook.xlsx,reports/public-equity-batch/2026-06-22/companies/tw-1710/risk_plan.html
tw,1711,永光,wait_entry,Wait for trigger,49.55,TWD,2026-06-22 00:00:00+08:00,not-decision-ready,not_computed_due_missing_inputs,not_computed_due_missing_inputs,not_computed_due_missing_inputs,not_computed_due_missing_inputs,reports/public-equity-batch/2026-06-22/companies/tw-1711/dcf/banker_formula_workbook.xlsx,"latest filed income statement, balance sheet, and cash-flow statement not ingested for this batch run; normalized revenue, EBIT, tax, D&A, capex, working-capital, and FCF history not sourced; management guidance or consensus forecast path not sourced; filing-based diluted share count and net debt bridge not sourced; WACC build, terminal growth, and exit multiple assumptions not source-backed",reports/public-equity-batch/2026-06-22/companies/tw-1711/tearsheet.html,reports/public-equity-batch/2026-06-22/companies/tw-1711/initiation.html,reports/public-equity-batch/2026-06-22/companies/tw-1711/dcf/banker_formula_workbook.xlsx,reports/public-equity-batch/2026-06-22/companies/tw-1711/risk_plan.html
