market_key,symbol,company,category,recommendation_label,current_price,price_currency,price_as_of,research_status,valuation_status,risk_status,horizon_status,decision_ready,readiness_blockers,next_required_workflow,near_term_3m,base_12m,long_term_3y,key_missing_evidence,summary,tearsheet,initiation,risk_plan
tw,0061,元大寶滬深,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-0061/summary.html,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-0061/tearsheet.html,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-0061/initiation.html,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-0061/risk_plan.html
tw,1560,中砂,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-1560/summary.html,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-1560/tearsheet.html,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-1560/initiation.html,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-1560/risk_plan.html
tw,1808,潤隆,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-1808/summary.html,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-1808/tearsheet.html,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-1808/initiation.html,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-1808/risk_plan.html
tw,2321,東訊,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-2321/summary.html,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-2321/tearsheet.html,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-2321/initiation.html,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-2321/risk_plan.html
tw,2351,順德,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-2351/summary.html,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-2351/tearsheet.html,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-2351/initiation.html,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-2351/risk_plan.html
tw,2362,藍天,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-2362/summary.html,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-2362/tearsheet.html,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-2362/initiation.html,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-2362/risk_plan.html
tw,2399,映泰,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-2399/summary.html,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-2399/tearsheet.html,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-2399/initiation.html,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-2399/risk_plan.html
tw,2402,毅嘉,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-2402/summary.html,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-2402/tearsheet.html,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-2402/initiation.html,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-2402/risk_plan.html
tw,2436,偉詮電,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-2436/summary.html,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-2436/tearsheet.html,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-2436/initiation.html,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-2436/risk_plan.html
tw,2467,志聖,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-2467/summary.html,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-2467/tearsheet.html,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-2467/initiation.html,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-2467/risk_plan.html
tw,2498,宏達電,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-2498/summary.html,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-2498/tearsheet.html,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-2498/initiation.html,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-2498/risk_plan.html
tw,2939,永邑-KY,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-2939/summary.html,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-2939/tearsheet.html,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-2939/initiation.html,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-2939/risk_plan.html
tw,3028,增你強,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-3028/summary.html,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-3028/tearsheet.html,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-3028/initiation.html,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-3028/risk_plan.html
tw,3257,虹冠電,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-3257/summary.html,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-3257/tearsheet.html,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-3257/initiation.html,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-3257/risk_plan.html
tw,3592,瑞鼎,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-3592/summary.html,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-3592/tearsheet.html,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-3592/initiation.html,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-3592/risk_plan.html
tw,5906,台南-KY,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-5906/summary.html,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-5906/tearsheet.html,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-5906/initiation.html,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-5906/risk_plan.html
tw,6005,群益證,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-6005/summary.html,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-6005/tearsheet.html,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-6005/initiation.html,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-6005/risk_plan.html
tw,6282,康舒,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-6282/summary.html,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-6282/tearsheet.html,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-6282/initiation.html,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-6282/risk_plan.html
tw,6438,迅得,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-6438/summary.html,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-6438/tearsheet.html,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-6438/initiation.html,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-6438/risk_plan.html
tw,8150,南茂,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-8150/summary.html,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-8150/tearsheet.html,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-8150/initiation.html,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-8150/risk_plan.html
tw,8996,高力,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-8996/summary.html,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-8996/tearsheet.html,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-8996/initiation.html,reports/public-equity-batch/2026-07-06-1250-tw-intraday-kline/companies/tw-8996/risk_plan.html
