market_key,market,symbol,company,industry,canonical_category,canonical_category_label,source_priority,instrument_type,output_subdir,industry_thesis_gate,hype_risk,industry_thesis_summary,industry_thesis_missing_evidence,source_count,source_summary
us,美股,TSM,台積電 ADR,晶圓代工,buy_now,現在可以買名單,0,adr_common_equity,us-TSM,theme_only,low,Gate=目前偏題材，缺公司級落地證據；炒作風險=低；成長驅動=庫存回補 / 週期復甦；目前主要是題材或來源敘事，尚未看到足夠公司級落地證據。,SEC company tickers 未命中或 SEC_USER_AGENT 未設定；近 7 日公開新聞熱度未命中或未抓取；缺少公司級官方營收、訂單、財報或法說支撐,1,KOL/news 現在可以買名單
us,美股,WMT,沃爾瑪,零售,buy_now,現在可以買名單,0,common_equity,us-WMT,theme_only,low,Gate=目前偏題材，缺公司級落地證據；炒作風險=低；成長驅動=營收數字、美國通膨指標；目前主要是題材或來源敘事，尚未看到足夠公司級落地證據。,SEC company tickers 未命中或 SEC_USER_AGENT 未設定；近 7 日公開新聞熱度未命中或未抓取；缺少公司級官方營收、訂單、財報或法說支撐,1,KOL/news 現在可以買名單
tw,台股,1560,中砂,半導體耗材,wait_entry,現在不能買，但值得等買點名單,3,common_equity,tw-1560,theme_only,low,Gate=目前偏題材，缺公司級落地證據；炒作風險=低；成長驅動=庫存回補 / 週期復甦；目前主要是題材或來源敘事，尚未看到足夠公司級落地證據。,台股官方公司基本資料未命中；月營收資料未命中或未接到此市場；近 7 日公開新聞熱度未命中或未抓取；缺少明確後續產業 KPI；缺少公司級官方營收、訂單、財報或法說支撐,1,KOL/news 現在不能買，但值得等買點名單
tw,台股,1806,台玻,玻纖布/玻璃,wait_entry,現在不能買，但值得等買點名單,3,common_equity,tw-1806,,,,,1,KOL/news 現在不能買，但值得等買點名單
tw,台股,1815,富喬,玻纖布/玻璃,wait_entry,現在不能買，但值得等買點名單,3,common_equity,tw-1815,,,,,1,KOL/news 現在不能買，但值得等買點名單
tw,台股,2327,國巨,被動元件,wait_entry,現在不能買，但值得等買點名單,3,common_equity,tw-2327,,,,,1,KOL/news 現在不能買，但值得等買點名單
tw,台股,2434,統懋,二極體,wait_entry,現在不能買，但值得等買點名單,3,common_equity,tw-2434,,,,,1,KOL/news 現在不能買，但值得等買點名單
tw,台股,2454,聯發科,IC設計,wait_entry,現在不能買，但值得等買點名單,3,common_equity,tw-2454,theme_only,low,Gate=目前偏題材，缺公司級落地證據；炒作風險=低；成長驅動=庫存回補 / 週期復甦；目前主要是題材或來源敘事，尚未看到足夠公司級落地證據。,台股官方公司基本資料未命中；月營收資料未命中或未接到此市場；近 7 日公開新聞熱度未命中或未抓取；缺少明確後續產業 KPI；缺少公司級官方營收、訂單、財報或法說支撐,1,KOL/news 現在不能買，但值得等買點名單
tw,台股,2472,立隆電,被動元件,wait_entry,現在不能買，但值得等買點名單,3,common_equity,tw-2472,,,,,1,KOL/news 現在不能買，但值得等買點名單
tw,台股,2474,可成,機殼/製造,wait_entry,現在不能買，但值得等買點名單,3,common_equity,tw-2474,,,,,1,KOL/news 現在不能買，但值得等買點名單
tw,台股,2481,強茂,二極體,wait_entry,現在不能買，但值得等買點名單,3,common_equity,tw-2481,,,,,1,KOL/news 現在不能買，但值得等買點名單
tw,台股,2484,希華,石英元件,wait_entry,現在不能買，但值得等買點名單,3,common_equity,tw-2484,,,,,1,KOL/news 現在不能買，但值得等買點名單
tw,台股,3017,奇鋐,散熱,wait_entry,現在不能買，但值得等買點名單,3,common_equity,tw-3017,,,,,1,KOL/news 現在不能買，但值得等買點名單
tw,台股,3026,禾伸堂,被動元件,wait_entry,現在不能買，但值得等買點名單,3,common_equity,tw-3026,,,,,1,KOL/news 現在不能買，但值得等買點名單
tw,台股,3035,智原,IC設計,wait_entry,現在不能買，但值得等買點名單,3,common_equity,tw-3035,,,,,1,KOL/news 現在不能買，但值得等買點名單
tw,台股,3042,晶技,石英元件,wait_entry,現在不能買，但值得等買點名單,3,common_equity,tw-3042,,,,,1,KOL/news 現在不能買，但值得等買點名單
tw,台股,3081,聯亞,CPO/光通訊,wait_entry,現在不能買，但值得等買點名單,3,common_equity,tw-3081,,,,,1,KOL/news 現在不能買，但值得等買點名單
tw,台股,3090,日電貿,被動元件,wait_entry,現在不能買，但值得等買點名單,3,common_equity,tw-3090,,,,,1,KOL/news 現在不能買，但值得等買點名單
tw,台股,3149,正達,玻璃,wait_entry,現在不能買，但值得等買點名單,3,common_equity,tw-3149,,,,,1,KOL/news 現在不能買，但值得等買點名單
tw,台股,3163,波若威,CPO/光通訊,wait_entry,現在不能買，但值得等買點名單,3,common_equity,tw-3163,,,,,1,KOL/news 現在不能買，但值得等買點名單
tw,台股,3189,景碩,ABF載板,wait_entry,現在不能買，但值得等買點名單,3,common_equity,tw-3189,,,,,1,KOL/news 現在不能買，但值得等買點名單
tw,台股,3234,光環,CPO/光通訊,wait_entry,現在不能買，但值得等買點名單,3,common_equity,tw-3234,,,,,1,KOL/news 現在不能買，但值得等買點名單
tw,台股,3363,上銓,CPO/光通訊,wait_entry,現在不能買，但值得等買點名單,3,common_equity,tw-3363,,,,,1,KOL/news 現在不能買，但值得等買點名單
tw,台股,3443,創意,IC設計,wait_entry,現在不能買，但值得等買點名單,3,common_equity,tw-3443,theme_only,low,Gate=目前偏題材，缺公司級落地證據；炒作風險=低；成長驅動=庫存回補 / 週期復甦；目前主要是題材或來源敘事，尚未看到足夠公司級落地證據。,台股官方公司基本資料未命中；月營收資料未命中或未接到此市場；近 7 日公開新聞熱度未命中或未抓取；缺少明確後續產業 KPI；缺少公司級官方營收、訂單、財報或法說支撐,1,KOL/news 現在不能買，但值得等買點名單
tw,台股,3481,群創,面板,wait_entry,現在不能買，但值得等買點名單,3,common_equity,tw-3481,,,,,1,KOL/news 現在不能買，但值得等買點名單
tw,台股,3532,台勝科,矽晶圓,wait_entry,現在不能買，但值得等買點名單,3,common_equity,tw-3532,,,,,1,KOL/news 現在不能買，但值得等買點名單
tw,台股,3563,牧德,檢測設備,wait_entry,現在不能買，但值得等買點名單,3,common_equity,tw-3563,,,,,1,KOL/news 現在不能買，但值得等買點名單
tw,台股,3653,健策,散熱,wait_entry,現在不能買，但值得等買點名單,3,common_equity,tw-3653,,,,,1,KOL/news 現在不能買，但值得等買點名單
tw,台股,3661,世芯-KY,IC設計,wait_entry,現在不能買，但值得等買點名單,3,common_equity,tw-3661,,,,,1,KOL/news 現在不能買，但值得等買點名單
tw,台股,3675,德微,二極體,wait_entry,現在不能買，但值得等買點名單,3,common_equity,tw-3675,,,,,1,KOL/news 現在不能買，但值得等買點名單
tw,台股,4760,勤凱,導電漿料,wait_entry,現在不能買，但值得等買點名單,3,common_equity,tw-4760,,,,,1,KOL/news 現在不能買，但值得等買點名單
tw,台股,4919,新唐,MCU,wait_entry,現在不能買，但值得等買點名單,3,common_equity,tw-4919,,,,,1,KOL/news 現在不能買，但值得等買點名單
tw,台股,4979,華星光,CPO/光通訊,wait_entry,現在不能買，但值得等買點名單,3,common_equity,tw-4979,,,,,1,KOL/news 現在不能買，但值得等買點名單
tw,台股,5425,台半,二極體,wait_entry,現在不能買，但值得等買點名單,3,common_equity,tw-5425,,,,,1,KOL/news 現在不能買，但值得等買點名單
tw,台股,6138,茂達,功率元件,wait_entry,現在不能買，但值得等買點名單,3,common_equity,tw-6138,,,,,1,KOL/news 現在不能買，但值得等買點名單
tw,台股,6182,合晶,矽晶圓,wait_entry,現在不能買，但值得等買點名單,3,common_equity,tw-6182,,,,,1,KOL/news 現在不能買，但值得等買點名單
tw,台股,6207,雷科,被動元件材料,wait_entry,現在不能買，但值得等買點名單,3,common_equity,tw-6207,,,,,1,KOL/news 現在不能買，但值得等買點名單
tw,台股,6442,光聖,CPO/光通訊,wait_entry,現在不能買，但值得等買點名單,3,common_equity,tw-6442,,,,,1,KOL/news 現在不能買，但值得等買點名單
tw,台股,6488,環球晶,矽晶圓,wait_entry,現在不能買，但值得等買點名單,3,common_equity,tw-6488,,,,,1,KOL/news 現在不能買，但值得等買點名單
tw,台股,6573,虹揚-KY,二極體,wait_entry,現在不能買，但值得等買點名單,3,common_equity,tw-6573,,,,,1,KOL/news 現在不能買，但值得等買點名單
tw,台股,6664,群翊,封裝設備,wait_entry,現在不能買，但值得等買點名單,3,common_equity,tw-6664,,,,,1,KOL/news 現在不能買，但值得等買點名單
tw,台股,8033,雷虎,軍工/無人機,wait_entry,現在不能買，但值得等買點名單,3,common_equity,tw-8033,,,,,1,KOL/news 現在不能買，但值得等買點名單
tw,台股,8043,蜜望實,被動元件,wait_entry,現在不能買，但值得等買點名單,3,common_equity,tw-8043,,,,,1,KOL/news 現在不能買，但值得等買點名單
tw,台股,8046,南電,ABF載板,wait_entry,現在不能買，但值得等買點名單,3,common_equity,tw-8046,,,,,1,KOL/news 現在不能買，但值得等買點名單
tw,台股,8243,大中,功率元件,wait_entry,現在不能買，但值得等買點名單,3,common_equity,tw-8243,,,,,1,KOL/news 現在不能買，但值得等買點名單
tw,台股,8255,朋程,二極體,wait_entry,現在不能買，但值得等買點名單,3,common_equity,tw-8255,,,,,1,KOL/news 現在不能買，但值得等買點名單
tw,台股,8261,富鼎,功率元件,wait_entry,現在不能買，但值得等買點名單,3,common_equity,tw-8261,,,,,1,KOL/news 現在不能買，但值得等買點名單
tw,台股,8996,高力,散熱,wait_entry,現在不能買，但值得等買點名單,3,common_equity,tw-8996,,,,,1,KOL/news 現在不能買，但值得等買點名單
tw,台股,未上市,合勝,CPO (可插拔式),wait_entry,現在不能買，但值得等買點名單,3,common_equity,tw-,theme_only,low,Gate=目前偏題材，缺公司級落地證據；炒作風險=低；成長驅動=台積電在地採購比例、擴產進度；目前主要是題材或來源敘事，尚未看到足夠公司級落地證據。,台股官方公司基本資料未命中；月營收資料未命中或未接到此市場；OHLCV 價格脈絡未命中；近 7 日公開新聞熱度未命中或未抓取；缺少公司級官方營收、訂單、財報或法說支撐,1,KOL/news 現在不能買，但值得等買點名單
us,美股,AMAT,應用材料,半導體設備,wait_entry,現在不能買，但值得等買點名單,3,common_equity,us-AMAT,,,,,1,KOL/news 現在不能買，但值得等買點名單
us,美股,AMD,超微,AI晶片,wait_entry,現在不能買，但值得等買點名單,3,common_equity,us-AMD,,,,,1,KOL/news 現在不能買，但值得等買點名單
us,美股,APLD,Applied Digital,資料中心,wait_entry,現在不能買，但值得等買點名單,3,common_equity,us-APLD,,,,,1,KOL/news 現在不能買，但值得等買點名單
us,美股,ASML,艾司摩爾,半導體設備,wait_entry,現在不能買，但值得等買點名單,3,common_equity,us-ASML,,,,,1,KOL/news 現在不能買，但值得等買點名單
us,美股,AVAV,AeroVironment,無人機/國防,wait_entry,現在不能買，但值得等買點名單,3,common_equity,us-AVAV,,,,,1,KOL/news 現在不能買，但值得等買點名單
us,美股,AVGO,博通,AI晶片,wait_entry,現在不能買，但值得等買點名單,3,common_equity,us-AVGO,,,,,1,KOL/news 現在不能買，但值得等買點名單
us,美股,AXTI,AXT Inc,半導體材料,wait_entry,現在不能買，但值得等買點名單,3,common_equity,us-AXTI,theme_only,low,Gate=目前偏題材，缺公司級落地證據；炒作風險=低；成長驅動=庫存回補 / 週期復甦；目前主要是題材或來源敘事，尚未看到足夠公司級落地證據。,SEC company tickers 未命中或 SEC_USER_AGENT 未設定；近 7 日公開新聞熱度未命中或未抓取；缺少明確後續產業 KPI；缺少公司級官方營收、訂單、財報或法說支撐,1,KOL/news 現在不能買，但值得等買點名單
us,美股,CRD,Crawford,工業/服務,wait_entry,現在不能買，但值得等買點名單,3,common_equity,us-CRD,,,,,1,KOL/news 現在不能買，但值得等買點名單
us,美股,CRWD,CrowdStrike,資安,wait_entry,現在不能買，但值得等買點名單,3,common_equity,us-CRWD,,,,,1,KOL/news 現在不能買，但值得等買點名單
us,美股,GV,軟體,軟體/其他,wait_entry,現在不能買，但值得等買點名單,3,common_equity,us-GV,,,,,1,KOL/news 現在不能買，但值得等買點名單
us,美股,IRDM,Iridium,衛星通訊,wait_entry,現在不能買，但值得等買點名單,3,common_equity,us-IRDM,,,,,1,KOL/news 現在不能買，但值得等買點名單
us,美股,KLAC,科磊,半導體設備,wait_entry,現在不能買，但值得等買點名單,3,common_equity,us-KLAC,,,,,1,KOL/news 現在不能買，但值得等買點名單
us,美股,MU,美光,記憶體,wait_entry,現在不能買，但值得等買點名單,3,common_equity,us-MU,theme_only,low,Gate=目前偏題材，缺公司級落地證據；炒作風險=低；成長驅動=庫存回補 / 週期復甦；目前主要是題材或來源敘事，尚未看到足夠公司級落地證據。,SEC company tickers 未命中或 SEC_USER_AGENT 未設定；近 7 日公開新聞熱度未命中或未抓取；缺少明確後續產業 KPI；缺少公司級官方營收、訂單、財報或法說支撐,1,KOL/news 現在不能買，但值得等買點名單
us,美股,NBS,NBS,資料不足,wait_entry,現在不能買，但值得等買點名單,3,common_equity,us-NBS,,,,,1,KOL/news 現在不能買，但值得等買點名單
us,美股,NVDA,輝達,AI晶片,wait_entry,現在不能買，但值得等買點名單,3,common_equity,us-NVDA,,,,,1,KOL/news 現在不能買，但值得等買點名單
us,美股,ONDS,Ondas Holdings,無人機/網路,wait_entry,現在不能買，但值得等買點名單,3,common_equity,us-ONDS,,,,,1,KOL/news 現在不能買，但值得等買點名單
us,美股,ONTO,Onto,半導體設備,wait_entry,現在不能買，但值得等買點名單,3,common_equity,us-ONTO,,,,,1,KOL/news 現在不能買，但值得等買點名單
us,美股,OSCR,Oscar Health,醫療保險,wait_entry,現在不能買，但值得等買點名單,3,common_equity,us-OSCR,,,,,1,KOL/news 現在不能買，但值得等買點名單
us,美股,PL,Planet Labs,衛星數據,wait_entry,現在不能買，但值得等買點名單,3,common_equity,us-PL,,,,,1,KOL/news 現在不能買，但值得等買點名單
us,美股,RGTI,Rigetti Computing,量子運算,wait_entry,現在不能買，但值得等買點名單,3,common_equity,us-RGTI,,,,,1,KOL/news 現在不能買，但值得等買點名單
us,美股,RXRX,Recursion,生技/AI製藥,wait_entry,現在不能買，但值得等買點名單,3,common_equity,us-RXRX,,,,,1,KOL/news 現在不能買，但值得等買點名單
us,美股,SN,SharkNinja,消費服務,wait_entry,現在不能買，但值得等買點名單,3,common_equity,us-SN,,,,,1,KOL/news 現在不能買，但值得等買點名單
us,美股,SNDK,新帝,記憶體,wait_entry,現在不能買，但值得等買點名單,3,common_equity,us-SNDK,,,,,1,KOL/news 現在不能買，但值得等買點名單
us,美股,TMUS,T-Mobile US,電信/軟體,wait_entry,現在不能買，但值得等買點名單,3,common_equity,us-TMUS,,,,,1,KOL/news 現在不能買，但值得等買點名單
us,美股,TSLA,特斯拉,電動車,wait_entry,現在不能買，但值得等買點名單,3,common_equity,us-TSLA,theme_only,low,Gate=目前偏題材，缺公司級落地證據；炒作風險=低；成長驅動=庫存回補 / 週期復甦；目前主要是題材或來源敘事，尚未看到足夠公司級落地證據。,SEC company tickers 未命中或 SEC_USER_AGENT 未設定；近 7 日公開新聞熱度未命中或未抓取；缺少明確後續產業 KPI；缺少公司級官方營收、訂單、財報或法說支撐,1,KOL/news 現在不能買，但值得等買點名單
us,美股,VRT,Vertiv,基礎設施,wait_entry,現在不能買，但值得等買點名單,3,common_equity,us-VRT,,,,,1,KOL/news 現在不能買，但值得等買點名單
us,美股,VSH,Vishay,半導體,wait_entry,現在不能買，但值得等買點名單,3,common_equity,us-VSH,,,,,1,KOL/news 現在不能買，但值得等買點名單
us,美股,WDC,威騰,記憶體,wait_entry,現在不能買，但值得等買點名單,3,common_equity,us-WDC,,,,,1,KOL/news 現在不能買，但值得等買點名單
us,美股,XMAX,未知,科技,wait_entry,現在不能買，但值得等買點名單,3,common_equity,us-XMAX,,,,,1,KOL/news 現在不能買，但值得等買點名單
