market_key,market,symbol,company,industry,canonical_category,canonical_category_label,source_priority,instrument_type,output_subdir,industry_thesis_gate,hype_risk,industry_thesis_summary,industry_thesis_missing_evidence,source_count,source_summary
us,NYSE,SU,Suncor Energy Inc. Common Stock,Energy / Integrated oil Companies,buy_now,現在可以買名單,2,common_equity,us-SU,theme_only,low,"Gate=目前偏題材，缺公司級落地證據；炒作風險=低；成長驅動=雙策略整合：LZEMA20/3MA；收盤位置 99.4%；振幅 2.8%；buySources=LZEMA20/3MA；buyCount=2；entrySource=LZEMA20；entrySource=3MA；entryReason=空方趨勢結束；buyCount 2；今日買點 LZEMA20/3MA；估算成交金額USD 328,054,625；目前主要是題材或來源敘事，尚未看到足夠公司級落地證據。",SEC company tickers 未命中或 SEC_USER_AGENT 未設定；近 7 日公開新聞熱度未命中或未抓取；缺少公司級官方營收、訂單、財報或法說支撐,1,美股 K-line 現在可以買名單
us,NASDAQ,TXN,Texas Instruments Incorporated - Common Stock,Technology / Semiconductors,buy_now,現在可以買名單,2,common_equity,us-TXN,theme_only,low,"Gate=目前偏題材，缺公司級落地證據；炒作風險=低；成長驅動=雙策略整合：LZEMA20/3MA；收盤位置 68.6%；振幅 6.4%；buySources=LZEMA20/3MA；buyCount=2；entrySource=LZEMA20；entrySource=3MA；entryReason=多方趨勢開始；entryReason=空方趨勢結束；buyCount 2；今日買點 LZEMA20/3MA；波幅放大 rangeRatio 1.55；估算成交金額USD 1,873,066,635；目前主要是題材或來源敘事，尚未看到足夠公司級落地證據。",SEC company tickers 未命中或 SEC_USER_AGENT 未設定；近 7 日公開新聞熱度未命中或未抓取；缺少公司級官方營收、訂單、財報或法說支撐,1,美股 K-line 現在可以買名單
us,NYSE,VRT,Vertiv Holdings,Technology / Industrial Machinery/Components,buy_now,現在可以買名單,2,common_equity,us-VRT,theme_only,low,"Gate=目前偏題材，缺公司級落地證據；炒作風險=低；成長驅動=雙策略整合：LZEMA20/3MA；收盤位置 90.1%；振幅 5.9%；buySources=LZEMA20/3MA；buyCount=2；entrySource=LZEMA20；entrySource=3MA；entryReason=空方趨勢結束；entryReason=空方趨勢結束 / 多方趨勢開始；buyCount 2；今日買點 LZEMA20/3MA；估算成交金額USD 1,232,050,522；目前主要是題材或來源敘事，尚未看到足夠公司級落地證據。",SEC company tickers 未命中或 SEC_USER_AGENT 未設定；近 7 日公開新聞熱度未命中或未抓取；缺少公司級官方營收、訂單、財報或法說支撐,1,美股 K-line 現在可以買名單
us,NYSE,AES,The AES Corporation Common Stock,Utilities / Electric Utilities: Central,wait_entry,現在不能買，但值得等買點名單,5,common_equity,us-AES,,,,,1,美股 K-line 現在不能買，但值得等買點名單
us,NYSE,ANET,Arista Networks,Telecommunications / Computer Communications Equipment,wait_entry,現在不能買，但值得等買點名單,5,common_equity,us-ANET,,,,,1,美股 K-line 現在不能買，但值得等買點名單
us,NASDAQ,APA,APA Corporation - Common Stock,Energy / Oil & Gas Production,wait_entry,現在不能買，但值得等買點名單,5,common_equity,us-APA,,,,,1,美股 K-line 現在不能買，但值得等買點名單
us,NASDAQ,AVGO,Broadcom Inc. - Common Stock,Technology / Semiconductors,wait_entry,現在不能買，但值得等買點名單,5,common_equity,us-AVGO,theme_only,low,Gate=目前偏題材，缺公司級落地證據；炒作風險=低；成長驅動=AI / 資料中心；目前主要是題材或來源敘事，尚未看到足夠公司級落地證據。,SEC company tickers 未命中或 SEC_USER_AGENT 未設定；近 7 日公開新聞熱度未命中或未抓取；缺少明確後續產業 KPI；缺少公司級官方營收、訂單、財報或法說支撐,1,美股 K-line 現在不能買，但值得等買點名單
us,NASDAQ,BIDU,Baidu,Technology / Computer Software: Programming Data Processing,wait_entry,現在不能買，但值得等買點名單,5,common_equity,us-BIDU,,,,,1,美股 K-line 現在不能買，但值得等買點名單
us,NYSE,BOX,Box,Technology / Computer Software: Prepackaged Software,wait_entry,現在不能買，但值得等買點名單,5,common_equity,us-BOX,,,,,1,美股 K-line 現在不能買，但值得等買點名單
us,NYSE,CHWY,Chewy,Consumer Discretionary / Catalog/Specialty Distribution,wait_entry,現在不能買，但值得等買點名單,5,common_equity,us-CHWY,,,,,1,美股 K-line 現在不能買，但值得等買點名單
us,NASDAQ,CME,CME Group Inc. - Class A Common Stock,Finance / Investment Bankers/Brokers/Service,wait_entry,現在不能買，但值得等買點名單,5,common_equity,us-CME,,,,,1,美股 K-line 現在不能買，但值得等買點名單
us,NYSE,CVE,Cenovus Energy Inc Common Stock,Energy / Oil & Gas Production,wait_entry,現在不能買，但值得等買點名單,5,common_equity,us-CVE,,,,,1,美股 K-line 現在不能買，但值得等買點名單
us,NYSE,CVX,Chevron Corporation Common Stock,Energy / Integrated oil Companies,wait_entry,現在不能買，但值得等買點名單,5,common_equity,us-CVX,,,,,1,美股 K-line 現在不能買，但值得等買點名單
us,NASDAQ,DBX,Dropbox,Technology / Computer Software: Prepackaged Software,wait_entry,現在不能買，但值得等買點名單,5,common_equity,us-DBX,,,,,1,美股 K-line 現在不能買，但值得等買點名單
us,NASDAQ,DKNG,DraftKings Inc. - Class A Common Stock,Consumer Discretionary / Services-Misc. Amusement & Recreation,wait_entry,現在不能買，但值得等買點名單,5,common_equity,us-DKNG,,,,,1,美股 K-line 現在不能買，但值得等買點名單
us,NYSE,DOCN,DigitalOcean Holdings,Technology / Computer Software: Programming Data Processing,wait_entry,現在不能買，但值得等買點名單,5,common_equity,us-DOCN,,,,,1,美股 K-line 現在不能買，但值得等買點名單
us,NASDAQ,EXE,Expand Energy Corporation - Common Stock,Energy / Oil & Gas Production,wait_entry,現在不能買，但值得等買點名單,5,common_equity,us-EXE,,,,,1,美股 K-line 現在不能買，但值得等買點名單
us,NASDAQ,GDS,GDS Holdings Limited - American Depositary Shares,Technology / Computer Software: Programming Data Processing,wait_entry,現在不能買，但值得等買點名單,5,common_equity,us-GDS,,,,,1,美股 K-line 現在不能買，但值得等買點名單
us,NYSE,HPQ,HP Inc. Common Stock,Technology / Computer Manufacturing,wait_entry,現在不能買，但值得等買點名單,5,common_equity,us-HPQ,,,,,1,美股 K-line 現在不能買，但值得等買點名單
us,NASDAQ,HUT,Hut 8 Corp. - Common Stock,Finance / Finance: Consumer Services,wait_entry,現在不能買，但值得等買點名單,5,common_equity,us-HUT,,,,,1,美股 K-line 現在不能買，但值得等買點名單
us,NASDAQ,JD,JD.com,Consumer Discretionary / Other Specialty Stores,wait_entry,現在不能買，但值得等買點名單,5,common_equity,us-JD,,,,,1,美股 K-line 現在不能買，但值得等買點名單
us,NASDAQ,KLAC,KLA Corporation - Common Stock,Technology / Electronic Components,wait_entry,現在不能買，但值得等買點名單,5,common_equity,us-KLAC,,,,,1,美股 K-line 現在不能買，但值得等買點名單
us,NYSE,KVYO,Klaviyo,Technology / Computer Software: Prepackaged Software,wait_entry,現在不能買，但值得等買點名單,5,common_equity,us-KVYO,,,,,1,美股 K-line 現在不能買，但值得等買點名單
us,NASDAQ,NBIS,Nebius Group N.V. - Class A Ordinary Shares,Technology / Computer Software: Programming Data Processing,wait_entry,現在不能買，但值得等買點名單,5,common_equity,us-NBIS,,,,,1,美股 K-line 現在不能買，但值得等買點名單
us,NASDAQ,NTSK,Netskope,Technology / Computer Software: Prepackaged Software,wait_entry,現在不能買，但值得等買點名單,5,common_equity,us-NTSK,,,,,1,美股 K-line 現在不能買，但值得等買點名單
us,NASDAQ,NXPI,NXP Semiconductors N.V. - Common Stock,Technology / Semiconductors,wait_entry,現在不能買，但值得等買點名單,5,common_equity,us-NXPI,,,,,1,美股 K-line 現在不能買，但值得等買點名單
us,NYSE,OXY,Occidental Petroleum Corporation Common Stock,Energy / Oil & Gas Production,wait_entry,現在不能買，但值得等買點名單,5,common_equity,us-OXY,,,,,1,美股 K-line 現在不能買，但值得等買點名單
us,NYSE,PSX,Phillips 66 Common Stock,Energy / Integrated oil Companies,wait_entry,現在不能買，但值得等買點名單,5,common_equity,us-PSX,,,,,1,美股 K-line 現在不能買，但值得等買點名單
us,NYSE,ROL,Rollins,Consumer Discretionary / Diversified Commercial Services,wait_entry,現在不能買，但值得等買點名單,5,common_equity,us-ROL,,,,,1,美股 K-line 現在不能買，但值得等買點名單
us,NASDAQ,SHOP,Shopify Inc. - Class A Subordinate Voting Shares,Technology / Computer Software: Prepackaged Software,wait_entry,現在不能買，但值得等買點名單,5,common_equity,us-SHOP,,,,,1,美股 K-line 現在不能買，但值得等買點名單
us,NYSE,SM,SM Energy Company Common Stock,Energy / Oil & Gas Production,wait_entry,現在不能買，但值得等買點名單,5,common_equity,us-SM,,,,,1,美股 K-line 現在不能買，但值得等買點名單
us,NASDAQ,TSCO,Tractor Supply Company - Common Stock,Consumer Discretionary / RETAIL: Building Materials,wait_entry,現在不能買，但值得等買點名單,5,common_equity,us-TSCO,,,,,1,美股 K-line 現在不能買，但值得等買點名單
us,NASDAQ,UCTT,Ultra Clean Holdings,Technology / Semiconductors,wait_entry,現在不能買，但值得等買點名單,5,common_equity,us-UCTT,,,,,1,美股 K-line 現在不能買，但值得等買點名單
us,NYSE,UMC,United Microelectronics Corporation  Common Stock,Technology / Semiconductors,wait_entry,現在不能買，但值得等買點名單,5,common_equity,us-UMC,,,,,1,美股 K-line 現在不能買，但值得等買點名單
us,NASDAQ,WYFI,WhiteFiber,Finance / Finance: Consumer Services,wait_entry,現在不能買，但值得等買點名單,5,common_equity,us-WYFI,,,,,1,美股 K-line 現在不能買，但值得等買點名單
us,NYSE,YPF,YPF Sociedad Anonima Common Stock,Energy / Integrated oil Companies,wait_entry,現在不能買，但值得等買點名單,5,common_equity,us-YPF,,,,,1,美股 K-line 現在不能買，但值得等買點名單
