market_key,symbol,company,category,recommendation_label,current_price,price_currency,price_as_of,research_status,valuation_status,risk_status,horizon_status,decision_ready,readiness_blockers,next_required_workflow,near_term_3m,base_12m,long_term_3y,key_missing_evidence,summary,tearsheet,initiation,risk_plan
tw,00625K,富邦上証+R,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-07-1250-tw-intraday-kline/companies/tw-00625K/summary.html,reports/public-equity-batch/2026-07-07-1250-tw-intraday-kline/companies/tw-00625K/tearsheet.html,reports/public-equity-batch/2026-07-07-1250-tw-intraday-kline/companies/tw-00625K/initiation.html,reports/public-equity-batch/2026-07-07-1250-tw-intraday-kline/companies/tw-00625K/risk_plan.html
tw,2540,愛山林,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-07-1250-tw-intraday-kline/companies/tw-2540/summary.html,reports/public-equity-batch/2026-07-07-1250-tw-intraday-kline/companies/tw-2540/tearsheet.html,reports/public-equity-batch/2026-07-07-1250-tw-intraday-kline/companies/tw-2540/initiation.html,reports/public-equity-batch/2026-07-07-1250-tw-intraday-kline/companies/tw-2540/risk_plan.html
tw,2548,華固,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-07-1250-tw-intraday-kline/companies/tw-2548/summary.html,reports/public-equity-batch/2026-07-07-1250-tw-intraday-kline/companies/tw-2548/tearsheet.html,reports/public-equity-batch/2026-07-07-1250-tw-intraday-kline/companies/tw-2548/initiation.html,reports/public-equity-batch/2026-07-07-1250-tw-intraday-kline/companies/tw-2548/risk_plan.html
tw,2614,東森,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-07-1250-tw-intraday-kline/companies/tw-2614/summary.html,reports/public-equity-batch/2026-07-07-1250-tw-intraday-kline/companies/tw-2614/tearsheet.html,reports/public-equity-batch/2026-07-07-1250-tw-intraday-kline/companies/tw-2614/initiation.html,reports/public-equity-batch/2026-07-07-1250-tw-intraday-kline/companies/tw-2614/risk_plan.html
tw,3017,奇鋐,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-07-1250-tw-intraday-kline/companies/tw-3017/summary.html,reports/public-equity-batch/2026-07-07-1250-tw-intraday-kline/companies/tw-3017/tearsheet.html,reports/public-equity-batch/2026-07-07-1250-tw-intraday-kline/companies/tw-3017/initiation.html,reports/public-equity-batch/2026-07-07-1250-tw-intraday-kline/companies/tw-3017/risk_plan.html
tw,3024,憶聲,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-07-1250-tw-intraday-kline/companies/tw-3024/summary.html,reports/public-equity-batch/2026-07-07-1250-tw-intraday-kline/companies/tw-3024/tearsheet.html,reports/public-equity-batch/2026-07-07-1250-tw-intraday-kline/companies/tw-3024/initiation.html,reports/public-equity-batch/2026-07-07-1250-tw-intraday-kline/companies/tw-3024/risk_plan.html
tw,3583,辛耘,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-07-1250-tw-intraday-kline/companies/tw-3583/summary.html,reports/public-equity-batch/2026-07-07-1250-tw-intraday-kline/companies/tw-3583/tearsheet.html,reports/public-equity-batch/2026-07-07-1250-tw-intraday-kline/companies/tw-3583/initiation.html,reports/public-equity-batch/2026-07-07-1250-tw-intraday-kline/companies/tw-3583/risk_plan.html
tw,3596,智易,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-07-1250-tw-intraday-kline/companies/tw-3596/summary.html,reports/public-equity-batch/2026-07-07-1250-tw-intraday-kline/companies/tw-3596/tearsheet.html,reports/public-equity-batch/2026-07-07-1250-tw-intraday-kline/companies/tw-3596/initiation.html,reports/public-equity-batch/2026-07-07-1250-tw-intraday-kline/companies/tw-3596/risk_plan.html
tw,3686,達能,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-07-1250-tw-intraday-kline/companies/tw-3686/summary.html,reports/public-equity-batch/2026-07-07-1250-tw-intraday-kline/companies/tw-3686/tearsheet.html,reports/public-equity-batch/2026-07-07-1250-tw-intraday-kline/companies/tw-3686/initiation.html,reports/public-equity-batch/2026-07-07-1250-tw-intraday-kline/companies/tw-3686/risk_plan.html
tw,3712,永崴投控,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-07-1250-tw-intraday-kline/companies/tw-3712/summary.html,reports/public-equity-batch/2026-07-07-1250-tw-intraday-kline/companies/tw-3712/tearsheet.html,reports/public-equity-batch/2026-07-07-1250-tw-intraday-kline/companies/tw-3712/initiation.html,reports/public-equity-batch/2026-07-07-1250-tw-intraday-kline/companies/tw-3712/risk_plan.html
tw,4766,南寶,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-07-1250-tw-intraday-kline/companies/tw-4766/summary.html,reports/public-equity-batch/2026-07-07-1250-tw-intraday-kline/companies/tw-4766/tearsheet.html,reports/public-equity-batch/2026-07-07-1250-tw-intraday-kline/companies/tw-4766/initiation.html,reports/public-equity-batch/2026-07-07-1250-tw-intraday-kline/companies/tw-4766/risk_plan.html
tw,5608,四維航,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-07-1250-tw-intraday-kline/companies/tw-5608/summary.html,reports/public-equity-batch/2026-07-07-1250-tw-intraday-kline/companies/tw-5608/tearsheet.html,reports/public-equity-batch/2026-07-07-1250-tw-intraday-kline/companies/tw-5608/initiation.html,reports/public-equity-batch/2026-07-07-1250-tw-intraday-kline/companies/tw-5608/risk_plan.html
tw,5876,上海商銀,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-07-1250-tw-intraday-kline/companies/tw-5876/summary.html,reports/public-equity-batch/2026-07-07-1250-tw-intraday-kline/companies/tw-5876/tearsheet.html,reports/public-equity-batch/2026-07-07-1250-tw-intraday-kline/companies/tw-5876/initiation.html,reports/public-equity-batch/2026-07-07-1250-tw-intraday-kline/companies/tw-5876/risk_plan.html
tw,5906,台南-KY,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-07-1250-tw-intraday-kline/companies/tw-5906/summary.html,reports/public-equity-batch/2026-07-07-1250-tw-intraday-kline/companies/tw-5906/tearsheet.html,reports/public-equity-batch/2026-07-07-1250-tw-intraday-kline/companies/tw-5906/initiation.html,reports/public-equity-batch/2026-07-07-1250-tw-intraday-kline/companies/tw-5906/risk_plan.html
tw,6183,關貿,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-07-1250-tw-intraday-kline/companies/tw-6183/summary.html,reports/public-equity-batch/2026-07-07-1250-tw-intraday-kline/companies/tw-6183/tearsheet.html,reports/public-equity-batch/2026-07-07-1250-tw-intraday-kline/companies/tw-6183/initiation.html,reports/public-equity-batch/2026-07-07-1250-tw-intraday-kline/companies/tw-6183/risk_plan.html
tw,6438,迅得,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-07-1250-tw-intraday-kline/companies/tw-6438/summary.html,reports/public-equity-batch/2026-07-07-1250-tw-intraday-kline/companies/tw-6438/tearsheet.html,reports/public-equity-batch/2026-07-07-1250-tw-intraday-kline/companies/tw-6438/initiation.html,reports/public-equity-batch/2026-07-07-1250-tw-intraday-kline/companies/tw-6438/risk_plan.html
tw,6757,台灣虎航,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-07-1250-tw-intraday-kline/companies/tw-6757/summary.html,reports/public-equity-batch/2026-07-07-1250-tw-intraday-kline/companies/tw-6757/tearsheet.html,reports/public-equity-batch/2026-07-07-1250-tw-intraday-kline/companies/tw-6757/initiation.html,reports/public-equity-batch/2026-07-07-1250-tw-intraday-kline/companies/tw-6757/risk_plan.html
tw,6921,嘉雨思-創,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-07-1250-tw-intraday-kline/companies/tw-6921/summary.html,reports/public-equity-batch/2026-07-07-1250-tw-intraday-kline/companies/tw-6921/tearsheet.html,reports/public-equity-batch/2026-07-07-1250-tw-intraday-kline/companies/tw-6921/initiation.html,reports/public-equity-batch/2026-07-07-1250-tw-intraday-kline/companies/tw-6921/risk_plan.html
tw,6934,心誠鎂,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-07-1250-tw-intraday-kline/companies/tw-6934/summary.html,reports/public-equity-batch/2026-07-07-1250-tw-intraday-kline/companies/tw-6934/tearsheet.html,reports/public-equity-batch/2026-07-07-1250-tw-intraday-kline/companies/tw-6934/initiation.html,reports/public-equity-batch/2026-07-07-1250-tw-intraday-kline/companies/tw-6934/risk_plan.html
tw,8103,瀚荃,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-07-1250-tw-intraday-kline/companies/tw-8103/summary.html,reports/public-equity-batch/2026-07-07-1250-tw-intraday-kline/companies/tw-8103/tearsheet.html,reports/public-equity-batch/2026-07-07-1250-tw-intraday-kline/companies/tw-8103/initiation.html,reports/public-equity-batch/2026-07-07-1250-tw-intraday-kline/companies/tw-8103/risk_plan.html
tw,9918,欣天然,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-07-1250-tw-intraday-kline/companies/tw-9918/summary.html,reports/public-equity-batch/2026-07-07-1250-tw-intraday-kline/companies/tw-9918/tearsheet.html,reports/public-equity-batch/2026-07-07-1250-tw-intraday-kline/companies/tw-9918/initiation.html,reports/public-equity-batch/2026-07-07-1250-tw-intraday-kline/companies/tw-9918/risk_plan.html
tw,9933,中鼎,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-07-1250-tw-intraday-kline/companies/tw-9933/summary.html,reports/public-equity-batch/2026-07-07-1250-tw-intraday-kline/companies/tw-9933/tearsheet.html,reports/public-equity-batch/2026-07-07-1250-tw-intraday-kline/companies/tw-9933/initiation.html,reports/public-equity-batch/2026-07-07-1250-tw-intraday-kline/companies/tw-9933/risk_plan.html
