market_key,symbol,company,category,recommendation_label,current_price,price_currency,price_as_of,research_status,valuation_status,risk_status,horizon_status,decision_ready,readiness_blockers,next_required_workflow,near_term_3m,base_12m,long_term_3y,key_missing_evidence,summary,tearsheet,initiation,risk_plan
tw,0052,富邦科技,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-0052/summary.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-0052/tearsheet.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-0052/initiation.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-0052/risk_plan.html
tw,1337,再生-KY,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-1337/summary.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-1337/tearsheet.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-1337/initiation.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-1337/risk_plan.html
tw,1536,和大,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-1536/summary.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-1536/tearsheet.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-1536/initiation.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-1536/risk_plan.html
tw,1537,廣隆,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-1537/summary.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-1537/tearsheet.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-1537/initiation.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-1537/risk_plan.html
tw,1623,大東電,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-1623/summary.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-1623/tearsheet.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-1623/initiation.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-1623/risk_plan.html
tw,2034,允強,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-2034/summary.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-2034/tearsheet.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-2034/initiation.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-2034/risk_plan.html
tw,2324,仁寶,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-2324/summary.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-2324/tearsheet.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-2324/initiation.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-2324/risk_plan.html
tw,2330,台積電,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-2330/summary.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-2330/tearsheet.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-2330/initiation.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-2330/risk_plan.html
tw,2348,海悅,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-2348/summary.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-2348/tearsheet.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-2348/initiation.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-2348/risk_plan.html
tw,2375,凱美,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-2375/summary.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-2375/tearsheet.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-2375/initiation.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-2375/risk_plan.html
tw,2431,聯昌,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-2431/summary.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-2431/tearsheet.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-2431/initiation.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-2431/risk_plan.html
tw,2482,連宇,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-2482/summary.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-2482/tearsheet.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-2482/initiation.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-2482/risk_plan.html
tw,2646,星宇航空,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-2646/summary.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-2646/tearsheet.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-2646/initiation.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-2646/risk_plan.html
tw,2849,安泰銀,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-2849/summary.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-2849/tearsheet.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-2849/initiation.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-2849/risk_plan.html
tw,2910,統領,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-2910/summary.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-2910/tearsheet.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-2910/initiation.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-2910/risk_plan.html
tw,3006,晶豪科,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-3006/summary.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-3006/tearsheet.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-3006/initiation.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-3006/risk_plan.html
tw,3041,揚智,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-3041/summary.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-3041/tearsheet.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-3041/initiation.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-3041/risk_plan.html
tw,3047,訊舟,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-3047/summary.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-3047/tearsheet.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-3047/initiation.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-3047/risk_plan.html
tw,3060,銘異,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-3060/summary.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-3060/tearsheet.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-3060/initiation.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-3060/risk_plan.html
tw,3356,奇偶,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-3356/summary.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-3356/tearsheet.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-3356/initiation.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-3356/risk_plan.html
tw,3432,台端,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-3432/summary.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-3432/tearsheet.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-3432/initiation.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-3432/risk_plan.html
tw,3443,創意,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-3443/summary.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-3443/tearsheet.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-3443/initiation.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-3443/risk_plan.html
tw,3504,揚明光,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-3504/summary.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-3504/tearsheet.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-3504/initiation.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-3504/risk_plan.html
tw,3530,晶相光,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-3530/summary.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-3530/tearsheet.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-3530/initiation.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-3530/risk_plan.html
tw,4934,太極,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-4934/summary.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-4934/tearsheet.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-4934/initiation.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-4934/risk_plan.html
tw,4958,臻鼎-KY,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-4958/summary.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-4958/tearsheet.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-4958/initiation.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-4958/risk_plan.html
tw,5234,達興材料,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-5234/summary.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-5234/tearsheet.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-5234/initiation.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-5234/risk_plan.html
tw,5306,桂盟,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-5306/summary.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-5306/tearsheet.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-5306/initiation.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-5306/risk_plan.html
tw,5521,工信,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-5521/summary.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-5521/tearsheet.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-5521/initiation.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-5521/risk_plan.html
tw,6141,柏承,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-6141/summary.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-6141/tearsheet.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-6141/initiation.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-6141/risk_plan.html
tw,6197,佳必琪,buy_now,,,,,,,,,false,market_data_not_complete; official_validation_not_complete; research_status_not_complete; valuation_status_not_complete; risk_status_not_complete; investment_horizon_not_complete,market-data refresh; official-evidence review; company-tearsheet + initiating-coverage; comps-valuation; portfolio-risk-management,,,,,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-6197/summary.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-6197/tearsheet.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-6197/initiation.html,reports/public-equity-batch/2026-07-09-1250-tw-intraday-kline/companies/tw-6197/risk_plan.html
